index,GSM1282761,GSM1282762,GSM1282763,GSM1282764,GSM1282765,GSM1282766,GSM1282767,GSM1282768,GSM1282769,GSM1282770,GSM1282771,GSM1282772,GSM1282773,GSM1282774,GSM1282775,GSM1282776,GSM1282777,GSM1282778
7A5,1814.167103,1734.108996,1154.667197,675.256602,1284.305983,638.210704,385.7803223,496.8408429,877.7916099,1026.047181,885.3102198,1121.936984,1329.093853,1309.472218,1042.76481,837.3015062,1172.302251,1174.798501
A1BG,231.7974432,145.0679802,95.68542646,150.0192501,83.90153276,430.4755099,88.57962229,86.12759686,31.75719967,75.57970393,77.41654371,97.50041245,59.11883653,172.4421726,58.31330236,71.35812959,84.58931386,88.53095092
A1CF,2206.970472,1555.772793,1423.952627,2182.735069,1271.120061,1347.570572,1860.307985,1198.169589,2054.234853,972.8999366,1861.872926,1514.529438,1540.689796,2085.719378,1712.551445,1385.810328,1388.430877,1672.492654
A26A1,100.3438961,49.6214028,3.368373984,47.55560331,2.206654139,65.84731233,18.46220073,62.65304704,3.415678073,64.91506074,20.1299767,89.69739823,36.04619334,62.27600043,58.20340423,135.4492889,68.97082774,7.814897412
A26B1,246.0012786,224.859646,349.6460046,362.7359508,116.5491566,1085.836318,100.2235478,303.2882076,320.9713305,41.18698103,197.9980471,153.0603386,276.1535739,701.6368868,243.1279434,288.9027989,105.00874,78.43558524
A26C3,43.5361001,37.2141082,16.35110915,92.55297933,38.10475823,94.27861478,37.36491746,60.50248406,49.82941427,125.0132498,275.5351899,49.73386339,32.90480696,43.00671073,28.27284805,39.78933237,41.11757547,41.39773058
A2BP1,609.9227363,1076.323637,830.2695449,2255.732741,386.8975463,2475.97164,404.777862,2456.758548,759.3489963,419.3707044,262.9338013,627.128218,1011.638775,2172.49291,721.306585,826.0554068,608.1916707,566.8323884
A2M,1490.08515,951.4474121,2689.422593,1577.361264,2449.427892,1899.216004,1730.417747,1997.108658,2277.502179,1870.693786,2181.741928,2807.641104,2640.572252,2547.572015,2092.811634,2168.151062,2503.988096,2152.207004
A2ML1,1.018668414,215.6301609,50.89296228,165.2452357,1.424607111,498.7525142,285.3388596,113.1732904,225.5281919,1.162454919,13.00580368,304.0399224,1.085795263,280.0053662,117.3305305,250.5695846,58.0160362,88.63447005
A3GALT2,83.28472607,19.87303947,30.59329027,1.057594042,242.2444422,440.4326666,1.114790884,1.154908114,11.84723164,1.114393684,7.7971941,1.092944868,53.69687184,1.274068201,1.206146951,1.228390167,5.446339206,1.006752405
A4GALT,355.5837722,1573.949746,1620.500166,384.7223846,1333.956848,119.1019496,2007.082837,428.7040145,851.305326,960.1009095,804.8200325,706.4534459,854.5060091,386.3153286,392.1077724,1583.925878,787.8707656,809.6506408
A4GNT,6.630049647,59.80539362,5.357561839,10.71468007,21.32491829,40.5170111,63.22377703,4.075756823,2.128429303,1.441427913,7.306198016,12.06133065,2.49892522,15.40609921,14.05284365,23.83725789,16.72289186,5.573730257
AAA1,133.0315308,175.9973479,182.2610329,125.7798512,28.92227475,212.2162829,72.96496355,682.6508657,53.52884342,455.21146,10.25474194,20.71102556,183.8485499,241.8198218,182.0302382,122.7581712,21.04829948,73.95752068
AAAS,989.5110994,1476.42852,1261.605799,1009.217774,610.465226,721.8653115,953.8235922,1163.401612,1085.836318,510.0900917,782.2808815,1256.020343,994.230536,1078.371727,857.0762393,1065.81043,887.8604527,1369.442625
AACS,375.0531767,525.1014395,378.6683481,487.2731525,667.3582243,288.5653845,668.5303023,362.8763694,552.3270251,126.04133,801.946505,499.7578131,265.8172838,668.0395786,587.0139077,667.9337043,560.0764725,1032.79943
AADAC,179.064029,282.967979,117.0388931,95.68542646,136.4424822,199.9770354,691.7284602,146.0323796,114.2629872,37.0416193,38.30816472,66.39284925,88.92030355,111.108343,53.46887461,302.884946,134.1285915,58.38184124
AADACL1,413.1286069,484.5406049,152.3199785,137.8261153,155.267754,100.3951953,252.5053375,16.27756692,182.5703864,69.29261437,200.3141017,233.3398873,66.83457157,85.96634387,55.05188172,213.9688516,235.3476563,241.6757376
AADACL2,2.459737922,178.8728402,48.89355656,1.379326278,135.6345002,613.4642835,8.24533101,300.4098909,1.274862602,130.786461,632.392037,145.8973813,279.3820227,127.9008202,64.20763836,96.25899458,1.257385789,28.38918915
AADACL4,1.23236217,2.73466681,2.148216321,49.43249288,1.284792609,51.95545828,9.548275276,82.79322931,15.89733805,1.532462481,3.017999945,6.411643878,5.482003387,23.42484987,64.54058774,1.050841637,31.81206932,2.334870341
AADAT,510.6742474,80.70578183,1.134253698,70.09782749,50.95685586,293.7280596,1.42222391,219.0352954,1.040117229,313.6213029,63.35665067,1.088575665,78.74369428,1.850823513,6.486317097,1.17715133,1.128692894,3.186374693
AAK1,799.9789179,712.9152997,879.3853142,574.1943878,748.7535572,334.8860923,757.6870821,631.2943146,863.6637894,856.9133191,573.8833523,1052.434649,877.6215314,903.8615136,711.9581989,928.6395741,921.5445351,931.0829647
AAMP,220.7384242,316.4367688,318.4029046,255.7888926,383.654879,283.4304619,373.9074968,39.2252004,347.1952841,301.8284173,334.123418,212.1065113,272.8996732,118.1315308,282.2953199,181.8075977,468.1886912,414.5832276
AANAT,1.030584422,30.0555606,1.366615869,1.048458436,3.023345389,1.05441644,1.241100577,1.173973728,1.108038479,1.118762887,1.867254975,8.385825371,1.337223047,1.058785643,1.279629005,1.31378823,1.024626418,1.028201221
AARS,9373.679227,9619.672768,9991.487254,9106.007504,10507.54548,9059.281241,9215.813616,7966.021893,10999.42107,10423.84759,9965.383991,10962.955,11517.40285,8952.632254,10012.25591,10423.84759,9726.648949,9821.793421
AARS2,1299.058074,1350.724736,1232.258073,691.9767505,1311.151231,323.8978108,1094.174259,846.3449143,968.2934104,1187.086152,995.3226278,1061.600097,866.7238391,1058.087277,913.9706884,751.1817076,930.3883049,942.7319576
AARSD1,1069.95335,737.5279535,462.7061644,854.3289306,568.7681812,747.8101508,1106.750547,672.1505793,824.8767205,998.7736726,1022.199805,624.5460814,1167.860519,973.3208936,1138.202642,683.0353345,1055.307912,903.2783087
AASDH,1360.689739,712.2587197,970.2926446,1036.787206,1245.899646,1494.16123,423.706263,902.378576,1119.291414,488.5441473,1321.195181,1081.597327,1202.569911,883.8286085,1080.893957,869.7704423,890.1866905,924.8318279
AASDHPPT,275.5824152,323.5591967,149.831429,137.98475,132.5969631,105.8989221,168.7726847,27.08316267,304.6119084,133.0539699,295.9043348,188.2438102,49.12641404,85.85469835,74.73247623,161.1301156,283.7710944,233.2946648
AASS,1.092150468,2.744735477,55.28339284,3.054988503,39.68403098,1.221637763,46.58800682,1.347153055,14.78771319,102.4436667,7.174293055,21.17127281,4.704589991,1.836057855,24.22893095,6.001992817,2.79104987,22.85652072
AATF,2559.21879,2504.879782,1417.822134,2881.772428,2636.100608,4074.08456,2891.236688,2543.607421,1289.385072,2959.4511,1924.035451,2447.66335,2836.540748,2719.775926,2598.947386,1797.420246,1671.946383,2211.746056
AATK,374.9178914,98.90791553,269.772933,250.081361,351.5200682,445.6196412,1.037734028,224.149315,9.848923787,491.015168,145.0382924,669.3403392,134.7558233,329.1794696,126.3341244,25.21355011,172.5160425,141.9290731
ABAT,904.1686512,737.8138021,760.9943965,961.3532069,694.0726995,1727.599031,539.4334175,747.0698917,1629.976427,1194.616306,567.3687628,482.2105759,1061.841147,1651.201426,1122.713905,261.093127,639.7965154,795.0200819
ABCA1,1801.389576,1685.222605,3685.840724,1991.168932,3258.33119,957.0632661,2378.477731,3000.838183,3623.09812,2270.383457,3357.455213,1339.392418,3293.358593,3436.529376,2713.645498,3951.052708,3229.822174,3296.150663
ABCA10,78.59968851,1.332456644,147.9515954,1.184698135,55.16031077,2.045334683,12.57018018,24.28922031,93.23896268,42.8202922,297.4164678,56.5184978,68.60183772,3.697393829,128.7791755,188.0765227,140.5482319,159.4497011
ABCA11,116.3385017,75.28545183,109.500797,48.28194973,63.59882086,12.37325159,97.28090198,111.5275984,110.7119918,10.87247892,128.7497988,44.55964474,61.28843146,66.77466392,151.2650158,58.12105517,106.0235318,70.25881873
ABCA12,35.02675125,134.6963533,62.17984207,229.8750134,190.5715415,135.5058366,100.1969989,140.3228092,82.21150483,151.4293143,146.3333348,155.0086991,70.46234,259.7096026,130.037642,65.02390174,105.2859843,130.5888524
ABCA13,1.009135607,50.19770927,2.169246394,1.06752405,1.046472434,88.29052074,1.193436542,35.69030351,54.6609355,56.78336611,22.06407885,1.001588801,5.315938434,6.364857565,1.038528428,34.05845718,1.06792125,3.576394089
ABCA2,681.5511732,1082.022019,410.5219612,1169.946274,644.8433989,18.64022907,58.46837943,865.3770251,242.5049091,38.5664763,359.7956218,227.8040103,210.7866833,129.0208179,14.09506369,606.9600795,106.3197028,122.1959733
ABCA3,2210.86601,347.9782612,1441.366884,69.19336264,565.2949763,200.1933704,655.3488758,362.2434292,967.0415679,740.7862345,403.4926516,1028.146653,621.7496413,83.70288201,787.580685,812.6644148,537.3940546,288.1438921
ABCA4,223.8469618,114.2371327,199.8467471,14.03967347,309.5020698,372.8217423,82.18860457,219.7993377,180.829846,209.5682972,176.4597059,172.3624179,199.8010497,29.81538345,144.1270197,4132.654369,165.1151763,185.2590654
ABCA5,68.1488406,46.58800682,10.291019,92.63341069,82.69199213,102.0135513,185.8152858,100.1662612,126.9440339,121.4352624,191.0474103,121.9860728,54.35722804,20.4612891,84.03019382,117.20611,175.6803441,154.0731052
ABCA6,385.2517743,53.77637007,162.3496711,4.963785765,772.6913371,455.7176308,242.1921517,908.0359086,110.6870471,406.5017601,429.1658439,394.976939,1138.67536,756.3334458,190.7395303,747.9346085,404.977017,304.7595078
ABCA7,626.6975582,829.6605976,485.4604753,307.4891737,390.3480335,153.4760407,532.3638035,403.7584513,119.9869035,205.0967869,486.5376572,627.2354395,163.8693734,219.9319649,440.5114224,110.5780557,407.6174658,200.078346
ABCA8,218.2069484,180.6897311,1203.265813,111.6468092,59.58481302,209.9977696,1295.690663,68.19427949,948.1410735,575.6026895,866.403028,111.8830183,610.995674,150.7045971,597.6092889,1112.150503,1134.260904,476.0828265
ABCA9,118.6450967,40.5884074,221.0005063,115.3545479,113.123087,398.292071,305.5481616,122.9437505,245.8633695,242.8528252,82.1661418,98.05458613,272.1375844,349.3699882,165.8747947,45.20730983,186.5542676,87.87514006
ABCB1,1019.295922,131.0671175,164.0859625,231.8364115,239.2746846,1.990010268,546.7255822,547.9659693,1006.828955,25.47807721,560.946097,910.0288748,703.6571857,376.6309428,748.6238357,304.7595078,494.1324013,918.0631111
ABCB10,905.2095082,471.8546567,664.5832544,359.9961282,983.940644,737.1578971,531.0961449,354.9626054,716.5523516,1041.307361,608.5156937,656.1592433,770.7661729,312.0698387,1062.473533,754.7762553,767.2762974,699.2055225
ABCB11,2.196528185,1.36820467,1.012710409,1.836057855,140.5144275,958.822224,39.78933237,3.645784243,30.22655545,190.5715415,80.18730981,3.737657243,69.59634988,21.1089035,252.6675441,91.11515462,18.76486104,22.93869391
ABCB4,1.432153917,1.446171023,81.31547046,151.0741614,72.22458689,261.9230526,1.392036687,529.3026049,28.48439481,230.3571066,1.907367899,110.6870471,151.1724955,292.4252043,79.86256493,36.04619334,15.43956508,113.4353525
ABCB5,60.07861244,87.02042428,55.6375027,33.84098919,1.802522563,113.0344321,17.45608399,309.4055151,73.64129515,6.560502618,1.388461885,21.68914998,44.78727997,80.4018761,4.108575792,50.91143607,17.21505486,1.244675379
ABCB6,521.6060352,500.0530027,668.1709293,506.7811958,888.5174598,283.0719295,485.371534,333.7115606,841.4327109,247.6082327,1088.923954,734.1712536,793.2306302,318.5819207,1317.172528,510.0900917,1246.721392,1136.427055
ABCB7,2692.953447,2416.527184,1652.99589,2295.770197,2106.2151,1782.127236,2067.866428,1799.807368,2255.732741,2865.961368,2206.970472,2794.396781,2697.534158,1813.616032,2427.031958,2801.610173,2407.387797,1903.214492
ABCB8,243.3168403,362.0495534,268.0456042,66.06397557,346.0151607,642.8017222,426.5917876,1233.768629,428.6141351,204.3982379,231.3854339,161.6286596,371.5467886,603.8503782,395.9595371,292.5335021,298.7696439,321.3666143
ABCB9,466.1319063,1229.556241,592.1603274,1102.940453,940.7987574,223.6244243,629.4238858,197.3420286,643.3619591,820.8743756,537.1442705,263.6948098,556.9826066,627.9098369,646.6269909,637.7799484,426.7346284,2062.999712
ABCC1,1192.80382,1471.532815,860.2145494,1406.687182,808.1616336,1687.572484,1152.566384,2096.92203,948.9926882,1280.840321,998.385417,1224.612122,1094.174259,1372.408923,612.8518139,1128.407584,701.6368868,742.7111139
ABCC10,337.2874627,684.9527439,501.3845162,900.4674973,702.6339744,114.8267997,557.1937566,299.5249491,300.5352747,548.0583631,438.1657158,528.7627923,483.3831176,509.0279359,508.2409781,244.352219,598.5357953,696.975277
ABCC11,728.4279167,752.7252001,409.3880666,1397.453927,421.9626138,1940.999889,427.1163825,1570.290227,350.4098189,533.4176739,3.94453588,288.5653845,517.5669357,1395.043305,552.5195459,919.9495009,194.4084727,197.8082443
ABCC12,89.77129347,57.54129599,9.537712041,69.24379406,78.74369428,108.3235454,75.4366926,134.1285915,51.3409743,68.62388607,82.58838273,79.26992351,52.58503229,87.06605676,52.6892155,132.1185908,78.62517628,62.79418457
ABCC13,444.6118752,59.37458172,147.2288893,393.5466419,155.1162235,227.5378462,803.1671038,437.3244434,302.3566891,57.58613025,472.3598692,243.5685183,237.1671439,457.0909188,227.7173472,314.7298955,326.3466762,283.8258655
ABCC2,364.6449869,646.729118,20.95843872,65.35260458,400.2080088,344.5269485,37.94721425,95.50833292,754.478765,636.896601,150.6297646,161.9769001,194.4884621,69.37336194,109.6928822,106.1809279,16.07937062,715.9174758
ABCC3,3847.955554,3202.944521,2378.477731,1376.283433,2196.080504,1585.118903,3867.967331,3677.462218,1931.158932,4282.846149,4208.022429,2707.729932,2524.365489,2562.913923,2932.513516,2471.25813,3930.408539,2731.531323
ABCC4,158.7894179,99.85268323,280.4312197,48.11122472,517.0869599,179.064029,226.7114216,102.9849746,52.23410601,254.0513532,233.121579,81.56735925,82.30627674,73.38094385,149.6808207,170.8891358,370.6282196,327.4575855
ABCC5,423.4742817,623.9322854,1508.70885,860.8650398,1647.6923,461.6496844,617.9532857,669.9256261,1200.591848,530.8333941,1030.887667,498.1479925,899.2776978,780.8938438,735.6208254,710.2977416,631.8437557,807.7112356
ABCC6,58.22268108,42.35066996,79.18536993,126.0683025,167.8181261,94.13446483,157.6363908,38.79691844,113.0964034,108.8908261,124.4566795,144.5666926,69.10380534,34.50808836,39.81046478,49.43249288,73.66688934,220.6522792
ABCC8,502.250272,489.8273407,289.8051107,1889.412703,230.6158138,2241.534601,322.5379058,1504.60888,173.0833788,1842.705311,987.1915561,582.9440458,469.6188471,1129.570914,283.7710944,696.2384047,86.4601684,213.6317703
ABCC9,1636.119012,985.6532199,1392.107575,962.0421611,755.6778492,1056.563347,1114.053613,1510.442916,1608.404518,1130.545224,738.9338953,1321.803781,1353.80346,919.7770294,692.9510014,1768.799853,1083.619582,621.119037
ABCD1,487.9972937,717.3359448,535.0897194,211.214854,356.8349123,208.2123353,201.4581195,134.9718196,50.69974681,315.9828472,126.7222334,360.3040865,210.5443372,201.4234303,184.8024122,324.9942587,83.62280204,246.6215546
ABCD2,5.187820477,10.73342554,6.630049647,89.44989972,19.96531232,204.7668181,7.690394284,63.26297565,45.10476423,48.95222791,58.98996289,1.132267697,12.52559817,33.08046023,21.57395523,1.031776023,11.91508268,5.772639739
ABCD4,499.2437935,672.942494,446.8434744,236.486591,195.107787,1757.993429,5.145684747,1567.849521,280.6656322,556.6704364,101.2072505,373.000432,246.2542149,638.5857436,133.3248957,589.6905686,111.3909638,307.939905
ABCE1,4921.027436,5433.962803,4613.409454,5683.307875,3758.848241,5748.720157,4118.948531,4507.147995,4782.342723,5598.625917,4527.314902,4991.956738,4676.053731,5557.525792,4659.427256,5366.04551,4147.052356,4038.335719
ABCF1,3307.664627,3138.284823,3744.069351,2193.532103,4121.759221,2160.444009,2742.251802,2636.100608,3711.0474,3697.175622,3588.079312,2969.889051,4089.313243,3666.009909,3900.747403,2812.703776,3982.319401,4366.620304
ABCF2,162.6464707,2.029257914,156.5462947,298.9206878,20.8099796,414.4517062,27.83111645,119.4902253,115.7662755,123.4373062,1.193833742,6.24093643,167.4515218,125.3755128,107.2872522,1.151333311,75.50222257,72.71213837
ABCF3,331.8224425,578.9807318,254.2768796,236.394428,458.8383372,1.147758508,87.32172472,107.4476788,427.929816,277.4278014,482.1349378,348.0950048,459.4228827,126.0683025,354.1824713,163.9023653,443.1122993,456.016886
ABCG1,80.54089689,172.2360029,242.2903689,76.95477169,179.5808258,38.78218326,248.9293696,126.4594768,285.7859409,141.0081359,286.876444,133.1624832,159.0601187,97.3344914,165.7372325,168.8454992,294.4837967,318.4029046
ABCG2,83.10385058,107.3195136,82.11287598,80.679301,1.093739269,276.7507119,280.3199831,570.8492073,10.74177189,75.64121974,1.017476813,21.37129457,104.0931047,143.790907,56.84404048,18.43437065,191.8293187,104.225938
ABCG4,39.9780509,37.17493922,365.4933734,23.56832905,310.7587493,482.0465045,403.2171297,252.8038185,248.239767,226.9788274,452.7251522,733.785521,293.1337553,614.6927712,385.0008357,710.8808758,373.4663991,350.1581178
ABCG5,64.8953531,54.39975771,90.51179151,29.83235672,82.58838273,31.77318909,84.51689501,131.0366478,76.35754444,143.4307385,133.8600738,96.85226436,68.53776627,111.4710854,163.558539,68.1488406,101.2963152,131.3650813
ABCG8,28.16639257,6.185833706,144.8807258,165.0511425,91.9687565,130.8571976,130.7244771,274.8594545,49.26519287,39.46964254,169.0567285,161.4513055,56.82607634,202.3913812,120.6221774,105.7394733,7.826670597,69.79162697
ABHD1,51.8998228,1.357480262,48.39420495,57.62966172,1.311007828,4.086521479,1.269301797,1.390845087,1.227198567,101.1754739,1.134253698,43.5583839,2.473631836,2.570900213,7.51831803,38.08930082,37.1539707,1.258180189
ABHD10,610.2400523,735.78299,852.8726422,1046.529944,926.8713656,910.676654,808.1616336,1314.452856,559.9827482,784.3516596,794.713686,798.1795441,484.2881347,630.7423193,780.5874299,802.7763447,776.3361932,1052.006696
ABHD11,1611.233617,549.4694752,381.3041168,1131.017462,497.5685111,2054.796623,483.6869346,1138.93866,753.0058849,1353.80346,884.7790621,1381.785781,865.2214077,1178.794542,618.6641088,680.7961939,835.4513282,713.1861345
ABHD12,1021.698208,537.1442705,1030.320849,1161.619052,604.7460381,969.1721515,293.9894165,740.938531,1051.579496,1165.113244,722.5144192,911.7304694,693.7020293,509.5565374,917.7226375,492.7315719,1008.243706,846.3449143
ABHD12B,2841.551659,5587.681993,314.8990644,440.1091114,221.5807281,809.6506408,4792.119386,2688.177714,2561.118777,221.3348321,140.2963659,706.5463896,681.0555328,1307.133086,724.4167994,465.3402376,1136.684338,1407.363445
ABHD13,239.7701639,369.4682689,822.8136404,41.86938615,538.7483195,8.430832478,569.0565194,46.91363553,396.2882565,542.68778,375.9424165,324.4429646,199.4310347,414.2337332,387.5450837,471.7716306,840.6800476,729.7560502
ABHD14A,586.4728222,312.7940894,496.5027067,194.0948497,571.0260281,514.3768274,342.9968571,775.3557951,653.2473865,318.1680341,587.6772648,473.994674,339.2643755,512.9577528,144.2318149,529.1265146,634.1672811,585.8652748
ABHD14B,968.0800791,684.1951701,669.6945483,624.4228904,2238.072842,1060.98314,770.0830069,1175.767139,1000.865171,602.4321682,1767.889871,932.1806384,1425.688085,412.1783771,1084.445483,281.3325065,1633.412376,1921.809224
ABHD2,554.054156,842.768011,408.9468248,136.3163089,268.6078352,193.4478049,454.0190222,250.5139468,484.6415355,180.829846,304.3186349,390.8518357,177.2419437,198.159119,341.2231521,396.0971766,505.9976991,478.8431633
ABHD3,85.85469835,25.842531,286.5147866,299.8751937,511.5120774,422.2762274,842.580645,153.8146364,266.8092211,26.33694964,704.9075665,251.4297133,325.7770472,157.8322799,211.1251465,1.203366549,441.3154293,384.1825742
ABHD4,772.6913371,801.8070543,828.8650037,1031.348907,366.3413602,864.7761069,916.2289574,1001.258012,636.4838953,438.3214455,697.240634,888.8835126,843.0354375,520.8907656,767.5427655,1368.516139,1180.489988,885.6252032
ABHD5,391.2260009,444.2927408,443.1122993,178.0961998,563.9618288,270.5878567,683.3128276,289.8541109,374.2201246,348.4384189,541.8678861,572.6806111,410.3877815,180.1281646,347.3924794,705.2651658,351.5841893,472.1939705
ABHD6,592.6195886,444.9068999,596.7508651,278.6252729,868.0635865,546.3808641,826.7489743,1489.247601,783.6475407,548.1355346,667.5902049,701.1509298,500.6569035,791.271864,625.4793226,833.6116377,587.9003981,749.5831393
ABHD7,34.11500439,69.46457063,40.86389028,51.56261041,72.40728898,28.98155218,107.1970194,54.31816642,240.6559857,74.61220823,88.60450867,89.29242172,53.6171986,14.95988122,136.6907387,29.28356815,146.1588279,74.78685871
ABHD8,639.5828278,2225.887905,1756.050383,465.804578,606.0614897,731.7994762,1759.522374,710.6288007,1280.347459,1032.002073,1216.89691,1836.303886,1148.03674,739.6683274,989.678371,2306.79081,1073.765748,1110.112699
ABHD9,387.2179129,734.5909891,738.7899891,199.1603745,490.4761082,890.3621982,638.3202436,408.8055645,812.6644148,227.845023,258.9480205,542.68778,236.5294316,570.8492073,377.1467669,564.4473102,1481.617571,432.8023023
ABI1,970.481012,1729.041121,634.1672811,844.5142766,451.7001652,403.697051,104.9262725,733.4107952,767.5427655,1038.821109,431.2754653,509.2659589,931.9871502,944.6534148,507.8549628,761.3210084,602.7149523,881.2071582
ABI2,2001.351151,2342.620719,1481.617571,1736.478583,1058.993435,2503.988096,1440.270538,1875.168708,1189.321874,2146.809921,1234.549199,1825.074108,1672.492654,1528.491393,1653.844578,1925.284174,1288.846102,1074.250443
ABI3,827.0542035,448.3567628,1053.539958,1075.269536,842.3982777,1621.40697,973.3208936,845.5781704,1104.91154,1099.285264,777.9618962,1041.536014,925.3700717,1095.285529,641.5812324,1135.548927,820.7523707,786.260005
ABI3BP,7.852319315,47.35995553,218.8312496,24.73524383,46.96418738,68.83511845,159.3871464,17.70731869,264.6107385,68.81332982,266.6640106,96.95932654,199.5078464,2.754255533,126.7222334,167.8885447,331.4145365,213.3277223
ABL1,5042.252223,5535.697814,8508.888782,5199.541329,6699.05777,3840.897,6206.911413,6168.316041,7063.826449,5496.947671,6380.599909,6067.735635,6716.143745,6263.962339,7002.178456,6675.449303,6983.341695,7426.248357
ABL2,1554.998868,1222.174461,1159.017765,2019.768139,696.7272798,1766.789511,1107.86783,1062.473533,1064.626563,1853.031297,824.3950795,1378.726062,1348.290635,1150.839246,1223.15375,1471.532815,1032.988371,771.0710591
ABLIM1,2016.46627,766.4995709,351.5841893,1236.60806,1324.938093,1276.103099,1057.659167,1780.021443,873.3459239,1213.716186,1796.463632,1149.834131,1195.446299,1420.258821,913.7826946,870.6352986,1266.33656,1020.738566
ABLIM2,1316.673581,559.2242633,837.0031742,1607.135823,213.3277223,336.8832442,412.1783771,1878.343047,578.280531,52.91330136,50.74413327,229.9476542,736.3422831,993.634388,1250.61966,204.6072198,616.7384779,433.6196039
ABLIM3,166.4121265,96.3381565,189.1568916,164.4913879,158.1973745,82.71396879,269.2958514,325.4473803,140.5144275,153.8146364,282.1860277,170.1993679,144.6749642,76.95477169,139.4000876,57.62966172,399.8676046,274.9082908
ABO,4573.374249,3312.570269,3925.403072,3553.401909,2959.4511,2454.808293,4426.526142,5345.450482,3483.667515,597.5106659,4391.556016,4902.746249,3940.905777,2567.180054,3492.745223,2852.932266,3888.108829,2269.591232
ABP1,5562.474335,5483.279361,3895.671759,5770.739396,4440.683054,2995.220655,8007.87256,2101.72408,7089.512471,5593.298045,6292.614603,4225.626657,7199.194903,4730.285252,6965.878892,5587.681993,7154.004968,6699.05777
ABR,2511.338919,1472.270088,2194.449008,1738.397814,1718.817357,919.7770294,1664.156651,2350.466653,1271.627049,1864.74746,2673.830068,1385.470616,2109.098307,1139.940426,3270.023208,1119.9555,2091.273377,1965.951923
ABRA,63.22377703,75.21692603,25.47807721,47.51275433,52.96684934,120.3882794,81.61736395,63.11131381,29.03326572,55.78892114,79.6959325,66.43671731,39.86554395,59.82989293,38.41319065,61.09035364,64.09551542,65.99918458
ABT1,181.6145547,244.7200767,41.94766717,71.7950263,98.72974421,183.3557187,43.42203065,33.90760584,40.804875,232.5472117,107.3729211,8.119790243,48.41628846,20.23645897,128.9374574,54.54089673,83.53162458,79.99770515
ABTB1,740.938531,1141.86559,823.8159447,486.0529932,576.5589994,549.6946363,660.3197732,397.1882223,711.7401016,765.1210818,500.4560757,693.5782883,594.6192216,688.2712833,629.2003288,968.9995202,719.9526299,448.2952528
ABTB2,168.9109427,485.8811848,315.0768596,248.107269,137.3766544,955.7707,190.1850305,382.8433424,180.271217,1.289559012,178.350417,222.9742661,206.6587751,163.7336126,280.7214894,1.297503018,222.7776203,181.6614828
ACAA1,1390.072978,1140.641294,603.6731435,701.2529916,730.1519621,368.1300411,1124.226705,556.7785274,756.6255139,1303.930874,765.3821819,923.1917075,636.0024883,397.5413666,860.2145494,925.558596,828.1161515,580.4362724
ACAA2,1826.086755,526.9017336,1090.22935,1082.516359,468.0519979,910.2031338,1510.151996,618.5688997,1140.206772,531.8175117,1459.578245,935.8512305,1098.063789,1064.390053,949.1604111,872.5178745,1181.499078,1537.303622
ACACA,5.648032644,326.5628537,588.3192579,625.7142156,389.7744328,699.2055225,313.6213029,538.3631652,296.8552051,555.8065924,455.5028212,548.9371417,630.1114095,734.7947308,288.1906813,813.3958656,421.5795694,410.3299687
ACACB,1415.059968,3096.597427,3261.590527,4450.602677,1684.753269,4580.44976,2547.572015,1717.773725,2045.088529,3378.245296,2410.110769,3293.358593,3677.462218,4366.620304,3527.828106,4366.620304,2618.673974,2517.531871
ACAD10,1299.959523,853.5211034,955.395893,455.1311182,763.0040294,503.5577445,855.3841745,323.8978108,950.1802821,869.5554957,936.2247347,856.023394,762.5873759,353.9334716,1003.503233,1300.273661,902.0833982,925.8950599
ACAD11,708.3866615,1177.467028,1360.090074,601.8777827,1444.611208,815.1410186,575.1803852,346.258441,1150.568801,824.8767205,1136.427055,1117.244753,953.6681095,258.6562647,688.8669396,854.6479945,772.1334898,774.4145596
ACAD8,170.5863806,120.6221774,134.7558233,118.9930888,189.0172961,57.02227292,289.6040985,142.497103,209.3693722,119.1646029,155.4926792,267.6033212,4.878607123,33.39364765,135.6738005,3.887876176,103.9852481,129.1738762
ACAD9,2622.567781,1709.138921,2127.235301,1026.264164,2677.164233,1466.156564,1269.989739,1915.277179,2701.063298,2024.785561,2298.380103,1699.552042,1938.591681,1673.377263,2417.603025,1689.400308,2135.286168,2477.953155
ACADL,5.868663748,72.02224453,4.230613256,54.56682615,109.2719073,168.981153,129.8627071,141.0721281,59.56225815,93.21416797,9.946781339,58.90381009,51.56261041,151.5268485,35.53808638,52.42828607,57.08414374,14.27511663
ACADM,2329.31492,1605.871701,1844.288735,949.1604111,1077.172288,172.1665899,1484.207067,512.1429866,1872.900578,952.7263212,1084.886904,1265.234313,633.2680045,869.7704423,1903.785058,1528.491393,1169.726106,1647.191992
ACADS,956.6899453,228.9340172,440.8326582,544.4009046,296.6405096,16.98908006,844.6657731,1292.158824,343.8791719,366.0752189,336.6245528,851.305326,150.9812314,539.4334175,225.771788,17.70731869,332.3033433,551.8308284
ACADSB,1091.181837,569.8303723,261.9230526,575.6026895,464.1271504,267.0538294,612.7437271,1055.915561,628.1509064,1003.695154,557.5742831,318.9200473,489.5945135,641.7094873,241.5986607,546.4694051,621.5129121,698.0009952
ACADVL,4026.244496,3668.299022,4493.955221,3188.106901,4254.75026,1302.790131,4102.625639,5013.142946,3536.539858,4057.749884,4819.977367,2999.332863,4703.884752,2648.848562,4609.999195,3961.920102,4420.029542,4473.743511
