index,GSM1648114,GSM1648115,GSM1648116,GSM1648117,GSM1648118,GSM1648119,GSM1648120,GSM1648121,GSM1648122,GSM1648123,GSM1648124
DOK2,15.791899999999998,15.994,16.1681,17.5069,18.2374,16.3696,17.2193,15.939,18.880200000000002,17.8568,15.4589
DOK3,8.5577,7.9709,8.1473,9.7622,10.0387,8.835,9.8902,10.1273,10.1899,9.1685,8.6529
DOK4,6.5521,6.1363,6.2379,6.5262,6.1915,5.9984,6.3579,6.4815,6.1361,6.2752,6.2136
DOK5,6.951,7.1302,7.7007,7.6481,7.5809,7.937,7.4806,7.6496,6.6432,7.6529,7.2025
DOK6,6.5245,6.4754,6.7998,6.6728,6.2695,6.6635,6.392,6.8405,6.4259,7.3789,7.69
DOK7,6.9668,6.3127,6.2538,6.5381,6.2166,6.1338,6.4747,6.5516,6.2458,6.5016,6.6163
DOLK,8.0994,7.3289,7.7853,8.7419,8.1798,7.7236,8.2786,6.5186,7.9835,7.738,7.0893
DOLPP1,7.7318,7.8068,7.653,9.3123,8.959,7.8631,8.3227,8.9677,8.5594,7.5248,8.5784
DOM3Z,8.0837,9.5104,9.6011,9.3838,9.7442,9.069,9.6227,9.9054,9.5418,9.271,8.4531
DONSON,16.5854,17.470399999999998,18.5394,18.830199999999998,18.8048,17.6415,18.6543,16.607799999999997,17.540399999999998,18.4101,19.0778
DOPEY1,9.0455,9.5934,9.6514,9.5051,9.6468,9.4389,9.7698,9.6719,9.869,9.6388,9.3238
DOPEY2,22.6402,24.947499999999998,21.4232,23.7926,22.1603,23.2158,23.4643,23.577399999999997,22.9833,22.2425,22.4489
DOT1L,7.9197,7.7548,8.324,7.5898,8.361,7.9349,7.6758,8.9528,8.0103,8.306,8.8415
DPAGT1,20.702199999999998,20.4825,21.066,20.246499999999997,21.998800000000003,20.3944,21.6387,19.329500000000003,20.7136,20.077199999999998,20.548000000000002
DPCR1,6.6477,6.2281,6.4779,6.6459,6.5218,6.4518,6.3747,6.601,6.3007,6.4156,6.9476
DPEP1,6.4534,6.3177,6.1926,6.5415,6.4837,6.5621,6.3102,6.7767,6.1396,7.0009,6.1561
DPEP2,11.2475,10.0567,9.8683,9.8881,10.8913,9.5187,10.1742,10.0523,10.1953,10.7556,9.3201
DPEP3,10.3111,8.3444,6.7278,8.694,9.0199,8.636,8.1001,6.8079,9.688,8.3802,8.4329
DPF1,6.5707,6.3144,6.1177,6.4578,6.3173,6.2989,6.5057,7.7995,7.0093,6.578,6.9257
DPF2,7.2106,7.5419,7.5182,6.9502,7.7678,7.7159,7.8307,7.2388,7.6481,7.4709,7.7377
DPF3,13.953399999999998,13.0993,13.3291,13.357700000000001,13.2893,13.0322,13.3125,13.982099999999999,13.1166,13.5656,12.998000000000001
DPH1,9.7674,9.8382,9.0815,10.2941,8.0085,9.0978,9.4986,9.7373,9.3549,9.9143,9.1928
DPH2,25.1954,24.6287,24.7574,24.383300000000002,25.5539,25.1762,22.5795,23.08,25.1173,25.2301,24.936300000000003
DPH3,24.7367,23.323,23.0243,23.599700000000002,24.653,23.7363,26.389200000000002,24.3646,24.8161,23.6059,24.9677
DPH5,15.794699999999999,16.086399999999998,15.9639,15.617899999999999,16.1642,15.922699999999999,16.0831,15.547799999999999,15.682200000000002,15.7235,15.5273
DPM1,21.5427,22.1051,21.213,22.0986,22.4316,21.8278,22.575000000000003,20.2242,21.978,21.0226,22.291400000000003
DPM2,8.1405,7.7449,8.1152,8.838,8.9021,8.8919,9.0557,9.0965,7.9406,9.044,9.2908
DPM3,17.5512,16.892400000000002,16.3289,19.2929,17.361800000000002,16.735100000000003,15.668099999999999,17.1692,16.9625,16.6097,17.468
DPP10,13.8717,12.465499999999999,12.401399999999999,12.9336,12.6371,12.4343,13.0205,12.9664,12.3871,12.7637,12.775300000000001
DPP3,27.3734,26.2309,25.5303,23.9214,25.5702,24.9292,27.5237,26.2561,27.1265,24.6757,27.0165
DPP4,11.4353,10.3881,10.6607,10.7444,10.813,10.9164,10.7515,10.1501,10.0593,8.7962,8.4176
DPP6,18.0828,12.4668,12.738900000000001,13.1,12.6421,13.4079,12.973199999999999,13.1978,12.269400000000001,12.8911,12.781300000000002
DPP7,31.099200000000003,29.4752,28.0925,28.618100000000002,27.823,28.1892,27.4795,30.630000000000003,29.2988,29.2391,29.8131
DPP8,25.0076,24.1284,26.2164,24.2753,24.0335,23.955000000000002,25.5071,25.2177,25.270500000000002,24.6386,23.087
DPP9,9.5879,9.848,10.0787,10.281,10.5601,10.2149,10.3481,10.6879,10.1741,10.4332,9.9889
DPPA2,6.6465,6.9225,6.2627,6.5267,6.365,6.3747,6.4458,6.9088,6.7497,6.8926,7.5658
DPPA3,12.982800000000001,12.9632,12.509899999999998,12.857600000000001,12.5563,12.4836,12.8886,12.940000000000001,12.2952,12.970400000000001,12.379999999999999
DPPA4,6.6901,6.604,6.6298,7.0596,7.1762,6.1687,6.979,7.0205,6.5208,7.095,6.0473
DPPA5,6.7226,6.2942,6.0261,6.5218,6.1698,6.0502,6.3217,6.798,6.0919,6.3241,6.1344
DPRX,6.465,6.1945,6.2409,6.3006,6.1965,6.4168,6.3121,6.3754,6.1344,7.2292,6.1705
DPRXP4,7.2789,7.1514,7.0164,7.1069,7.0212,7.2821,7.2689,7.9764,7.2358,7.4383,7.4643
DPT,6.6653,8.3759,8.7005,7.7437,10.9767,7.2905,6.5009,7.4647,6.5914,10.7369,8.771
DPY19L2,8.4142,9.4376,9.4652,7.8394,7.1481,10.0456,8.7459,10.2755,8.5105,8.1629,8.222
DPY19L2P1,6.9552,6.7543,7.4776,7.2871,6.3261,7.219,6.4484,6.7808,6.0949,6.6321,6.6231
DPY19L3,7.1952,7.8723,7.8174,6.3336,8.5503,7.762,7.3997,7.1894,8.0662,7.4506,8.0166
DPY19L4,8.4796,8.9812,8.6037,7.6479,8.1868,8.8061,8.7716,8.1161,8.0925,7.0034,9.281
DPY30,17.2902,17.1514,17.1389,17.794,17.764200000000002,16.759,17.710900000000002,15.5341,17.3143,16.371299999999998,17.4968
DPYD,9.1259,8.9268,9.2012,9.0253,9.2629,9.2656,10.8512,7.6673,9.7382,8.9566,8.7765
DPYS,11.0409,10.8609,9.2944,7.3334,6.5504,7.7036,7.1248,10.3522,6.5064,6.6604,6.4742
DPYSL2,11.5919,11.2019,11.4921,11.5487,11.3642,11.5457,11.8231,11.1494,11.0779,11.6473,12.0154
DPYSL3,10.2983,12.3556,11.7902,11.1971,12.9884,12.6635,11.2438,10.9719,12.6034,12.5671,11.3059
DPYSL4,8.0806,10.7867,7.7796,8.1969,6.7897,9.0165,7.3123,9.5016,6.9017,9.606,7.5653
DPYSL5,6.5503,6.3098,6.1081,6.5455,6.2499,6.0944,6.4637,6.5137,6.1934,6.371,5.9672
DQX1,6.9801,6.4578,6.7015,7.3512,6.7668,6.649,6.5396,6.6483,6.3387,6.4939,6.6745
DR1,9.1594,9.1876,9.2508,9.3011,9.625,9.3431,9.8058,8.2834,9.512,9.3226,9.2213
DRAM1,6.6948,6.2144,6.2694,6.4989,6.5814,6.1002,6.5329,6.5571,6.0666,6.3988,6.2401
DRAP1,12.3035,12.16,11.6859,12.0944,11.9508,11.9352,11.9645,11.8571,12.1363,12.2654,12.205
DRD1,6.3891,6.2017,6.1626,6.9092,6.3341,6.3456,6.3863,6.4519,6.1256,6.3467,6.2704
DRD1IP,10.9116,9.5277,8.1229,7.2723,7.7275,9.5413,8.3473,8.296,10.7703,10.5614,9.6266
DRD2,21.005,18.7218,18.5735,20.563200000000002,18.6138,18.3032,19.096,20.0071,18.375,19.1299,24.499
DRD3,20.2969,18.6056,19.6268,19.1175,18.5399,18.8274,19.1728,19.5394,18.9646,19.067,18.4399
DRD4,8.9767,9.0314,8.6426,8.4357,9.1748,10.0857,6.5181,9.1144,9.3439,9.9775,10.7547
DRD5,6.5324,6.2361,6.1643,6.336,6.2586,6.0492,7.0146,6.8708,6.2051,6.6421,6.3098
DRG1,8.6624,9.3911,8.9064,10.27,9.2981,9.11,8.8066,7.7389,8.849,9.1811,9.0558
DRG2,9.867,10.2409,10.1642,10.3029,10.6464,10.2386,8.9949,10.0248,10.0862,10.1063,10.6081
DRGX,6.6136,6.4841,6.2589,6.6125,6.343,6.2066,7.1656,6.5801,6.3937,6.3891,6.2854
DRP2,6.5478,7.0991,6.2275,6.4931,6.4404,6.4196,6.2949,6.3683,6.2374,6.3536,7.231
DSC1,13.174,12.2632,12.5608,12.8757,12.4251,12.058800000000002,12.9606,13.0226,12.1536,12.6969,12.5373
DSC2,19.8336,18.4832,17.224800000000002,19.0499,19.0835,17.369500000000002,20.580199999999998,19.582,18.5068,19.0547,19.9628
DSC3,13.178,12.515,13.0185,12.8598,13.839400000000001,12.4152,12.936800000000002,14.191099999999999,13.1196,13.4201,14.5141
DSCAM,19.8421,18.6272,18.7979,19.3536,18.988799999999998,18.4493,19.2144,19.7409,18.4797,19.409599999999998,18.7663
DSCAML1,9.6226,11.1687,9.7641,10.0288,8.0331,9.1402,10.8274,10.8341,9.2209,8.6251,9.1725
DSCC1,7.8378,8.4757,7.474,7.3241,8.7442,8.1481,8.0583,7.6465,8.4029,7.9703,8.9752
DSCR10,6.7278,6.3418,6.3679,6.7254,6.5418,6.474,6.6545,6.8151,6.2714,6.5782,6.4997
DSCR1L1,6.7616,6.3924,6.6262,6.9001,6.3048,6.6785,6.8818,6.6255,6.4291,6.5029,7.0601
DSCR3,8.971,9.0554,9.7472,8.7798,9.1063,9.2254,9.6404,8.6512,9.2417,8.687,8.2763
DSCR4,6.6575,6.0863,6.3523,6.4527,6.5308,6.3705,6.3012,6.6183,6.3924,6.384,6.1561
DSCR5,7.3597,6.7308,6.8503,7.2076,6.6536,7.0941,7.0832,7.9019,6.6947,6.8835,7.0081
DSCR6,7.3152,6.113,6.402,6.899,6.3165,6.6888,6.4658,6.683,6.2358,6.4702,6.391
DSCR8,19.7558,19.014400000000002,18.9829,19.162,18.6725,18.4482,19.2478,21.6617,19.0198,20.2882,18.7987
DSCR9,6.4954,6.2199,6.2543,6.4553,6.6076,6.3836,6.2907,6.6215,6.4357,6.3695,6.4821
DSE,27.3794,28.009500000000003,29.0795,26.0593,30.322200000000002,30.1246,32.6798,28.1472,31.9463,30.765700000000002,28.7238
DSEL,24.7018,29.6604,26.2363,25.320999999999998,27.220299999999998,26.5145,26.0903,26.9083,23.3719,28.4028,28.9542
DSG1,6.4931,6.414,6.1189,6.539,6.1292,6.0321,6.3108,6.4686,6.135,6.3483,6.2457
DSG2,21.6125,21.338900000000002,21.1503,19.64,19.9197,21.8299,20.7166,17.780299999999997,20.9466,18.8096,23.1981
DSG3,6.5011,6.0806,5.9826,6.5379,6.3078,6.2376,6.339,6.5644,6.0755,6.3345,6.5278
DSG4,6.6036,6.2198,6.2413,6.4376,6.1504,6.0103,6.5335,6.3596,6.4505,6.3695,6.6231
DSN1,9.0625,9.4317,9.5468,9.9993,9.4869,8.8377,9.1827,9.7128,9.4311,9.1317,10.2412
DSP,31.2376,31.4188,27.6314,34.345600000000005,22.651400000000002,27.1376,33.111,27.0122,24.3241,26.146700000000003,29.788899999999998
DSPP,6.573,6.9451,6.1763,6.4174,6.5245,6.3973,6.359,6.4696,6.4281,7.0798,7.0404
DST,56.8697,64.7743,61.9226,55.888,59.6656,64.0202,66.8187,62.5356,60.3718,64.6782,67.5011
DSTN,34.8582,30.7412,32.1737,32.8068,32.1915,32.3514,31.241,31.820999999999998,30.404899999999998,31.033,32.7357
DSTYK,15.1938,14.3862,15.235500000000002,15.243,14.4573,14.5257,14.0671,15.014800000000001,14.6615,14.9413,15.2757
DTD1,8.286,10.1957,9.9379,9.1099,10.6104,10.334,8.6783,9.1323,10.3291,8.3529,9.74
DTL,6.5991,7.225,7.8674,7.187,9.3772,7.2974,7.8316,6.844,7.9939,6.9108,8.4063
DTNA,32.3951,25.0535,27.0452,25.2658,25.2324,24.7367,26.0169,24.978099999999998,22.6604,31.6926,32.3314
DTNB,10.4807,9.0202,8.7409,10.4001,8.2271,9.6517,8.8756,9.4682,9.9158,9.8035,9.4627
DTNBP1,28.886400000000002,27.9729,27.5855,30.0873,27.6645,26.6467,27.0122,27.7801,28.675199999999997,27.4418,25.218400000000003
DTWD1,19.2979,19.5318,20.25,19.214199999999998,20.4024,20.0988,20.245600000000003,19.846400000000003,19.136499999999998,21.1149,19.8032
DTWD2,14.1669,13.6019,13.7701,13.9867,13.6435,13.5483,13.969,14.1735,13.6103,13.9381,13.6574
DTX1,6.9844,6.6991,6.2271,7.0824,7.335,6.9411,6.2365,6.7951,6.5269,6.6383,6.9451
DTX2,12.2561,11.8209,11.3024,12.6013,12.1875,11.5889,11.9277,11.8269,12.0496,12.0811,11.9562
DTX3,8.3572,7.8802,8.6587,8.3527,8.4549,8.2917,8.9788,9.6773,8.8679,9.0569,9.8684
DTX3L,10.5943,12.0897,11.9997,12.2593,12.1205,11.8187,12.04,10.3875,12.3755,11.8788,11.8278
DTYMK,6.5728,6.3112,6.3322,6.5072,6.1669,6.1891,6.4568,6.4858,6.2062,6.3137,6.2606
DUB3,6.512,5.9619,6.4828,6.3925,6.1085,6.3657,6.3251,7.2094,6.1181,6.7687,6.1222
DULLARD,8.4398,8.8805,8.9287,8.9866,8.9617,8.6257,8.4162,8.9741,8.7467,8.5213,9.243
DUOX1,23.557299999999998,21.7305,20.826900000000002,19.4874,19.6616,21.4067,21.5199,22.7232,20.9523,22.8749,22.8205
DUOX2,6.425,5.9735,6.0647,6.4692,6.1748,6.1276,6.3514,6.6567,6.0164,6.5117,6.2111
DUOXA1,7.958,7.4628,7.6787,6.393,6.4619,8.8986,6.2325,8.017,6.7631,10.2932,9.655
DUOXA2,6.7188,6.4506,6.3146,6.4069,6.2785,6.365,6.5588,6.5179,6.2188,6.4569,6.3218
DUPD1,6.7241,6.2854,6.3807,6.5021,6.5503,6.2248,6.6836,7.0541,6.4096,7.5085,6.4876
DUS1L,7.2433,7.3052,7.2878,6.3844,7.9761,7.2044,7.0889,7.3814,6.752,7.1105,7.6472
DUS2L,10.4822,9.8853,8.7806,9.0944,10.5814,9.3906,9.6683,9.2721,9.6954,9.6823,10.3475
DUS3L,8.3565,7.8397,8.2677,7.6693,8.9347,8.2494,8.0378,10.4226,8.2218,8.9981,8.7519
DUS4L,9.3666,8.8945,8.4339,8.4822,8.4818,8.3636,8.4997,7.5982,8.3088,8.2724,8.7071
DUSP1,12.3601,12.897,13.1042,13.4196,12.9313,12.96,13.3187,13.5124,12.7139,13.3654,13.1499
DUSP10,37.9492,38.8005,36.4669,35.5772,41.9116,37.9503,40.0504,43.0109,39.637,41.299,38.4042
DUSP11,16.1769,15.4174,16.5625,15.242,16.7105,15.779499999999999,16.8258,15.0308,15.5438,15.2314,15.5847
DUSP12,8.8658,8.7952,9.2538,9.3401,9.3932,9.2034,9.4024,8.419,9.2777,8.7095,9.5987
DUSP13,26.7409,25.5206,25.1492,27.4626,25.5838,25.0213,26.3193,26.6067,25.1248,27.6568,25.531399999999998
DUSP14,7.0474,6.7355,6.707,6.725,6.6221,6.7647,6.9293,7.37,6.4488,6.5546,6.8795
DUSP15,21.827,21.5009,20.0566,19.2625,19.3228,19.064700000000002,19.249,20.7094,20.3876,19.9034,19.7369
DUSP16,7.4109,6.9952,7.8005,7.5453,7.0967,6.8804,7.8377,6.8448,7.3354,7.2193,7.0572
DUSP18,8.2654,8.9711,8.1826,9.4136,9.2579,8.4141,9.5552,8.8313,8.8648,8.6036,8.1499
DUSP19,7.3441,7.0989,7.0292,7.7267,6.9373,6.9831,6.8109,8.0929,6.8657,7.7405,6.9824
DUSP2,7.4832,8.0417,9.2353,8.8299,9.9241,7.9464,8.3877,9.2609,9.6942,9.2516,7.4527
DUSP21,6.6572,6.2621,6.3108,6.4294,6.2455,6.3047,6.5304,6.2391,6.0542,6.4452,6.102
DUSP22,15.413499999999999,16.5688,15.9159,15.7129,16.765,16.687199999999997,17.607,16.0518,16.3453,16.6113,15.236899999999999
DUSP23,12.5521,13.0107,12.1267,13.2359,12.8423,12.572,12.527,13.016,12.2354,12.8491,12.8352
DUSP26,6.6955,6.7689,7.1461,6.5054,8.8226,6.3578,6.6524,6.6755,6.9474,8.7177,6.3257
DUSP27,13.441500000000001,12.7148,12.6336,13.000900000000001,12.859300000000001,12.546299999999999,13.136099999999999,13.2604,12.3859,13.0976,12.790099999999999
DUSP28,10.0858,9.835,9.77,11.0658,11.1269,10.1143,10.214,9.171,10.2926,10.6781,10.2085
DUSP3,13.5545,12.8915,12.4634,13.0059,12.7938,12.5617,12.9843,13.1943,12.8005,12.9461,12.9774
DUSP4,13.1286,14.0435,15.9627,13.9312,14.5861,13.854800000000001,13.8416,16.1083,16.1139,15.872,14.4779
DUSP5,9.3484,10.013,10.7893,10.8062,11.7712,10.783,10.2934,10.6625,11.0091,10.6451,11.1806
DUSP5P,15.7158,12.6184,12.9314,13.001,12.401900000000001,13.8452,13.496,13.248999999999999,12.865,13.1723,15.2458
DUSP6,20.3716,21.2211,22.7449,21.9488,22.9593,22.238300000000002,21.4044,24.543799999999997,21.933,21.704900000000002,21.2226
DUSP7,7.3754,7.4157,9.3429,8.8632,8.6879,8.7123,7.1701,8.6488,8.3046,7.7625,8.8215
DUSP8,8.991,8.1494,9.0192,6.7292,8.3474,8.7525,8.2429,9.3419,8.3121,8.6969,9.975
DUSP9,6.936,6.5819,6.1767,7.8258,6.4488,6.0362,6.3701,6.5936,6.7265,6.476,6.8072
DUT,27.694699999999997,28.4435,27.408,26.9815,27.3295,26.3624,27.282400000000003,26.5695,27.769,28.0549,28.066000000000003
DUX1,6.579,6.2577,6.3394,6.4618,6.303,6.1753,6.5224,6.6519,6.1876,6.3677,6.2697
DUX2,6.4513,6.2076,6.0734,6.448,6.1184,6.0533,6.2792,6.5084,6.2149,6.4611,6.359
DUX3,7.3129,6.2289,7.9938,7.3594,6.4955,5.9724,7.0374,8.6264,6.3614,6.5723,9.324
DUX4,8.1338,6.6182,8.1456,6.4231,6.5101,6.1495,7.8113,6.8078,6.6377,7.8882,9.849
DUX4C,6.6623,5.9879,6.3762,6.3413,6.4122,6.1876,6.4178,6.5988,6.3183,7.0009,6.1179
DUX5,6.368,6.214,7.6882,6.3229,6.6236,6.4132,6.5716,7.2978,6.4268,6.356,8.9677
DUXA,6.5291,6.3349,6.148,6.4287,6.2011,5.9783,6.3963,6.3881,6.0184,6.3342,6.1871
DUXAP3,11.7895,11.2744,11.4782,11.1186,11.2871,11.1503,10.4671,12.3083,10.9528,11.9035,11.2081
DVL1,7.6206,8.4716,8.5941,7.6629,8.5727,9.2221,8.024,9.3303,8.642,7.751,8.7027
DVL2,11.5357,10.3676,10.7418,10.9513,10.3933,10.4171,10.2806,11.0725,10.4612,10.7315,11.2711
DVL3,9.9203,10.5005,10.3381,9.5979,10.3989,10.4281,10.5337,10.179,9.9845,10.0771,10.7367
DYDC1,13.1384,13.782399999999999,12.5151,13.991800000000001,12.6303,12.2274,12.7793,13.1143,12.2921,12.7914,12.436
DYDC2,8.5478,9.899,7.4292,8.7465,6.7163,7.1531,8.6905,7.0364,6.7916,6.7547,7.6171
DYM,8.9222,9.1676,9.2267,6.5783,8.7944,8.9542,8.9576,9.1789,9.1798,8.1266,9.5842
DYNC1H1,10.4499,10.0744,10.534,10.2438,10.0951,10.6087,10.3,10.5549,10.3865,10.0812,10.7569
DYNC1I1,7.2296,7.8096,8.2831,8.4868,6.3919,8.3263,7.5384,7.2133,7.0278,7.781,6.6388
DYNC1I2,9.3511,9.4794,9.3124,9.7324,8.7112,9.7443,8.8121,9.5052,9.387,8.7074,9.868
DYNC1LI1,6.4095,6.129,6.2742,6.7915,6.1448,6.1457,6.6651,6.7435,6.164,6.338,6.2101
DYNC1LI2,13.0531,12.4702,12.0552,12.1959,12.2484,12.2991,12.4215,12.4411,12.031,12.2722,12.6058
DYNC2H1,8.2523,8.2708,8.4333,7.6664,7.7444,8.1173,8.6458,8.2351,7.4232,8.2282,7.3871
DYNC2LI1,29.6837,29.2116,27.0503,27.8339,28.3044,27.6377,28.2384,26.2074,27.5943,26.3096,28.6428
DYNLL1,10.4313,10.7394,10.6527,10.6318,10.5116,10.4665,11.062,10.1077,10.7287,10.1266,10.9906
DYNLL2,12.3227,11.157,10.9166,12.1826,10.8901,11.2118,11.138,11.2428,11.212,10.9376,11.4268
DYNLRB1,27.9394,27.88,26.483,26.6157,27.0744,27.3166,26.134900000000002,26.5319,26.9785,26.1323,28.0771
DYNLRB2,10.3187,11.2877,9.2696,9.3481,10.6267,10.5606,9.5184,9.5823,9.6871,8.9618,8.3699
DYNLT1,9.9688,10.0271,10.3215,10.0387,9.9075,10.0501,10.3943,9.5435,10.6065,9.3495,9.7099
DYNLT3,19.558799999999998,18.4061,18.6249,17.2534,18.8029,18.6316,19.2967,16.842100000000002,18.154700000000002,18.4309,18.3132
DYRK1A,42.0722,41.2073,41.4647,41.3167,41.242,40.0325,42.6923,42.1152,40.4147,41.9929,41.520799999999994
DYRK1B,17.2469,19.5952,17.2982,16.2636,16.5649,16.6313,17.4572,19.1588,16.9577,16.540300000000002,17.2844
DYRK2,29.03,29.5541,27.1301,28.6644,27.2455,28.0036,29.7596,28.964100000000002,28.115499999999997,28.05,28.727899999999998
DYRK3,21.8797,21.3839,23.5621,24.589199999999998,23.1124,22.133399999999998,24.025100000000002,23.6108,20.6518,22.1848,19.6813
DYRK4,9.4884,9.4616,9.5373,9.0481,10.1686,8.8738,9.8894,8.6261,9.6337,8.7618,9.9064
DYSF,11.8728,10.8969,11.3591,11.8604,10.1687,11.2251,11.6579,11.5351,11.3236,11.1703,9.8013
DYSFIP1,6.5457,6.0921,6.2717,6.4257,6.3272,6.3527,6.5431,6.621,6.1843,9.4643,6.1766
DYTN,6.7184,6.202,6.2378,6.4243,6.2948,5.9299,6.4758,6.5216,6.3844,6.3975,6.3478
DYX1C1,25.3463,26.104300000000002,24.0717,24.2106,23.7136,24.208599999999997,26.3064,23.8572,25.015700000000002,24.8035,22.7411
DZIP1,16.3186,18.518900000000002,17.8323,15.4363,15.974,19.500799999999998,17.637,16.4119,19.019,16.3966,14.7334
DZIP1L,7.3923,6.9873,7.0604,6.7438,6.8377,7.3013,8.0597,7.2509,7.3137,7.2183,8.141
DZIP3,6.692,6.4601,6.2397,6.4292,6.4359,6.3886,6.7867,6.6575,6.5456,6.7372,6.3811
E2F1,6.6029,6.9079,7.3104,7.8102,7.0639,6.6851,7.0459,7.0421,7.4418,6.481,7.8387
E2F2,9.231,10.4698,9.8094,11.218,11.644,9.8973,10.1339,9.4944,10.9993,9.5939,10.6313
E2F3,10.2556,9.8652,9.0028,10.2916,10.2652,9.4363,10.1271,9.6036,9.9763,9.938,9.7345
E2F4,10.6357,10.8669,11.0564,10.4897,11.6885,10.9957,10.9477,10.4834,10.7527,11.1037,10.898
E2F5,8.3447,9.3693,8.622,9.1014,10.0514,8.3688,8.6184,8.3896,9.5908,7.7836,10.5353
E2F6,16.2627,15.6542,16.158,16.371000000000002,16.8026,15.5889,16.2407,15.7959,15.9004,16.1388,15.9924
E2F7,6.818,7.025,6.5163,6.7034,7.1466,6.9807,8.1352,6.6433,8.3102,6.8013,8.1337
E2F8,8.4904,8.0102,6.7457,7.9454,8.5185,7.4198,7.1182,9.8172,8.3725,9.2269,9.7196
E4F1,11.8933,11.608,11.2037,11.8831,11.8572,11.5892,11.2324,11.6399,11.4427,12.0772,11.529
EAF1,7.9732,7.5307,8.2578,8.1978,8.9767,8.7488,8.597,7.1423,8.0903,8.4496,7.9002
EAF2,6.9416,8.4912,8.9711,7.7503,10.9221,8.1888,9.4803,6.7654,9.2286,8.041,7.5873
EAPP,10.3329,10.1331,9.7764,10.7528,9.7481,10.143,10.2908,10.9077,10.2298,10.3983,10.642
EARS2,9.0992,9.7449,9.5682,10.0965,9.8222,9.3028,9.9208,9.0097,9.0623,9.1047,10.1759
EBAG9,29.534599999999998,30.3204,28.7543,28.7456,28.5367,30.0641,29.3789,29.345,28.9721,28.497,29.9256
EBF1,6.9064,7.2216,10.2096,9.1057,8.7512,10.5551,8.7865,8.3839,6.4168,9.1801,6.8587
EBF2,6.5064,6.3076,8.9574,6.3823,6.5627,9.0699,6.9701,9.1031,5.9778,8.6662,7.0393
EBF3,6.6257,7.3546,8.4292,7.8393,8.5931,8.7402,6.3866,8.3275,6.9243,9.6993,7.8513
EBF4,7.4969,7.6174,8.2985,7.4388,6.9051,8.1216,7.8673,9.1166,8.1091,7.7373,9.5229
EBI2,21.9777,19.9874,22.918300000000002,20.0238,22.8694,19.5181,22.506999999999998,21.199199999999998,19.4403,21.101399999999998,19.7759
EBI3,8.4901,8.1626,8.5663,10.4728,10.05,8.6722,9.435,9.0089,10.494,9.304,9.1931
EBNA1BP2,10.6787,10.8841,10.3542,10.1575,11.2237,11.0716,10.3641,9.7229,10.5571,10.0397,11.014
EBP,9.1067,9.0113,9.3389,9.9936,9.3589,9.3436,7.76,8.5374,9.0634,8.1815,8.8157
ECAT1,6.5603,6.1156,6.3813,6.5904,6.3271,6.1214,6.337,6.6261,6.2882,6.4531,6.3294
ECD,18.959699999999998,19.4896,20.2028,20.2805,20.2962,19.7454,19.360799999999998,19.381999999999998,19.963,19.3402,19.051099999999998
ECE1,9.4603,9.7228,10.5316,10.741,9.2703,10.7452,9.8575,11.8023,10.6798,10.0839,10.1625
ECE2,26.3469,26.576,26.142699999999998,27.0566,26.642,24.8863,26.3143,26.3508,25.5431,26.6406,25.7396
ECEL1,6.426,6.5539,8.3871,6.4971,7.4633,9.985,7.231,8.096,7.7624,8.2898,6.5349
ECGF1,24.1511,24.4825,23.4822,25.0788,23.578400000000002,24.4449,24.1727,25.5802,24.628700000000002,25.122300000000003,23.3714
ECH1,12.0645,12.6394,11.9213,12.142,11.5719,11.57,11.1879,11.859,11.5128,11.328,11.3794
ECHDC1,17.7877,17.470399999999998,16.1583,15.874100000000002,16.8345,16.1354,17.2243,15.660799999999998,16.7372,16.772100000000002,15.923100000000002
ECHDC2,13.1059,12.909,12.3277,12.8289,12.3319,12.2323,12.7071,12.6801,12.4644,12.7013,12.2198
ECHDC3,8.7151,8.8084,7.839,7.1572,6.1284,7.8215,8.8131,7.6434,7.5668,6.3819,8.3403
ECHS1,11.2246,11.4365,10.9415,11.3332,11.7982,11.2193,10.0236,10.795,11.4543,10.3624,10.6809
ECM1,18.4406,19.039299999999997,20.0125,20.827599999999997,19.5527,21.0061,20.4575,19.5338,19.5746,20.512999999999998,20.4482
ECM2,15.9756,17.9419,17.622700000000002,16.3683,16.0571,19.7983,15.1744,17.3996,14.555,17.7868,16.3353
ECSCR,9.6696,9.3667,11.1063,10.2814,10.614,10.8922,10.0247,9.4925,10.0462,10.5515,8.0283
ECSIT,8.4322,6.6872,7.5661,9.169,7.9832,8.0491,7.984,8.6912,7.3545,8.5489,8.1299
ECT2,10.6305,10.9205,9.9767,10.5949,11.2066,10.5566,11.1046,9.6252,11.3488,10.3702,11.486
EDA,37.9734,33.9938,37.707,36.7383,33.6519,36.0312,36.129599999999996,38.6156,33.516,37.8287,39.841300000000004
EDA2R,7.4495,8.9694,8.6904,7.945,7.6309,9.1089,8.5077,7.4147,8.0045,6.8839,8.5864
EDAR,6.6211,6.4152,6.3179,6.7057,6.4865,6.206,6.4462,6.4488,6.2929,6.4298,6.3473
EDARADD,22.2453,20.5467,20.5238,22.0819,22.0815,21.789900000000003,19.488,21.7221,22.8878,22.4805,22.949199999999998
EDC3,7.0259,6.594,6.6013,7.5992,6.9552,7.0454,6.3727,7.1682,6.8366,7.0548,6.754
EDC4,8.4384,8.8612,7.9615,8.9934,8.9083,9.0022,7.2569,7.9346,8.0438,8.8468,8.8819
