index,GSM1648114,GSM1648115,GSM1648116,GSM1648117,GSM1648118,GSM1648119,GSM1648120,GSM1648121,GSM1648122,GSM1648123,GSM1648124
7A5,6.7446,7.9412,7.7383,7.4817,9.0212,6.8251,8.3225,8.9606,7.5212,6.5477,6.6975
A1BG,6.8141,6.6769,6.7002,6.6412,6.6413,6.3659,6.6188,6.9326,6.952,6.6977,6.5846
A1CF,24.3235,22.7879,20.1224,23.1642,18.9661,18.778100000000002,19.4507,24.3603,18.5442,19.215700000000002,19.2549
A26C3,6.5466,6.1541,6.4759,6.3562,6.5931,6.0547,6.2291,6.4423,6.4103,11.0816,6.2521
A2BP1,25.992800000000003,25.1313,24.8506,25.7584,24.7549,24.101300000000002,25.7367,25.6389,24.3536,33.9903,25.7704
A2LD1,8.5794,8.6477,6.7394,7.7658,8.4886,6.8442,7.3561,7.1447,7.0441,7.6753,7.7172
A2M,12.9295,12.3693,12.7729,12.8403,12.7874,12.9283,12.8992,12.2113,12.2838,12.4859,12.088
A2ML1,7.5581,5.9962,6.1499,6.3677,6.2043,5.9595,6.2839,6.2951,6.066,6.2291,6.21
A3GALT2,13.0627,12.2417,12.4301,12.880099999999999,12.599599999999999,12.234300000000001,12.8377,13.4734,12.3351,12.650099999999998,12.798200000000001
A4GALT,11.7468,11.1965,10.1692,10.3832,11.1008,10.9783,10.1001,10.5572,10.7016,10.8408,9.0719
A4GNT,6.5514,6.3571,6.397,6.773,6.5823,6.1866,6.8023,6.7422,6.3176,6.5946,6.4724
AAA1,33.0041,31.2114,31.2748,33.6301,31.7147,31.238799999999998,32.729,32.661500000000004,31.8162,32.0257,31.7134
AAAS,10.0897,9.9471,9.6246,9.3878,10.1184,9.7406,9.6508,9.986,9.8967,9.9344,8.5557
AACS,10.3677,9.6899,9.86,10.2763,9.829,9.6487,10.2939,9.5352,9.68,10.3186,10.1523
AADAC,6.6207,6.0932,6.4126,6.4859,6.1853,6.2967,6.377,6.6584,6.3081,6.4692,6.395
AADACL1,17.9601,19.0922,15.9617,16.4479,18.5925,18.14,20.0549,16.9296,17.9307,16.7763,16.5147
AADACL2,6.4724,6.1951,6.2867,6.4324,6.2151,6.0502,6.3911,6.5482,6.2546,6.3471,6.3375
AADACL4,6.6654,6.3762,6.1804,6.601,6.1399,6.1471,6.4944,6.4049,6.2371,6.5033,6.2382
AADAT,21.0649,23.5243,22.905700000000003,21.4571,20.564799999999998,20.7955,19.5385,23.7715,21.155,23.4939,22.538800000000002
AAGAB,12.7159,11.3132,11.3989,12.3046,12.0803,11.3562,11.6345,12.0435,11.8823,11.6534,11.6551
AAK1,18.113,17.3947,17.9795,16.4026,18.277,17.1284,16.5809,16.811700000000002,18.0319,17.6312,17.2649
AAMP,9.5829,8.8334,9.4515,9.8863,9.3612,9.303,9.2934,9.3743,9.1988,9.0596,9.2685
AANAT,6.5907,6.0923,6.0656,6.4635,6.1435,6.1121,6.4778,6.346,6.0631,6.3438,6.1701
AARS,13.7099,13.4323,12.658,13.1158,13.374,13.0901,12.8444,12.8672,13.0967,13.1375,13.4776
AARS2,10.962,11.0288,10.861,10.8096,11.026,10.8144,10.8563,10.7859,10.7709,11.2451,10.8574
AARSD1,10.3154,9.9634,10.0749,10.1356,10.5197,10.2869,9.7279,10.5443,9.6979,10.353,10.0894
AASDH,9.7141,9.2539,9.3955,9.5325,10.0485,9.0197,9.8204,8.526,9.6745,9.7526,10.5031
AASDHPPT,8.3264,9.2611,8.8437,8.3231,9.3275,8.7252,9.5105,7.5908,8.6203,7.8822,9.2337
AASS,15.2237,15.705400000000001,16.398,16.5656,15.5241,16.1659,16.1967,17.0502,15.200000000000001,15.9475,16.6206
AATF,11.6513,11.6609,10.7852,12.4215,11.6528,11.4975,11.3309,12.2832,11.8924,11.6707,12.1243
AATK,14.8167,13.4241,15.156300000000002,16.0417,14.1205,13.7477,14.574,17.0652,14.0302,14.4585,14.3951
ABAT,26.6361,23.7092,23.6263,22.4798,24.5328,23.637,23.4137,23.5113,24.686300000000003,24.869,24.8121
ABCA1,12.8659,11.8708,11.6843,12.4717,12.151,11.7403,12.5586,11.9737,11.8508,12.3734,12.037
ABCA10,15.7701,14.148399999999999,15.408000000000001,15.396799999999999,14.8514,16.3746,15.533,14.7368,14.1862,15.745000000000001,14.6471
ABCA11,6.494,6.5392,6.8124,7.0007,7.3893,6.5686,6.8284,6.5766,6.4893,6.8563,6.7486
ABCA12,13.4506,13.8546,16.1549,16.7943,15.498899999999999,14.056000000000001,17.0638,13.7011,13.2147,12.446,13.77
ABCA13,6.3851,6.1152,6.08,6.593,6.0463,5.9596,6.2252,6.2204,6.1004,6.2952,6.3655
ABCA2,13.9709,15.254100000000001,16.4767,15.661999999999999,16.1114,15.7575,15.0476,17.4829,17.913400000000003,14.4757,15.7225
ABCA3,11.6008,11.6723,10.6307,10.9776,10.1245,11.0842,11.3793,11.1068,11.1789,10.0996,12.0355
ABCA4,6.8839,7.1259,6.5952,6.5065,8.5612,6.3024,6.4369,7.1121,6.5288,7.1247,6.539
ABCA5,26.7557,23.9635,24.2041,22.8757,24.011000000000003,22.7219,23.8938,25.9375,21.6527,24.4773,22.817
ABCA6,13.839300000000001,16.078699999999998,16.4148,15.7607,19.1786,19.6915,15.9353,15.5853,14.817799999999998,18.859499999999997,16.5929
ABCA7,22.4598,21.6533,22.2904,21.2068,22.997,19.3739,21.8967,23.8023,24.0342,23.4163,23.8737
ABCA8,17.456200000000003,15.9169,16.173299999999998,17.6252,13.2004,18.787,14.956100000000001,14.5962,16.2008,19.8178,18.2326
ABCA9,14.978,15.306,14.901,13.9652,17.0879,18.261200000000002,14.5354,16.2714,15.054,16.081400000000002,14.6508
ABCB1,13.181799999999999,16.7017,17.054,12.8464,16.8448,15.4855,14.3107,15.6524,15.2869,13.298300000000001,12.939599999999999
ABCB10,9.0647,8.9695,9.6969,9.7377,9.6734,9.2127,10.3719,8.8364,9.1297,9.334,10.0928
ABCB11,6.4568,6.029,6.2515,6.4591,6.2891,6.1745,6.4836,6.3603,6.2141,6.2766,6.27
ABCB4,6.7017,8.2105,6.2769,6.3501,6.962,7.316,7.0587,7.8472,6.9085,6.7006,6.9733
ABCB5,6.6105,5.9991,6.0039,6.3401,6.0973,5.8464,6.3369,6.4873,5.9068,6.1488,6.1332
ABCB6,9.9346,10.4086,10.0237,9.4854,10.1446,10.0885,9.5608,9.5717,9.5889,10.1295,10.6362
ABCB7,11.5386,11.3174,10.7923,11.281,10.7745,10.944,10.8219,11.2081,10.8678,11.2765,10.9833
ABCB8,9.3132,9.6327,8.9164,9.5873,8.9288,9.1754,7.8748,9.1092,9.2082,9.8347,9.4203
ABCB9,26.017000000000003,26.665999999999997,23.545900000000003,24.401699999999998,25.945,25.219,23.38,24.032600000000002,24.3844,22.8564,23.6333
ABCC1,21.8613,20.885199999999998,20.974800000000002,21.927,20.625500000000002,19.4574,20.0997,21.616500000000002,20.5654,21.3097,22.3711
ABCC10,8.4313,7.2128,8.3567,8.0248,9.1878,7.9197,7.6748,7.9094,8.7908,9.1744,7.9603
ABCC11,20.4425,19.709600000000002,19.6678,30.2792,19.5135,19.3125,20.4114,20.3511,20.1555,19.967399999999998,19.779400000000003
ABCC12,6.5919,6.0763,6.2387,6.8929,6.2048,6.0444,6.3098,6.434,6.0622,6.5119,6.265
ABCC13,13.1565,12.3551,12.514800000000001,14.4285,12.522300000000001,12.3193,12.5613,13.351199999999999,12.443999999999999,12.6905,12.631499999999999
ABCC2,9.5116,10.3551,7.7807,10.5985,7.6704,7.0258,10.3981,10.2866,6.5876,7.1894,6.3756
ABCC3,10.2273,11.4779,10.8752,11.2385,11.3236,11.4978,11.8766,11.193,9.3776,10.2349,9.2495
ABCC4,17.109,15.575299999999999,15.9881,14.410699999999999,16.0067,15.5841,16.5758,14.798,14.6509,15.6021,15.7258
ABCC5,25.8105,25.9494,25.266000000000002,25.0809,27.494999999999997,26.839399999999998,27.2507,27.085299999999997,27.009999999999998,28.541800000000002,26.7572
ABCC6,40.517199999999995,39.4666,33.6584,41.4519,31.8196,31.1348,35.8391,44.4701,32.618900000000004,32.099,32.2645
ABCC6P1,6.4774,6.9967,6.2748,6.9186,6.2993,6.0894,6.76,8.323,6.2551,6.5267,6.3006
ABCC6P2,7.1305,6.5039,6.2544,6.5299,6.2491,6.0981,6.4611,7.3458,6.176,6.4199,6.3236
ABCC8,8.1679,6.7293,6.9,7.8078,6.8416,6.4465,6.4909,7.1622,6.1423,8.2563,8.0757
ABCC9,23.9344,22.8111,27.1539,25.3197,24.5741,27.0092,25.2044,27.1138,24.532400000000003,28.5621,23.6371
ABCD1,9.6034,8.831,7.8723,9.0629,8.466,7.7337,8.0742,8.7434,8.246,8.3898,8.3795
ABCD2,13.043700000000001,14.3682,13.173300000000001,13.4961,17.08,13.9363,15.313400000000001,13.3978,18.0916,16.3121,12.9413
ABCD3,8.1022,8.2769,7.8032,7.7042,7.1293,7.5664,8.7776,7.5171,7.5805,7.3169,6.5748
ABCD4,14.1728,14.895800000000001,14.1691,13.8489,13.509,14.403400000000001,13.6463,14.6113,13.9098,15.1414,14.2808
ABCE1,19.3029,20.6894,20.5133,20.1361,20.161099999999998,19.2675,21.280900000000003,20.3307,19.7886,20.948999999999998,20.938699999999997
ABCF1,22.0923,21.390900000000002,22.2776,22.2151,22.4192,21.6856,20.8468,21.993299999999998,22.327399999999997,22.3673,21.6291
ABCF2,23.8107,24.2935,25.712400000000002,26.752000000000002,22.5758,23.446199999999997,22.7941,24.4347,23.8001,26.1065,24.6751
ABCF3,8.9494,9.5586,9.2398,9.0816,10.0263,9.7624,9.5889,9.621,9.1775,8.9259,8.6564
ABCG1,49.249,46.1461,47.4581,46.819,47.7768,45.5851,48.7158,50.6426,45.7226,45.5966,44.9887
ABCG2,8.2192,7.9847,8.074,7.5879,7.5086,9.4138,8.0869,8.9143,6.8707,6.8933,6.4334
ABCG4,7.968,6.9819,7.269,9.4841,6.9174,9.0411,7.5691,8.3067,7.0806,7.5368,7.1105
ABCG5,6.9116,6.3184,6.3278,6.41,6.1683,6.1976,6.4902,6.4214,6.193,6.6831,6.4439
ABCG8,6.5001,6.0603,6.3832,6.3875,6.5595,6.1374,6.4632,6.5299,6.2564,6.4901,6.4254
ABHD1,6.458,6.2635,6.4321,6.5195,6.2816,6.3527,6.287,6.4314,6.0536,6.498,6.2788
ABHD10,10.3736,9.8292,9.6412,10.7296,10.2783,9.3204,9.8934,9.4122,10.1606,9.659,9.3144
ABHD11,30.3801,26.5633,25.9021,27.7275,25.6399,25.078,26.867600000000003,29.1015,26.9541,24.9225,26.2913
ABHD12,30.6494,29.517400000000002,29.3217,30.227400000000003,30.6747,30.653599999999997,30.372700000000002,30.670099999999998,29.302100000000003,28.636499999999998,30.933300000000003
ABHD12B,20.5688,19.150199999999998,18.5907,20.270699999999998,18.5175,18.7973,19.046,20.3647,19.3318,19.3613,19.775100000000002
ABHD13,15.3317,14.7696,14.752500000000001,14.7547,15.4679,14.6079,15.264800000000001,13.751000000000001,14.8901,15.033,15.1694
ABHD14A,10.7763,9.6656,9.5742,10.2129,10.6728,9.7725,9.5445,9.6248,9.6439,9.8273,9.9394
ABHD14B,10.4877,9.7126,10.0726,10.0263,10.6375,9.9971,9.6322,9.6356,9.8437,9.836,10.2476
ABHD15,8.5192,9.5485,9.5168,10.248,9.6014,9.4703,9.6002,9.1578,10.0197,9.5442,9.1246
ABHD2,24.0531,24.252000000000002,24.2564,24.495,24.524700000000003,25.3081,25.8493,23.6387,24.3039,22.3,23.4013
ABHD3,7.8726,7.4023,8.3778,7.4969,9.1715,6.964,8.7861,6.9624,8.7839,8.2243,7.9366
ABHD4,11.3389,10.4268,11.0815,11.7686,11.1083,11.2753,10.9415,10.9906,10.7518,11.3526,10.859
ABHD5,10.1525,9.5918,8.9962,9.7338,10.065,8.2561,9.5213,8.7716,8.8517,9.2632,8.4307
ABHD6,12.2161,10.8138,10.9887,12.5039,10.6045,10.1436,10.4202,10.8973,10.5927,10.7814,9.8321
ABHD7,7.2202,6.9881,7.2768,7.1914,7.2273,7.0299,6.8683,7.3427,7.3156,6.8778,6.7075
ABHD8,11.8352,10.4436,10.095,10.0311,11.1763,10.7576,10.2488,9.9178,11.1694,10.7634,10.6489
ABHD9,8.5138,9.1243,10.3813,9.1253,7.89,10.5294,9.597,8.8599,8.7844,8.3984,7.6476
ABI1,16.7913,16.3682,16.2045,15.476500000000001,17.770699999999998,15.6594,16.6401,16.5063,16.9045,16.954700000000003,16.1615
ABI2,30.7202,27.8966,29.7971,31.076900000000002,28.3342,29.957,30.357400000000002,30.7845,28.6982,29.8263,30.838299999999997
ABI3,9.6455,8.8667,8.7797,9.3915,9.5164,9.0537,9.6393,10.0147,10.2157,9.4019,8.3241
ABI3BP,7.1652,10.3082,8.6252,8.3687,10.0482,9.4057,7.2965,8.3033,8.0313,10.1441,9.396
ABL1,29.6803,28.2367,29.3873,29.8965,28.2924,28.938,29.6982,29.7996,28.5625,31.069,31.031399999999998
ABL2,29.038800000000002,29.0587,31.5982,32.3765,30.442700000000002,32.2423,30.650399999999998,35.4495,30.3624,33.0031,33.4593
ABLIM1,36.864599999999996,35.9516,37.5345,38.1969,36.6019,35.8195,36.8029,35.292699999999996,35.5564,34.4721,41.1775
ABLIM2,9.7672,7.5784,9.0425,11.9953,6.9726,10.2816,9.5347,9.7875,9.2561,10.738,8.7783
ABLIM3,8.5833,9.3698,8.9768,10.182,8.9679,10.0658,9.2403,10.1131,8.0246,8.2811,6.8452
ABO,13.5982,11.4455,11.6298,10.7652,9.3585,10.8809,10.4944,10.6034,10.2095,9.5865,7.1273
ABP1,8.1112,13.0538,7.2898,11.5546,7.3873,11.4986,11.1634,7.5235,8.9721,11.0583,6.4397
ABR,33.1772,29.6044,29.6848,30.9935,29.1383,28.950499999999998,30.381,33.2064,31.5319,31.6173,30.259900000000002
ABRA,6.4925,6.3331,6.3774,6.752,6.3284,6.0583,6.4051,6.3921,6.1774,6.2997,6.3167
ABT1,7.2049,6.6645,7.0944,6.8169,6.8452,6.6771,6.819,6.8872,6.7605,6.497,6.7214
ABTB1,17.5472,17.0268,16.633,18.1532,17.6319,17.3241,17.139,17.8928,17.323900000000002,18.3855,17.9264
ABTB2,6.869,6.2095,6.3149,6.5512,6.5432,7.2004,8.3027,7.7308,6.9777,6.8096,6.3646
ACAA1,11.493,10.6511,10.5539,11.0707,10.1023,10.9433,10.5237,11.0943,10.6923,10.8395,10.7945
ACAA2,12.4329,11.6427,11.4652,10.2824,10.9885,10.9386,11.3281,10.4352,10.9297,10.7105,11.4573
ACACA,26.3928,26.853099999999998,26.4623,26.6751,27.8018,27.1319,24.1892,24.026,26.530099999999997,25.9528,28.5512
ACACB,13.6982,12.4657,12.1141,13.3035,11.107,12.1099,12.3528,13.0673,11.7656,12.5732,11.8875
ACAD10,10.9672,10.4627,9.5512,9.8551,9.978,9.8023,9.7479,9.7134,9.6619,9.6496,10.292
ACAD11,10.9932,12.1108,11.0736,11.1488,11.5693,11.5676,11.1768,11.7775,11.1381,11.1536,11.0233
ACAD8,16.0761,14.7254,14.641300000000001,14.799900000000001,14.7157,14.6086,15.2273,14.918700000000001,14.430499999999999,14.4399,13.4365
ACAD9,11.4779,11.1746,11.4702,11.4131,11.6852,11.4096,10.3748,11.022,11.3862,11.2558,11.6541
ACADL,7.3667,6.26,8.178,7.8498,6.1837,6.1119,7.0153,8.2884,6.1842,6.5118,6.3645
ACADM,23.7397,22.3201,21.8746,20.5626,22.8138,21.3983,21.0263,19.6799,21.5056,19.2286,21.1223
ACADS,9.6239,9.6556,8.7375,10.1817,7.3838,8.587,8.6526,9.6952,8.9188,8.8485,8.6882
ACADSB,8.6249,8.4965,8.2645,7.9945,7.3315,7.8519,8.0331,7.9542,8.2236,7.8206,7.6413
ACADVL,33.684599999999996,32.7016,33.0923,33.5951,32.3145,31.72,31.864800000000002,34.6269,32.38,31.8515,32.7672
ACAN,7.013,7.1898,8.9289,8.6583,6.6995,9.4499,6.1727,10.9586,6.3572,8.5163,7.0825
ACAP1,8.119,8.9317,9.7397,9.2091,10.5855,8.5321,7.8356,8.7723,10.1843,10.4856,7.8118
ACAP2,11.1504,11.4964,11.0822,11.4347,11.0871,11.0844,11.5444,11.3082,11.2888,11.3638,11.1517
ACAP3,10.0865,9.01,8.8663,10.0752,8.6548,9.2829,9.0461,10.6552,9.6905,9.8242,9.6951
ACAT1,10.9577,9.8439,9.719,8.3291,9.772,9.0995,9.6089,9.5389,9.0894,8.9357,8.0315
ACAT2,15.3218,15.5265,14.3987,15.2651,15.762500000000001,14.8523,15.4144,13.8829,15.1264,14.5521,15.8266
ACBD3,9.519,9.7363,9.6841,10.1712,10.5902,9.738,9.8082,8.0465,9.0544,8.8066,10.1772
ACBD4,6.9603,7.1862,6.7626,7.2727,6.9808,6.8866,7.506,7.9649,7.1172,7.4042,6.9468
ACBD5,25.8296,24.367199999999997,24.095,24.3577,23.5652,22.837400000000002,24.964100000000002,24.2716,24.3094,22.0048,24.826900000000002
ACBD6,8.3897,8.8217,9.0073,9.3166,9.9708,9.4632,8.8868,7.9727,8.6928,8.7544,9.2914
ACBD7,17.458399999999997,16.1914,16.480800000000002,16.9287,16.2716,16.555,16.941,17.8701,16.567500000000003,16.0288,16.5685
ACCN1,7.1335,6.6442,6.0907,6.4034,6.0832,6.1252,6.3811,7.0305,5.9172,6.8485,6.1438
ACCN2,14.4881,13.5649,13.9254,14.4692,14.0527,14.487400000000001,14.1338,14.911200000000001,15.232700000000001,14.922699999999999,15.6223
ACCN3,14.4563,12.9094,13.2656,13.145199999999999,14.487100000000002,14.003,14.352,14.3692,13.6725,15.2242,14.1022
ACCN4,19.9658,19.0823,19.211399999999998,20.3318,18.4877,19.098,19.8339,19.3094,18.372,18.9236,19.2724
ACCN5,6.5493,6.3416,6.3247,6.5045,6.3364,6.0791,6.5107,6.872,6.3058,6.3503,6.3582
ACCS,13.0013,12.3283,11.6048,12.1116,11.8586,11.8896,11.9564,12.4408,12.1252,11.8592,12.0848
ACCSL,12.9117,12.536,12.4267,14.329699999999999,12.6798,12.074,12.6594,12.9297,12.216000000000001,13.0141,12.5449
ACD,8.419,8.6983,8.9299,8.1478,10.0744,9.5135,7.3935,9.1582,8.562,8.3303,9.4393
ACE,24.6734,21.4668,22.266199999999998,22.8906,22.4882,20.4145,22.1593,24.495600000000003,21.7423,19.6934,19.6849
ACE2,10.214,9.3465,6.1685,6.5353,8.7,6.1372,6.4804,7.8098,7.6392,6.3397,6.7558
ACER1,13.2173,12.6228,12.4723,14.3711,13.2098,12.2869,12.8768,13.1462,12.394300000000001,12.6643,13.1634
ACER2,16.5458,13.8277,16.4147,15.8406,15.156099999999999,15.190100000000001,16.5056,15.9007,15.3832,13.5918,14.0442
ACER3,8.3228,8.5831,8.4346,7.1125,7.8655,8.5549,8.6838,7.1969,8.3175,8.5801,7.7591
ACHE,13.2319,14.9575,15.1008,14.4726,15.955400000000001,12.9924,13.737400000000001,15.078299999999999,15.2476,17.9948,14.9522
ACIN1,10.1534,9.7184,10.4076,10.8131,10.5314,10.1257,9.3993,11.528,10.4769,10.8062,10.3908
ACLY,21.6927,22.956200000000003,22.892400000000002,23.272199999999998,22.595399999999998,22.401400000000002,23.7575,21.5307,21.933500000000002,21.345599999999997,22.6492
ACMSD,9.5074,11.4382,10.1345,12.0403,7.726,8.6329,11.1301,11.1187,9.8446,6.4202,6.2803
ACN9,19.8104,15.412399999999998,17.637900000000002,17.0054,18.9574,17.870600000000003,18.5424,16.1429,17.9205,18.076,16.6797
ACO1,12.2206,10.69,10.6438,11.1717,11.2036,10.6837,11.1882,9.549,10.3252,10.7953,11.0056
ACO2,11.7714,10.9652,11.0026,11.4012,11.1627,10.8113,10.4235,11.6702,10.8839,10.7485,10.9803
ACOT1,18.627000000000002,14.8663,13.9727,12.961,12.5681,13.2525,12.850200000000001,12.9349,12.745000000000001,15.0502,12.879100000000001
ACOT11,24.9835,20.3438,17.7559,20.523400000000002,17.8637,16.2939,19.2394,19.5231,17.8427,19.337200000000003,18.5317
ACOT12,7.0455,6.2588,6.5579,6.329,6.6865,6.7144,6.3424,6.5661,6.4835,6.3294,6.3195
ACOT2,17.7288,14.421400000000002,14.8921,15.865300000000001,14.9709,14.171,14.573,15.1374,14.5882,14.692699999999999,15.209
ACOT4,8.8668,7.875,7.2151,6.8445,7.7485,7.6725,7.0289,7.9907,7.2513,7.3838,7.6336
ACOT6,7.2138,6.3329,6.3329,6.5303,6.4131,6.3929,6.6358,6.5074,6.3227,6.4751,6.237
ACOT7,50.0887,51.7548,46.3954,50.9901,47.1801,45.6064,48.3625,49.4609,50.3642,44.6194,47.6741
ACOT8,9.953,9.924,8.764,9.2644,8.9653,9.5538,8.9096,9.305,9.5876,9.1891,8.9395
ACOT9,19.0792,18.157,18.533,19.1787,18.377200000000002,18.0818,18.8641,19.174,19.15,19.1732,19.899900000000002
ACOX1,22.155299999999997,22.4009,21.8113,21.7378,21.7388,22.366,21.2215,22.2009,21.618399999999998,21.4538,21.669999999999998
ACOX2,9.6038,10.3716,9.1894,6.6743,9.1494,8.9524,7.1486,7.6883,9.3557,8.7583,7.8611
ACOX3,6.5622,6.3078,6.2601,6.3965,6.2874,6.3178,6.4969,6.5508,6.2241,6.8007,6.2008
ACOXL,6.909,6.2254,6.2208,6.7004,7.281,6.1157,6.3553,6.4621,6.1924,6.4609,6.1871
ACP1,20.7537,20.298299999999998,20.764499999999998,20.6857,20.530500000000004,20.0464,21.1876,18.131,19.0751,19.764200000000002,20.7769
ACP2,10.1686,9.8389,9.8905,10.0746,10.5198,9.2234,10.4647,10.3408,10.234,9.1415,9.4811
ACP5,9.9191,7.168,7.4572,6.4255,8.8416,6.0094,8.3991,8.185,8.0671,6.9857,6.4053
ACP6,6.5601,8.6038,8.6841,6.3954,9.4804,9.597,7.9474,8.1157,8.3525,8.0543,8.1763
ACPL2,15.9792,17.6964,17.3241,17.2994,17.0698,16.127499999999998,16.2311,16.5201,17.617800000000003,17.441200000000002,18.527
ACPP,6.4502,6.1044,6.3293,6.3625,6.5215,6.525,6.4345,6.5448,6.1497,6.4783,6.3327
ACPT,13.1347,12.6387,12.3342,12.677800000000001,12.614,12.6077,12.705400000000001,13.009,12.2335,12.4755,12.4025
ACR,7.5287,8.627,7.0557,6.435,6.5151,7.7882,7.424,9.6805,7.8085,8.6992,7.1775
ACRBP,6.5442,6.8361,7.3419,6.5734,7.0518,6.4564,6.3878,7.3934,8.3898,7.7468,7.2601
ACRC,9.8487,10.2639,9.4451,10.57,10.0352,9.5372,10.1945,10.6632,9.8796,10.1322,9.8549
ACRV1,13.7619,12.374400000000001,13.0515,12.6223,13.3874,12.0664,12.6523,13.001,12.1995,13.118,12.822099999999999
ACSBG1,6.6271,6.3731,6.3976,6.5685,6.4366,6.3185,6.5666,7.2756,6.1452,6.4274,6.4432
ACSBG2,8.3176,8.3053,6.3469,6.1754,6.4269,6.869,6.3665,7.3468,6.3401,6.3734,6.9896
ACSF2,7.5406,7.3285,6.4779,7.3709,8.2251,7.2191,6.4923,6.4506,7.5784,6.8962,7.1605
ACSF3,6.9343,6.8344,6.3553,6.4971,6.8948,6.8117,6.4776,7.163,7.7754,7.2763,7.4557
ACSL1,8.94,6.7749,7.2968,7.023,7.4669,6.9918,7.8327,6.7689,6.7825,7.231,6.726
ACSL3,29.189999999999998,27.1789,29.2471,29.758899999999997,28.441499999999998,28.369500000000002,30.4955,24.2448,29.1455,28.6414,28.2513
ACSL4,33.1353,32.9868,32.384,33.604299999999995,36.578,32.9146,33.4587,30.9385,33.9272,35.046800000000005,32.6937
ACSL5,41.4512,46.7229,44.4825,48.1658,44.5218,45.0001,47.0187,42.7401,47.439499999999995,46.0262,40.1302
ACSL6,27.0771,27.8868,28.5479,29.5409,26.9712,24.8699,28.3803,27.5941,26.0394,29.940200000000004,24.8535
ACSM1,6.4143,6.6822,6.0937,6.239,6.1241,6.1326,6.2527,6.8912,6.0398,6.3234,6.1002
ACSM2B,25.2333,20.3236,16.5639,17.2069,12.8077,16.142899999999997,15.0272,20.413400000000003,14.183399999999999,12.9498,12.604399999999998
ACSM3,36.0684,27.0424,23.983400000000003,25.6804,25.084400000000002,22.77,24.3142,26.741300000000003,23.3206,21.0967,22.3211
ACSM5,9.2681,9.1176,7.2378,8.5658,6.8918,7.5909,6.4084,10.3248,6.2924,6.9414,6.7642
ACSS1,10.7828,10.0608,10.6885,9.7309,11.2688,10.237,10.2778,10.977,10.4574,9.8546,8.9375
ACSS2,42.448499999999996,38.6603,36.2116,38.6819,37.6069,37.3404,37.146100000000004,39.9007,36.9752,38.5413,37.045700000000004
ACSS3,7.6029,7.9674,6.4498,7.2815,6.7438,7.2837,7.4859,6.4521,6.6539,6.7926,6.8918
ACTA1,6.5165,6.0312,6.2109,7.5333,6.7084,6.0928,6.3639,6.4234,6.024,12.6173,7.0109
ACTA2,12.8452,13.2512,13.4656,13.5278,12.9242,13.3921,13.1423,13.1048,13.0299,13.0229,12.8409
ACTB,25.853299999999997,25.446199999999997,25.8642,25.939,25.911099999999998,25.4929,26.5482,25.157899999999998,25.59,25.5967,25.8009
ACTBL2,6.5173,6.7751,6.2098,6.5925,6.3027,6.4634,7.2912,6.5033,6.5337,6.56,6.3132
ACTC1,6.9545,6.3163,6.0438,8.5087,6.1584,7.5782,6.3352,8.2136,6.0022,11.9052,6.6456
ACTG1,11.8567,11.5339,12.0327,12.173,11.964,11.6648,12.1166,11.8005,11.7712,11.546,11.8511
ACTG2,11.5196,12.2593,12.4821,13.2271,10.5327,11.9626,12.2939,13.4723,11.6844,12.8852,11.032
ACTL6A,18.0585,18.8442,18.2341,19.1625,19.4787,18.7306,18.6596,17.7451,18.7287,18.0775,19.5589
ACTL6B,6.6381,6.9799,6.2561,6.5,6.3415,6.1484,6.3864,7.2266,6.2533,7.3017,6.236
ACTL7A,6.3738,6.1945,6.2563,6.3725,6.1036,6.2129,6.2443,6.4655,6.1879,6.6887,6.2212
ACTL7B,6.6741,6.1978,6.3206,6.4951,6.1924,6.0498,6.4551,6.5561,6.1064,6.2671,6.2952
ACTL8,7.6402,6.2362,6.3854,6.5325,6.2709,6.0417,6.3283,6.413,6.1774,6.338,6.3585
ACTN1,14.3789,13.9763,13.7682,14.2474,14.0045,13.9511,13.9255,14.5159,13.9273,14.3366,14.2394
ACTN2,6.5743,6.6521,6.7103,6.3514,7.1597,5.9718,6.1805,6.4538,6.035,8.4134,6.1926
ACTN3,6.319,5.9563,6.2143,6.4847,6.9518,6.3393,6.259,6.3481,6.4469,10.5019,6.2552
ACTN4,13.5631,13.0988,13.2458,13.4206,13.0129,13.1159,12.7795,13.4821,13.1063,13.2698,13.3149
ACTR10,10.0655,9.3925,9.2701,9.365,9.0867,9.6759,9.5954,9.7175,9.624,9.1573,9.8559
ACTR1A,13.0127,12.1625,11.808,12.3447,12.3334,12.0822,12.1261,12.4124,12.4269,12.5363,12.1796
ACTR1B,11.72,12.0348,12.0229,12.5102,11.7862,11.8057,11.9649,11.8714,11.6136,11.6375,12.1846
ACTR2,11.7195,11.2056,11.345,11.5527,11.486,11.2207,11.8024,11.4007,11.4872,11.6422,11.5336
ACTR3,11.4964,11.548,11.2204,11.3738,12.1423,11.0574,11.9984,10.0107,11.6017,11.1182,11.4382
ACTR3B,23.4099,22.593600000000002,21.831,22.7795,21.1113,20.9967,20.0537,23.105600000000003,21.5458,22.4599,22.4689
ACTR5,7.4095,8.0112,8.4095,6.5328,9.0662,8.6357,7.4709,8.4671,8.2016,8.6444,7.7543
ACTR6,10.402,11.0174,10.9183,10.8008,11.4364,10.7482,11.3855,8.1181,11.0567,10.3386,10.7183
