index,GSM1050643,GSM1050644,GSM1050645,GSM1050646,GSM1050647,GSM1050648,GSM1050649,GSM1050650,GSM1050651,GSM1050652,GSM1050653,GSM1050654,GSM1050655,GSM1050656,GSM1050657,GSM1050658,GSM1050659,GSM1050660,GSM1050661,GSM1050662,GSM1050663,GSM1050664,GSM1050665,GSM1050666,GSM1050667
A1CF,6.881728,6.548433,6.028411,6.291142,5.713312,6.305446,6.514467,5.818988,6.188007,6.047931,6.01285,6.104824,6.225825,5.884139,6.234491,6.303644,6.669154,6.261914,6.102772,6.372901,6.178135,6.31641,5.658289,5.992525,5.647195
A2M,7.564603,7.253889,6.939166,6.745984,7.367817,6.878804,7.607736,7.768839,8.160154,7.077648,6.645864,6.53488,6.896634,8.508123,6.201334,7.385656,8.172917,6.826405,6.747298,7.055599,7.458199,6.757117,8.724141,8.826353,7.017764
A4GALT,5.371691,4.926198,4.956898,5.311224,4.874347,5.254407,4.517331,5.002208,4.733625,5.010934,5.434356,5.229881,5.054937,4.938098,5.215166,5.0323,5.301662,5.206212,5.336323,5.124643,5.19353,5.268357,4.976514,4.889358,4.829
A4GNT,6.42818,6.073951,5.858421,5.921477,5.697917,5.945914,6.024287,5.958451,6.182175,5.975074,5.87739,5.841704,6.007454,5.831038,5.876394,5.978513,6.151763,5.901202,5.877732,6.012902,5.948985,5.809665,5.851243,6.076654,5.764643
AAAS,7.450829,7.126417,7.181547,7.379371,7.189729,7.383064,7.383064,7.395207,7.251577,7.710547,7.796246,7.36836,7.351643,7.228315,7.604201,7.388062,7.765318,7.539035,7.493501,7.57079,7.492555,7.244458,7.248118,7.268698,7.151732
AACS,6.485889,6.533952,8.833102,6.744368,7.930063,6.522336,6.939253,8.172725,6.97943,8.893775,6.888949,7.113524,8.371155,7.102695,8.695709,6.299091,5.720549,8.156514,8.061968,6.805376,6.97904,7.17158,7.974698,7.463636,8.296628
AADAC,5.274339,5.120397,4.417765,4.523925,4.431016,4.641286,4.775455,4.520219,4.728979,4.755913,4.555269,4.469477,4.83586,4.456966,4.612027,4.674854,4.632608,4.807274,4.722901,4.875495,4.614205,4.51611,4.76659,5.02931,4.89955
AAGAB,13.345778,12.537692,13.294385,13.265156000000001,13.226212,11.990198,12.318863,13.715974,13.042711,12.140883,13.095848,13.668061999999999,12.393132999999999,12.39671,12.336732999999999,13.608985,11.975757999999999,13.039591000000001,12.795605,13.130494,13.989409,13.180824999999999,13.085477999999998,12.720784,12.828372
AAK1,29.190699,26.243266000000002,26.089932,26.221066,25.641903,27.693343,28.442686999999996,26.765008,27.340122,26.724038999999998,27.229337,25.990491,27.216391999999995,26.744307,26.139098,27.271918,27.517281999999998,27.195833,27.178275,26.505942,26.890005000000002,26.578865,26.380868000000003,27.296419,24.870528999999998
AAMDC,16.226819,16.30905,16.271960999999997,16.792152,16.278444,16.509839999999997,15.898978,17.111552,20.064266,18.607613,15.735643,15.097116,16.35046,17.160139,16.979913,15.583732,15.816281,15.525224,15.351509,16.275595,16.050056,16.370347,16.174335,16.247619,15.441892
AAMP,8.098773,7.916035,8.038935,8.483413,8.247284,8.013935,7.955223,7.686858,8.034794,8.326394,8.41098,8.294307,8.559434,8.682214,8.257859,8.059466,8.160992,8.275171,8.235789,8.328315,8.052956,8.039002,8.140589,7.830864,8.761782
AANAT,5.464149,4.639723,4.712514,5.004979,4.599129,4.997606,4.370759,4.620168,4.926009,4.699912,4.873692,4.662722,4.629355,4.868418,5.02156,4.760222,5.473896,5.020516,5.015518,4.76266,4.752825,4.883242,4.549722,4.658855,4.638342
AAR2,7.364679,7.417834,7.30307,7.320917,8.137702,7.565224,7.130526,7.357132,7.291981,7.846673,7.439068,7.928294,7.488907,7.327966,7.423856,7.720773,7.101411,7.338873,7.589374,8.118515,7.45314,7.526229,7.764285,7.554461,7.414053
AARS,8.015843,8.797137,8.579994,8.576445,8.928847,8.365463,8.496676,8.480614,8.818729,9.369309,8.925958,9.49507,8.431968,8.406053,9.944815,9.211871,8.246529,9.074723,9.064095,8.655182,8.239456,8.614912,8.691373,8.493903,9.456881
AARSD1 /// PTGES3L /// PTGES3L-AARSD1,5.859124,5.308886,5.560698,6.266232,5.461261,5.48971,5.469135,5.614303,4.897864,5.750707,5.344321,5.807237,4.972701,5.094902,5.388545,5.455688,5.459052,5.543715,5.469809,5.843255,5.541057,5.476837,5.55069,6.182784,4.71976
AASDHPPT,10.466114000000001,13.215679,13.838511,13.246044999999999,16.836243000000003,11.408187999999999,12.317624,14.007837,12.468699,11.121794000000001,11.522933,13.468599,12.79522,11.943054,11.242798,12.31244,11.300189,12.352913000000001,13.535827,13.28959,12.914543,13.085878000000001,13.135121999999999,13.033469,13.590179
AASS,8.155533,7.549006,7.319826,7.38605,7.50625,7.67958,8.060032,7.424753000000001,7.9989729999999994,7.531307999999999,7.694891,7.499548000000001,7.414513,7.408985,7.3776779999999995,7.611838,7.429535,7.529128,7.364122,7.60985,7.572413,7.580031,7.699625,7.861448,7.2611799999999995
AATF,7.135882,6.639222,7.236263,7.03126,7.387663,7.132971,8.71555,7.581767,7.281114,7.568994,7.066352,7.414911,7.31172,7.284955,8.746628,7.321877,7.278097,8.786324,7.224264,7.332911,7.422943,7.339496,8.515641,7.458147,8.507803
AATK,7.229487,7.047465,6.650405,6.899927,6.618357,7.244658,6.999459,6.970527,6.967139,6.8399,6.97187,6.657266,6.839896,6.845681,6.583358,6.925535,7.165157,6.917033,6.881348,6.842401,6.774329,7.025905,6.603669,6.655307,6.414043
ABAT,13.562207,12.958379,13.8453,14.708025,15.689443,13.635328000000001,13.315655000000001,14.023626,13.302032,13.176238,17.313662,17.784174,12.608951999999999,13.882566,14.753456,14.301849,13.571910999999998,14.662769,13.761701,13.398593000000002,14.520086000000001,14.417141,14.063358999999998,14.331779999999998,13.231866
ABCA1,16.412123,17.372231,15.79608,16.965194,16.177830999999998,16.382111000000002,18.774423,19.214571,17.57592,16.000144,17.42965,17.628008,17.253492,18.230083,15.992567000000001,16.66959,17.485004,15.971243000000001,17.925379,16.606828,16.214921,18.183372,15.96706,16.942577,17.846777
ABCA11P,4.155169,4.336135,4.146377,4.030004,4.151583,4.21004,4.361172,3.787589,4.393968,3.873604,4.042164,4.114346,4.192696,3.9206,4.105641,4.013992,4.161562,4.181139,4.073079,4.242095,4.378573,4.164908,4.07613,4.055555,4.143708
ABCA12,3.838622,4.043841,4.434938,4.266322,4.121902,4.38628,4.31229,3.878834,3.975147,4.44169,3.634564,5.503236,5.68016,4.022972,3.874888,3.836107,4.024681,3.895741,3.936433,3.773552,5.354494,3.935636,3.675385,3.813067,3.669284
ABCA2,17.144016999999998,15.877288,15.622975,16.294992,15.296848,16.113149,15.024761999999999,15.444775,15.261753,16.123731,15.971429,16.021921,15.94014,15.367359,15.981209,16.579882,16.342861,15.811201,15.805244,16.277677,16.014601,15.923561,15.186340000000001,15.824834,15.943971000000001
ABCA3,6.615159,6.11077,7.395171,6.214088,6.050386,6.044501,6.123542,7.755121,6.10344,6.22344,6.91411,4.966555,7.613515,6.303625,6.647638,7.032568,5.926434,5.773357,5.490641,6.329314,5.852611,5.802454,6.447484,6.504332,5.238782
ABCA4,5.663849,5.417302,5.311442,5.032379,5.002583,5.259626,5.265577,5.052993,5.155349,5.286821,5.170307,5.34089,5.40162,5.056483,5.406167,5.491894,5.425811,5.32826,5.362479,5.169898,5.163398,5.351452,5.088581,5.506782,4.995135
ABCA5,4.49753,4.630747,4.299607,4.306336,4.532774,4.490452,4.618962,4.354477,4.417862,4.571725,4.623526,4.299902,4.726409,4.485222,4.457621,4.156997,4.504237,4.107628,4.439489,4.370457,4.60693,4.482751,4.473435,4.375551,4.063545
ABCA6,4.297149,4.132583,3.966027,4.044545,3.683702,4.024531,4.827112,4.041848,4.149462,3.926017,4.079067,3.935229,4.085899,3.850834,4.033085,3.923635,3.920423,3.948388,4.040739,4.09981,3.827205,4.104868,4.019918,4.098883,3.78221
ABCA7,6.061939,5.327496,6.314701,5.417129,5.798914,5.965764,5.188664,5.317939,4.84232,5.519509,5.767122,5.300641,5.458441,5.596574,5.270438,5.690537,5.635033,5.49289,5.660251,5.347762,5.772506,5.681097,5.316595,5.426235,5.192294
ABCA8,3.911969,3.600857,3.274078,3.634802,3.527845,3.696461,3.958196,3.530217,3.683105,3.572155,3.776566,3.535791,3.551825,3.521854,3.505223,3.512895,3.580209,3.58981,3.559824,3.528979,3.721085,3.582768,3.68972,3.610164,3.471127
ABCB1,4.256258,4.104087,3.903509,4.022362,3.867276,4.117724,4.183119,3.772514,4.195206,3.98061,3.953115,3.945006,3.966986,3.890158,4.004099,3.961519,4.032169,4.069718,3.977007,3.988859,3.745763,4.136613,4.054763,4.251906,3.765772
ABCB1 /// ABCB4,4.075239,3.849755,3.608911,3.856689,3.718307,4.093074,3.869113,3.644944,3.552484,3.663252,4.007223,3.789633,3.780181,4.152613,4.332971,3.908534,4.216696,3.905898,3.800409,3.820355,3.963839,3.981914,4.010487,3.995041,3.772477
ABCB11,8.362273,7.893943999999999,7.4962,7.61073,7.320557,7.709300000000001,7.689931,7.558578,7.827871,7.739878,7.733775,7.548887000000001,7.459542000000001,7.746867,7.642227,7.783448,7.8841779999999995,7.935459,7.763563,7.836682,7.6965650000000005,7.840243000000001,7.353894,7.86113,7.315241
ABCB4,4.834107,4.743948,4.586053,4.469813,4.48414,4.723479,4.62002,4.501512,4.569108,4.61308,4.690704,4.598276,4.739027,4.564746,4.694732,4.351751,4.881382,4.617762,4.573385,4.818934,4.983064,4.966407,4.670705,4.76155,4.394356
ABCB6,11.046769999999999,11.983989000000001,11.327487,10.862001,10.568689,11.140238,10.199142,10.448502,10.064121,11.572221,11.035841999999999,10.885110000000001,11.058115,11.411926000000001,12.389553,10.245695000000001,11.532617,10.941141,10.944503000000001,11.111763,10.585234,11.355442,11.516169,11.298918,10.759828
ABCB7,5.553741,5.12327,5.155992,5.452728,5.637768,5.244376,5.227399,5.506752,4.673426,4.784799,5.242676,5.489357,5.319149,5.803379,5.495665,5.274727,5.735573,5.307602,5.227142,6.158293,5.663266,5.419008,5.48999,5.594559,5.775398
ABCB8,5.521958,5.507211,5.287076,5.338257,5.177506,5.476392,4.776228,5.242697,4.952273,5.516168,5.418557,5.176088,5.335165,5.29011,5.617545,5.367023,5.94591,5.756572,5.847968,5.497161,5.337107,5.677765,5.041936,5.521063,5.079065
ABCB8 /// ASIC3,5.399905,5.328141,4.707683,5.343907,4.647268,4.893064,5.015542,4.838148,5.253724,4.803757,5.302486,4.850041,5.229343,5.14218,5.183805,4.894633,5.175748,5.178232,5.305506,5.111814,5.230086,4.845597,4.995596,5.304858,4.613656
ABCB9,11.721522,11.212837,11.848169,10.436239,11.196262,11.132246,10.998427,10.982683999999999,11.267977,10.942775000000001,11.514472999999999,10.729376,11.270501,10.670021,11.119496999999999,11.09413,12.120011,11.049361999999999,11.135164,10.861643,11.830777999999999,11.187171,10.957754,11.166402999999999,11.367837
ABCC1,12.461960000000001,11.717352,13.518873,12.441835999999999,12.12605,13.074494,12.564786,13.305223,12.15766,13.133989,12.515772,12.271457999999999,12.98027,12.946005,12.271941,12.604879,12.899878000000001,12.619936,13.072039,12.578457,12.891210999999998,12.440331,12.388532999999999,12.911042,13.412433
ABCC10,15.083404000000002,14.493016,14.870491,13.764354,13.474554000000001,13.995097000000001,14.386545,14.800246999999999,13.821033,13.699268,14.138079999999999,14.832256000000001,15.391866,14.204415999999998,15.412426,15.113709,14.043904,14.423539,13.441112,13.806374,15.213370000000001,13.837325,14.600652,14.690352,14.724948000000001
ABCC2,5.343763,4.933934,4.83066,4.971393,4.380054,4.994804,4.76584,4.694673,4.637175,5.00611,4.909389,4.536877,5.122252,4.789573,5.745324,4.927476,5.506323,5.67579,5.591763,5.017769,5.162012,5.307663,4.494745,4.985076,4.598762
ABCC3,12.860897,11.834939,12.834146,11.204647000000001,10.951194000000001,12.605156,11.474122999999999,11.218748999999999,11.918144,11.494876,10.975627,12.653697000000001,12.101485,11.725144,15.086908999999999,11.295445,11.916771,12.14916,15.47259,11.283607,11.445910999999999,12.002145,14.325407,11.534892,11.867941
ABCC4,3.745312,3.59178,3.541938,3.882363,3.498899,3.706194,3.95543,3.294007,3.393464,6.325831,3.483226,3.591382,3.527057,3.649164,3.803321,3.575153,3.891985,3.960596,3.552514,3.388643,3.957887,3.61839,5.005811,3.520757,3.633263
ABCC5,7.798863,6.352806,6.543923,7.398445,9.000763,6.640375,7.353199,8.609079,7.16219,7.149001,7.163142,7.210553,7.090055,7.04506,6.499839,6.972498,6.891569,6.823716,6.611114,6.878218,7.809959,6.720066,7.360881,7.969675,6.657525
ABCC6 /// ABCC6P1 /// ABCC6P2 /// LOC101930322,5.966674,6.008793,5.566373,7.001056,6.267354,5.71021,5.586066,5.732242,5.738494,5.308633,5.306047,5.231207,6.386241,5.355108,5.966707,6.108137,5.602793,5.341744,5.636662,5.524142,5.304204,5.659753,5.186715,5.866939,6.321208
ABCC6 /// LOC101930322,11.317273,11.469331,10.505084,11.619378,10.641507,11.171498,11.159542,10.450285000000001,11.150132,10.842187,10.774715,10.632698999999999,10.863747,10.746366,12.379983,11.072759000000001,11.479448999999999,10.969868,11.527387000000001,10.881127,11.523033999999999,11.763831,10.548643,10.728561,11.52548
ABCC8,10.7924,10.360835,9.754356,10.40212,9.704696,10.034404,9.799025,9.530762,9.502991,10.573952,10.866484,9.6177,9.938946,10.339732,11.757724,10.010741,10.703105,9.936349,10.01109,10.247385999999999,10.429293000000001,10.051866,9.630227999999999,11.093761,9.329224
ABCC9,13.676305,13.092457,12.146522000000001,13.247916,12.092580000000002,12.909614,13.495422000000001,12.219255,13.673729999999999,13.023772000000001,12.743324000000001,12.663069,12.652828,12.669321000000002,12.841461,12.565435999999998,12.859717,12.735695,12.909354,12.776448,12.464435000000002,12.734751,12.092316,13.064668999999999,12.210275000000001
ABCD1,6.98033,7.249051,7.110065,6.588861,6.772595,6.951175,6.752171,7.111761,7.423228,7.270971,6.50539,6.882353,7.280877,6.450273,7.172185,6.823648,7.027549,7.306215,6.927437,7.031225,6.391254,6.89037,7.154255,6.838383,6.831744
ABCD1P2 /// ABCD1P2,6.138793,5.743557,5.822803,5.5797,5.726844,5.807933,5.837256,5.603395,5.723547,5.82086,5.767122,5.671058,5.837448,5.553752,5.695482,5.581991,5.923192,5.728733,5.713685,5.785899,5.727621,5.684956,5.735713,5.813084,5.68115
ABCD2,3.585419,3.645641,3.3774,3.530511,3.392464,3.567068,4.102387,3.329656,3.689506,3.383676,3.318149,3.350497,3.491627,3.42631,3.658616,3.442203,3.500024,3.468199,3.416929,3.397051,3.450312,3.615664,3.417333,3.447281,3.4217
ABCD3,6.882755,7.104799,7.31059,7.41882,7.603968,5.749164,5.596414,7.591305,6.596128,6.501223,7.075355,7.40077,6.693416,7.015023,6.767383,8.46228,5.514166,6.240326,6.866804,7.081193,7.769821,6.091139,6.826372,8.417595,7.72393
ABCD4,12.659053,11.647167,11.400487,11.523306,11.222649,11.438602,12.275713,11.641860000000001,11.398931000000001,11.634457999999999,11.341143,11.768849,11.488012999999999,11.323948999999999,11.969306,11.728014,12.183278000000001,11.492458,11.772732,11.457919,11.8221,11.256909,11.49208,11.861478,10.897143
ABCE1,11.703368000000001,16.481365,13.802995,12.630595,13.552857,12.246618,11.859667,12.485297,13.490148000000001,13.920067,11.281899,12.554184,14.437671,14.843512,12.997786999999999,12.17229,12.113227,12.237347,12.568286,14.147289,12.804932,13.045905,14.557870000000001,13.778220000000001,14.834630999999998
ABCF1,7.850809,7.916737,8.135001,7.766344,8.07689,7.845275,7.879252,8.460721,7.627266,7.55137,8.359156,7.833602,8.049141,8.132681,7.74811,8.155269,7.609214,7.871407,7.53385,8.093151,8.364851,7.820477,8.185146,8.340931,8.640326
ABCF2,27.834299,27.540549,27.628290999999997,27.824035000000002,27.204963,27.342313,26.8712,27.338732999999998,26.701558,27.987904,26.675677999999998,27.583403999999998,28.567271,26.783236,29.485706,28.299038000000003,28.40681,28.382519000000002,28.793803,28.432796,29.67875,28.863232,27.39227,27.922589000000002,28.452806000000002
ABCF3,6.645114,6.37932,6.812878,7.288253,6.941605,6.702274,6.561838,6.681055,6.609546,7.223946,6.960704,6.798725,6.627187,6.884935,6.780461,6.891152,6.653289,6.837523,6.863069,6.997844,7.013169,6.924474,6.896524,6.898288,7.214857
ABCG1,10.793278,10.563447,13.123505000000002,11.12246,11.799843,11.022548,11.413155,12.160783,11.919358,9.83428,11.388268,11.365334,10.582650000000001,12.221188999999999,11.629477,11.153753,10.932385,10.42873,11.818354,12.772503,10.869531,10.909306,9.973334000000001,11.934251,10.188174
ABCG2,5.842618,5.649013,5.071528,5.410273,4.751466,5.026572,5.633788,5.377881,5.326407,4.954535,5.101423,5.17235,5.340179,5.030893,5.052902,4.920941,5.213404,5.232114,5.480748,5.223383,5.153122,5.488962,5.000946,5.164596,4.871157
ABCG4,6.705677,5.928231,6.043859,6.052592,5.582235,6.452042,6.064108,6.084793,6.05724,5.892973,5.923644,6.090348,6.06529,6.078621,5.963128,6.145116,6.591379,5.909064,6.173405,6.181677,6.028955,6.343389,5.81839,6.036945,5.813412
ABCG5,5.032194,4.774776,4.392524,4.485481,4.514477,4.278586,4.704177,4.49866,4.501421,4.573454,4.495062,4.34396,4.512815,4.392385,4.781564,4.537478,4.569272,4.769362,4.746527,4.605526,4.327903,4.427198,4.302719,4.439649,4.377204
ABHD10,7.508289,7.648974,8.140215,7.480825,7.584282,7.508289,7.367994,7.883941,7.725955,7.359876,7.670478,7.303127,7.024164,7.551294,7.71369,6.859536,7.329777,7.014052,7.58473,7.355257,7.484434,7.541254,7.634252,7.114966,7.976439
ABHD11,8.690241,8.360559,9.220926,8.222469,8.378562,7.651288,8.374015,8.860865,8.371945,8.487246,7.547615,8.194579,9.172584,7.026143,9.65841,8.46311,7.295268,8.610704,8.69238,7.932419,8.989285,8.652289,8.602976,8.308206,9.404789
ABHD14A /// ACY1,6.474906,5.910514,5.961306,6.106326,5.795218,6.052412,5.826935,6.667118,5.861217,5.893708,6.106678,5.888369,6.303553,6.072628,6.323664,6.23967,5.963209,6.28167,6.292067,6.194811,5.725815,5.975706,5.93864,6.381386,6.051492
ABHD14A-ACY1 /// ACY1,6.532593,7.211335,7.755584,7.004092,6.833655,6.573436,6.661004,8.019426,6.971215,7.659105,6.941777,6.9219,7.686737,6.64752,8.500082,7.173725,6.898338,7.311652,7.048167,8.392485,7.09578,6.797019,7.249205,7.216297,7.441374
ABHD17A,7.967824,8.243442,8.738451,7.638643,9.651246,8.328578,7.497464,7.911853,8.468725,8.743418,8.17812,7.448223,8.826923,8.382332,9.091691,8.822847,8.415013,8.305484,8.068218,7.857558,8.44057,8.023297,7.823757,7.48349,8.472182
ABHD17B,5.92024,5.727375,5.155992,5.479614,5.409436,5.652484,5.584154,5.281424,5.993999,5.529428,5.251957,5.584511,5.722424,5.649367,5.902064,5.791373,5.71597,5.751952,5.603491,5.529707,5.503265,5.864425,5.368306,5.39633,5.716758
ABHD2,21.562414,22.631443,21.180152999999997,21.695626,20.729719,21.480829,20.977656000000003,25.586001,21.599467999999998,21.648291999999998,22.740059000000002,22.229521,21.169187,21.309797000000003,20.670994999999998,22.018898,21.78406,20.995478000000002,21.199829,21.766485000000003,21.618432000000002,21.360964,23.630368,21.237461000000003,20.593624000000002
ABHD3,6.391759,6.194022,6.531578,6.431462,7.163953,6.534356,6.498973,6.719387,6.164702,6.656231,6.024104,7.402844,6.425743,6.522951,6.827914,5.724958,6.45172,6.39597,6.241437,5.753736,6.460375,6.307177,6.481007,6.54726,6.569384
ABHD4,7.774317,7.435171,7.031572,7.245628,7.420701,7.710256,7.34167,7.611209,7.452027,7.663391,8.020621,7.28083,7.36532,7.480949,7.25598,7.130445,7.502472,7.55155,7.278014,7.390942,7.316264,7.133457,7.769397,7.564143,7.366059
ABHD5,13.855115999999999,14.304273,14.812646,15.262635,14.028921,14.078615,14.640269,14.522305,14.920432000000002,13.360886,14.099782999999999,13.874416,14.551559,13.898496999999999,14.791472000000002,14.784919000000002,14.21651,14.584339,14.100798999999999,13.822202,14.407372999999998,15.186555000000002,13.940018,14.10118,13.616932
ABHD6,18.492882,17.915161,16.888516,18.25745,17.198975,17.991565,18.161241999999998,18.028295,18.255126,18.755863,17.209956000000002,17.109914,18.73179,17.465316,20.424473,18.014053,18.948608,18.05198,17.672998999999997,17.259016000000003,17.582736,17.501093,17.939165000000003,17.753428,20.589723
ABHD8,5.198337,4.87962,5.148121,5.922025,5.272337,5.438988,4.621797,4.982859,5.167762,5.211599,5.48149,5.132758,5.236242,5.405059,5.361217,5.283725,5.855917,5.271367,5.306416,5.334889,5.185135,5.353437,4.928166,4.945615,4.988751
ABI1,9.781099999999999,12.0686,11.912683,11.708352999999999,12.199867000000001,13.150084,11.066353,13.006561,11.636407,12.587344,13.192548,13.668942000000001,12.543514,13.868844,12.528194,12.897091,12.941790000000001,13.426462,11.566459,12.000395000000001,11.180919,12.034352,13.458557,12.538681,14.684693
ABI2,26.351247,25.332641,23.976792,24.716369999999998,24.51253,24.690006,25.878859,24.156337,25.506149,24.731032999999996,24.730799,24.35294,24.612975,24.718604,24.914775,24.62424,23.545745,24.711759,24.903195999999998,25.558324000000002,25.240422000000002,25.563399999999998,24.299508,24.941392,24.198931
ABI3BP,4.758282,4.417692,4.11568,4.552559,4.149397,4.330212,4.379251,4.212317,4.610821,4.277655,4.323003,4.307234,4.30641,4.274706,4.319424,4.424285,4.342454,4.266553,4.328604,4.354212,4.316518,4.383321,4.275441,4.498406,4.256539
ABL1,6.912718,8.233276,7.837789,7.014081,8.020956,7.007592,7.213177,7.722961,7.446218,8.131632,7.798089,7.900174,8.045751,7.384151,7.849537,7.576354,7.235648,7.692665,8.095289,7.480145,9.381249,6.620031,6.996683,6.73665,8.488211
ABL2,6.435185,6.115253,6.232609,6.309461,6.043879,6.196638,6.172824,5.894171,5.92722,6.194259,5.954939,6.062934,6.032454,6.322441,6.121507,6.17989,6.568493,6.603722,6.097592,6.382098,6.116278,6.290062,6.001479,6.070028,5.883497
ABLIM1,12.296224,15.294535,16.014241,14.846726,12.663761000000001,15.293203,13.749362,13.161902,16.312057,11.683724000000002,11.36166,13.244517,14.657525,12.629719999999999,14.213245,15.948246999999999,13.16849,15.910357999999999,14.367729,12.555329,14.79185,13.405735,16.027606,14.328326,12.917255
ABLIM3,6.195706,5.077404,4.901438,5.038678,5.842271,5.576106,5.893728,5.039366,5.790957,4.879913,5.098679,4.676213,5.168327,5.463982,5.885522,6.226753,5.272168,5.221646,5.603301,5.23637,4.838461,5.019659,4.879235,5.390566,4.842514
ABO,10.807202,9.911589,9.927316000000001,10.217501,9.30038,10.407534,9.965508,9.587219999999999,9.48813,10.059871,11.214489,9.785769,10.319343,9.881453,10.317357999999999,10.36638,10.831831999999999,10.277664,9.991064000000001,10.484121,9.862223,10.134648,9.481764,9.575141,9.099302999999999
ABR,13.069199,12.980744999999999,12.764272,12.767917,12.775685,12.813262,12.334990999999999,12.625603,12.849409,13.101996,12.853259999999999,13.379745,12.7777,12.996946999999999,13.675982999999999,12.723852,13.66785,12.988311,13.235939,12.443840999999999,13.236355,12.890827000000002,13.340492000000001,12.40717,12.212738
ABT1,6.842822,6.831726,6.765385,7.122107,7.178106,7.201404,6.596351,7.090801,6.893444,6.983119,6.933076,7.145467,6.945041,7.43029,7.11345,7.048843,7.018204,6.951757,7.272803,7.064503,7.414741,7.219065,6.791778,6.727217,7.368441
ABTB2,6.626623,6.234515,6.468494,6.523651,6.255721,6.488271,6.572552,6.234275,6.562276,6.382903,6.173431,6.680561,6.419734,6.584933,6.470028,6.623,6.48069,6.785101,6.457887,6.220867,6.66831,6.641724,6.683506,6.470853,6.290433
AC002310.7 /// ZNF785,4.463593,3.940499,3.85211,4.189292,3.764005,4.12571,3.950606,3.933442,3.83726,4.099273,4.043955,3.846245,4.0347,4.059988,4.057023,4.039043,4.437295,4.042698,4.058162,4.242348,4.019614,4.276432,3.890451,3.947835,3.785889
AC003989.4,6.109152,5.818029,5.76795,5.933161,5.472473,5.627195,6.103501,5.782023,5.658872,5.858159,5.951054,5.82967,5.734516,5.875716,5.686662,5.807231,5.994779,5.800485,5.912665,5.869538,5.829252,5.853342,5.881257,5.801461,5.63604
AC004490.1 /// AX746733,4.673304,4.156108,3.848366,4.383927,3.702952,4.058047,4.025434,3.849729,4.026618,4.042225,4.175311,3.977701,3.962132,3.912749,4.41347,4.032131,4.360028,4.351325,4.048874,4.099675,3.927267,4.17735,3.624455,3.897875,3.817139
AC004692.5,6.831229,6.523337,7.020613,7.445333,6.422756,6.348225,6.91073,5.98018,7.030738,6.507334,6.576188,6.828459,7.105305,7.151735,7.151823,6.820012,6.709871,7.031817,7.105667,7.999558,6.421987,6.648313,6.381672,6.627326,6.162781
AC004941.5,5.334767,5.363719,5.279474,5.261438,5.20692,5.215515,5.355435,5.34889,4.935269,5.210723,5.246042,5.370067,5.117915,5.313715,5.15912,5.252659,5.519253,4.961962,5.404438,5.07005,5.262522,5.354663,5.458206,5.817152,5.288316
AC005838.2,5.870773,5.624947,5.03447,5.150601,4.848988,5.053813,5.826279,5.276197,5.282811,5.037191,4.882247,4.889771,5.460806,4.69092,5.206641,5.464517,4.794166,5.230485,5.189029,5.067561,4.884216,4.842559,4.925519,5.245542,5.063937
AC007292.3,5.825346,5.671814,5.357944,5.595834,5.325032,5.596447,5.960977,5.557394,5.457327,5.444158,6.020895,5.415352,5.531032,5.539319,5.70704,5.517058,6.425192,5.368697,5.755006,5.67975,5.578222,5.898784,5.444756,5.444172,5.228846
AC007389.3,7.52142,7.810199,6.989613,6.971014,6.670456,7.232308,7.413395,6.846741,7.04411,7.100405,6.755159,6.807627,7.258881,6.98174,7.2803,7.14607,7.590799,7.255539,7.247624,7.517747,7.275033,7.2578,6.96061,7.063459,6.822794
AC007967.3 /// RBMY2TP /// RBMY2TP,7.032236,6.722297,6.492074,6.671607,6.368182,6.675919,6.825189,6.683271,6.769595,6.56393,6.597317,6.37347,6.471592,6.379478,6.607805,6.693682,7.034277,6.600452,6.519867,6.683885,6.755014,6.657528,6.432217,6.565645,6.266134
AC009237.8 /// AK055967,5.459719,5.791266,5.108617,4.994846,4.865474,4.833302,4.936147,4.893569,5.081021,5.186567,5.326222,5.034736,5.09494,4.848132,5.275007,5.170069,4.428345,5.01745,4.820543,5.30817,5.315671,4.865111,5.488292,4.980425,4.90012
AC009947.3 /// RBMY2AP /// RBMY2AP /// RBMY2BP /// RBMY2BP /// RBMY2DP /// RBMY2DP,4.539027,4.162023,4.129837,4.313292,4.023455,4.18436,4.370449,4.019193,4.212173,4.202414,4.3656,4.205228,4.156755,4.151148,4.101398,4.269446,4.331136,4.118387,4.296918,4.202765,4.274959,4.185002,3.999254,4.234284,4.009858
AC012065.7,6.048807,5.810521,5.499917,5.660717,5.557595,5.752757,6.087904,5.619819,5.550596,5.463774,5.873134,5.567601,5.54043,5.559739,5.595824,5.750866,5.960775,5.64883,5.684116,5.773917,5.629253,5.925033,5.658506,5.770928,5.46242
AC068039.4,6.925189,5.964719,5.7706,5.690703,5.327493,5.611227,6.619146,5.787171,5.834766,5.363062,5.689875,5.64035,5.821437,5.767399,5.55892,5.8912,5.500418,5.784432,5.704743,5.935367,5.950629,5.858979,5.910958,6.312988,5.34808
AC074212.6,4.849779,4.899385,4.750178,5.195143,4.893859,5.249665,4.572134,4.798616,4.516289,5.072742,5.412119,4.721175,4.978059,4.885634,5.279127,5.030225,6.032956,5.258228,5.304312,4.969037,4.91219,5.267678,5.014384,5.02992,4.743323
