index,GSM1050643,GSM1050644,GSM1050645,GSM1050646,GSM1050647,GSM1050648,GSM1050649,GSM1050650,GSM1050651,GSM1050652,GSM1050653,GSM1050654,GSM1050655,GSM1050656,GSM1050657,GSM1050658,GSM1050659,GSM1050660,GSM1050661,GSM1050662,GSM1050663,GSM1050664,GSM1050665,GSM1050666,GSM1050667
LINC00599 /// MIR124-1,7.510195,7.182862,6.394328,6.857573,6.500046,7.048088,7.328474,6.657445,6.773807,6.777491,7.051631,6.581579,6.892531,6.766168,6.65164,6.918048,7.637724,6.763528,6.729079,6.978491,6.732579,6.927543,6.476796,6.62692,6.337117
LINC00623 /// LINC00869,7.838282,6.595984,6.526549,7.961972,7.20112,7.983271,6.348719,6.617416,7.182659,8.062021,8.007253,7.901319,7.43559,7.172235,6.717081,6.451495,7.615704,6.817343,6.389064,6.798336,8.496992,6.902359,7.23756,6.910625,7.405608
LINC00652,7.202114,6.654891,6.449596,6.609179,6.349544,6.617331,7.177239,6.245767,6.775805,6.514994,6.53438,6.362246,6.62291,6.210046,6.555058,6.734917,6.649304,6.817033,6.745438,6.727792,6.601907,6.740476,6.448318,6.605108,6.371097
LINC00667,6.057179,5.819988,5.469798,5.649813,5.36416,5.666121,6.043232,5.582769,5.834218,6.144486,5.765805,5.612669,5.547714,5.626663,5.566866,5.780773,5.915765,5.752486,5.788663,5.541881,5.415669,5.690952,5.681288,5.549781,5.748329
LINC00675,4.562788,4.511252,4.255942,4.704946,4.160197,4.232216,4.850923,4.256585,4.404271,4.219189,4.474455,4.367188,4.32748,4.379286,4.436318,4.597236,4.661154,4.476501,4.414656,4.554241,4.52134,4.417095,4.082856,4.515911,4.082385
LINC00837,3.481708,3.560144,3.227209,3.446469,3.238342,3.22732,4.348707,3.325824,3.765105,3.30252,3.221703,3.20409,3.350641,3.291514,3.363667,3.242507,3.404952,3.432226,3.442099,3.267814,3.355811,3.270226,3.214141,3.189461,3.282563
LINC00894,5.736204,5.594185,5.278604,5.396635,5.06647,5.381229,5.740267,5.248634,5.397696,5.340157,5.448013,5.245659,5.42772,5.175528,5.351684,5.380335,5.382789,5.444491,5.3721,5.320843,5.339831,5.277924,5.416514,5.568013,5.173549
LINC00921 /// ZNF263,6.608457,6.584043,6.624095,6.283421,6.556089,6.259588,6.018327,6.75884,6.207728,6.422431,6.320785,6.603734,6.482894,6.486218,6.773103,6.411729,5.935608,6.696801,6.428705,6.614279,7.061754,6.268645,6.419944,6.778493,6.549591
LINC00939,4.438832,4.287438,4.078532,4.57566,4.019219,4.22765,4.246672,3.89228,3.938753,4.193766,4.315671,4.018765,4.186966,4.042502,4.230134,4.298631,4.584527,4.364281,4.443429,4.312784,4.054969,4.520917,3.876942,4.349213,3.788788
LINC00950,6.477244,6.257933,5.860505,6.379727,5.932081,6.115389,6.071535,5.624224,5.914202,6.245079,6.128716,6.021293,6.256035,6.038229,6.168407,5.956132,6.518775,6.129903,6.415395,6.169371,6.1559,6.236412,5.86308,6.131319,5.858118
LINC00963,10.133147999999998,10.234458,9.661529999999999,9.59353,10.328688,9.938493000000001,10.346725,9.940479,9.713619,11.8238,9.856503,11.278213000000001,9.879691999999999,9.758096,9.799605,9.783672,10.189692,9.598483,9.822264,9.620315999999999,10.127858,9.651672000000001,9.234953,9.959095,9.570451
LINC00965,5.279515,5.018283,4.731726,5.122903,4.911667,4.975658,5.504717,4.745712,5.132825,4.794594,5.015549,4.963364,4.797868,4.913615,5.213264,4.846941,5.253453,4.984519,4.895773,4.992005,4.968054,4.828674,4.730419,5.13026,4.540189
LINC01136,5.374667,5.407902,4.901817,5.232218,4.945578,5.062649,5.202523,5.081544,5.332435,5.251561,5.071861,5.05152,5.05748,5.08886,5.373861,5.346334,5.487661,5.167117,5.28502,5.454485,5.255491,5.345838,4.961763,5.188329,4.719076
LINC01140,5.345805,5.018264,4.939007,4.988503,4.846478,4.954813,4.862697,4.973414,5.336505,4.929261,4.934895,4.796216,4.996745,4.904712,4.86948,5.014274,5.079141,5.003806,4.99277,4.918158,5.116983,5.110945,5.175798,4.875578,4.60018
LINC01260,7.000367,6.751437,6.607104,6.716696,6.302899,6.654271,6.668444,6.30886,6.657056,6.563275,6.327717,6.607574,6.722395,6.489185,6.74663,6.505085,6.254904,6.647678,6.84531,6.667874,6.478111,6.637738,6.346334,6.621301,6.29233
LINC01278,12.340079,12.442758,11.79614,11.628519,12.100508999999999,11.565398,12.443328,11.58444,11.577128,12.604184,11.583584,11.673238000000001,11.856148000000001,11.346363,11.814309999999999,12.448076,11.688026,12.106516,11.814359,12.09787,12.031924,11.602747,11.566724,12.133610000000001,11.738674
LINC01314,12.782775,11.777541,11.151156,11.440918,10.743803,11.8491,12.056604,10.926541,12.088609,11.351939999999999,10.777051,11.108304,11.541547000000001,10.56421,11.212697,11.899612999999999,11.192045,11.5894,11.107646,11.205687000000001,11.140906999999999,11.578517,10.766494,11.546946,10.504133
LINC01361,7.797688,7.759027,7.484958000000001,7.800751,7.382057,7.773763000000001,7.777072,7.473693000000001,8.033748000000001,7.462706,7.761153999999999,7.473599,7.496246,7.459382,7.622866,7.6500319999999995,7.930394,7.6931,7.556784,7.791361,7.416884,7.732760000000001,7.413052,8.000186,7.3494399999999995
LINS,3.496806,3.255471,3.271466,3.474057,3.398485,3.439796,3.545227,3.362327,3.529222,3.303592,3.483226,3.481592,3.263683,3.485478,3.463059,3.472029,3.420164,3.353962,3.42444,3.578054,3.439087,3.49548,3.462109,3.484809,3.299043
LIPA,7.609385,9.622711,7.522151,8.468519,8.38418,8.668583,8.714189,9.982096,8.406919,8.02899,7.305496,8.099196,8.445852,9.837055,8.669799,7.486188,10.534439,8.877448,8.925101,8.122344,7.323524,8.746403,8.337647,9.052037,8.857422
LIPC,4.592566,4.394435,4.144931,4.248204,4.164001,4.187553,4.555475,4.246073,4.299151,4.268556,4.224637,4.067578,4.260403,4.030121,4.169893,4.230724,4.501839,4.347021,4.231995,4.418813,4.332671,4.353196,4.153708,4.743589,4.120481
LIPE,11.883881,10.977118,10.924866999999999,11.023395,10.662796,11.398499000000001,10.719514,10.999722,10.757397000000001,10.957695000000001,11.677932,10.302700999999999,10.902367,11.108285,11.624058,10.812988,11.73077,11.170327,11.190617,11.0612,10.725638,11.150191,10.962363,11.134758000000001,10.505959
LIPF,4.600524,4.237797,4.122569,4.305911,4.111821,4.39199,4.510419,4.213312,4.377193,4.303416,4.235005,4.117532,4.239151,4.346281,4.327586,4.291069,4.292718,4.283246,4.339513,4.295866,4.326479,4.379221,4.191396,4.571245,4.008305
LIPG,4.29468,4.446725,6.155316,4.138889,4.056454,4.082995,4.975405,4.102621,4.134194,4.191603,4.026043,4.170333,4.1078,4.051622,4.049888,4.157291,4.02912,4.214148,4.320814,4.327675,4.172648,4.177474,5.706253,4.058358,4.093808
LIPT1,5.274823,5.160619,5.012363,5.494592,6.098809,5.409799,5.957267,5.328387,5.499492,5.530116,5.634793,6.283065,5.613584,5.628305,5.7641,5.694636,5.297475,5.486477,5.072927,5.396589,5.61315,5.348941,5.543537,5.861976,5.639902
LITAF,14.923171,17.546981,19.445072,18.288398,18.597595,19.111196,17.218142,17.059302,18.425657,18.492581,18.295264000000003,17.2847,15.753001,18.462106,16.156813999999997,17.161029,18.847114,18.843505999999998,18.019166,15.973400999999999,16.865867,17.774814,17.335501,17.512938,18.930968
LLGL1,13.88653,13.585491,12.71546,13.104229,12.835124,13.707519999999999,13.02228,12.648395,12.895316999999999,13.017444,13.103977,12.492703,13.106713,12.961237,12.908277,13.479305,13.637706999999999,13.05201,13.169142999999998,13.242183,13.109688,13.419083,12.662254,12.751824,12.29332
LLGL2,6.847914,6.86407,6.22001,5.372467,6.214129,5.442772,5.417444,5.862538,6.102739,5.722716,5.966611,6.313617,6.508707,5.506017,6.651706,5.481176,5.489265,5.674183,5.946868,6.170789,6.896707,5.592268,6.86965,5.926577,5.739972
LLPH,4.89734,4.620442,4.625649,4.81852,4.547259,4.631978,4.823887,4.493266,4.618646,4.806024,4.488335,4.882783,4.774643,4.69264,4.598406,4.501014,4.832508,4.698273,4.771791,4.717103,4.688575,4.874819,4.469128,4.572397,4.605688
LMAN1,10.227825,10.577939,9.304242,9.715053000000001,10.243837,9.386986,10.983091,9.600812000000001,10.624413,10.358526999999999,9.282883,10.770914,10.151221,9.142347000000001,9.861428,9.747129999999999,9.618592,9.9635,9.574364,10.171146,9.853296,10.224831,10.115897,9.830781,10.632043
LMAN1L,5.780568,5.715349,5.140658,5.576758,5.083287,5.406602,5.412987,5.148126,5.279287,5.354115,5.309978,5.226537,5.427873,5.015704,5.517474,5.328969,5.588723,5.743509,5.650213,5.31151,5.367932,5.471014,5.052635,5.320098,4.68193
LMAN2,11.814687,11.233667,12.235051,11.821356999999999,11.450752,11.327672,12.191561,11.810084,11.963697,11.477483,11.298123,11.232009,11.797043,11.717285,11.919377999999998,11.715771,12.064350000000001,11.838727,11.338968000000001,11.385259,12.372786999999999,11.316599,11.910651999999999,11.067738,11.807513
LMAN2L,7.557604,7.402868,7.332032,7.015933,7.788186,7.441623,7.92819,7.012213,7.27228,7.882255,7.449645,8.028868,7.420115,7.406495,7.720414,6.93693,6.898586,7.142592,7.507601,7.610454,7.527197,7.561133,7.776793,7.521339,7.461403
LMBR1L,7.045018,6.472047,6.415557,6.424878,6.415999,6.230986,6.59471,6.411079,6.242178,6.438303,6.710525,6.442987,6.619473,6.253814,6.456782,6.389744,6.343441,6.5692,6.505294,6.314833,6.84845,6.222146,6.555665,6.199606,6.080579
LMBRD1,6.929026,7.934414,8.001559,7.90508,7.759869,8.415699,7.834256,8.171418,7.930636,7.584508,8.481358,9.100066,8.109362,8.203582,8.879614,7.716108,8.039076,7.131935,7.775216,7.644992,8.516465,8.029264,8.152101,8.329333,8.570084
LMCD1,7.211979,6.874934,5.970902,7.911238,7.45218,6.150381,6.05907,8.128997,8.059714,6.535631,6.135124,5.937581,5.989753,6.385036,6.254826,6.729796,5.8889,5.835828,6.085231,6.588349,6.172855,7.282411,6.74872,7.352495,5.214308
LMF1,14.806501,14.972674,14.839122,14.426806,14.216079,14.465411,14.779732,14.917748000000001,13.539002,14.475446999999999,15.314271,13.979517999999999,15.215086,14.085521,14.940851,15.05275,14.705693,15.379775,14.271376,14.322386999999999,14.225279,14.206879,14.291038999999998,14.635095999999999,14.02758
LMF2,17.100226,16.009005000000002,16.536724,15.822939,16.742027999999998,16.757834,16.174613,15.773185000000002,16.217576,16.72903,16.742518,15.731421999999998,16.288079,16.073183,16.871911,16.243138000000002,16.868119,16.343414000000003,15.857545,16.738637,15.927063,16.84088,15.738917,16.27004,16.28793
LMNA,33.620409,32.045848,31.800727000000002,31.660195,31.734091999999997,31.482813,31.096683,31.837339000000004,31.505207,31.443438,31.616646,30.308915,31.437624000000003,31.291332,31.951516999999996,32.738745,33.596253,33.251934,33.120537,32.408675,32.958153,31.94498,32.058482000000005,32.376490999999994,33.920816
LMNB1,5.433335,5.793767,6.58646,5.823592,7.219177,6.035193,5.546392,6.454124,6.070943,6.052216,5.660338,5.959772,5.424334,6.118691,5.894426,5.646341,5.899726,5.861182,6.005733,6.061898,6.031419,6.506638,6.495015,5.828958,7.314422
LMNB2,7.510507,7.45723,8.244638,7.080198,7.985228,6.965974,7.213984,7.251367,7.361073,7.509288,6.913902,7.064964,7.454416,7.427979,7.241436,7.082325,7.041049,7.3876,7.972532,7.664808,7.391245,7.434915,7.161333,7.138392,7.90845
LMO1,4.953684,4.830871,4.36568,4.815921,4.620417,4.930746,4.621636,4.69412,4.670443,4.75861,5.13463,4.524176,4.700274,4.73025,4.776908,4.946624,5.078809,5.139732,4.662493,4.622421,4.537632,4.966407,4.622662,4.792622,4.483351
LMO2,5.054687,4.705561,4.989269,7.063157,5.379157,6.028193,5.331897,5.532653,5.255128,5.636124,5.323217,4.716538,4.742964,5.977934,5.164676,5.097003,6.016161,4.885358,5.627064,4.882556,5.185565,5.800059,5.399236,5.372881,6.110602
LMO3,6.366198,6.346474,5.357921,5.516258,5.68222,5.51748,6.810752,5.542765,6.561392,7.041707,5.925603,5.599926,8.150912,5.269973,5.682684,5.960142,5.652422,5.788519,6.233064,5.718765,8.525009,5.775657,5.356999,5.679045,4.967396
LMO4,12.07937,10.751627,11.375484,11.287669999999999,10.297878,11.532956,10.395194,14.073881,13.262526000000001,10.783407,9.893018,11.199841,11.011814000000001,12.008445,11.750193,11.670646999999999,11.729461,13.116328,10.894400000000001,10.352333999999999,13.187560000000001,10.549126,10.572621999999999,10.671693000000001,11.376139
LMO7,3.608072,3.676034,3.364191,3.518349,3.453231,3.581697,3.967716,3.409109,3.823351,3.579657,3.470544,3.44288,3.469305,3.376452,3.578658,3.509489,3.643812,3.704027,3.558489,3.433966,3.38986,3.398363,3.502218,3.635719,3.364987
LMOD1,11.825305,11.141525999999999,11.450201,11.074287,10.553132000000002,11.197171999999998,10.776387,10.543821999999999,11.116646,10.910415,10.980535,10.87035,10.794337,10.713792,11.16117,11.155591000000001,10.853242,11.096828,11.067274000000001,11.320369,11.015417,11.244668,10.790908,10.979153,10.290230999999999
LMTK2,4.936468,4.581125,4.724976,4.862121,4.469368,4.802491,4.275262,4.489769,4.422996,4.687674,4.48397,4.59777,4.864192,4.422512,4.938574,4.776032,4.729786,4.638704,4.856567,4.856949,4.620207,4.634657,4.742027,4.739596,4.641835
LMX1B,5.170118,5.057681,4.796436,4.814159,5.037144,5.214272,4.861844,4.660143,4.797549,4.934799,5.161722,5.339335,4.970814,4.673433,4.899172,4.881124,5.040914,4.772322,4.926781,5.097254,5.20404,4.808654,4.752845,4.708855,4.48132
LNPEP,5.4115,4.906677,4.608563,5.016263,4.712812,4.969422,4.719313,5.081913,4.990241,4.713091,4.533287,4.647197,4.969269,4.720326,4.817456,4.73692,4.708207,4.864349,4.720913,4.853775,4.836504,5.110093,4.721902,4.733603,4.834042
LOC100127886,3.713111,3.342839,3.243833,3.363988,3.297711,3.38273,3.636566,3.279834,3.482662,3.290999,3.316707,3.345802,3.305536,3.274304,3.390968,3.383138,3.368898,3.244977,3.347713,3.362156,3.382814,3.338598,3.238855,3.334651,3.185374
LOC100127972,5.594209,5.559419,5.388402,5.518198,4.998874,5.649037,5.739095,5.35715,5.505548,5.389574,5.120667,5.297123,5.255457,5.370287,5.426842,5.493807,5.570814,5.761879,5.462311,5.473367,5.349261,5.379951,5.295046,5.548912,5.170249
LOC100129361,5.21369,6.381594,5.771238,6.108185,7.30789,5.606826,6.026229,6.634507,5.990051,6.831514,6.965177,6.967229,6.426154,7.443037,7.076795,6.838542,6.038035,5.851975,5.978676,6.848093,6.39538,7.101674,6.834718,7.201675,7.005843
LOC100129518 /// SOD2,20.164292,23.047551,20.458551,24.056192000000003,23.992681,26.390036000000002,25.080620999999997,22.59104,22.834921,24.110929000000002,23.579228,23.592857,21.116774999999997,28.487432,21.607553,21.16755,26.761744999999998,23.341261,26.587238999999997,23.226627999999998,20.439287,26.720968999999997,22.546782,22.10775,29.407706999999995
LOC100129973,4.451488,4.178682,3.972133,4.280035,3.978735,4.291611,5.228976,4.120998,4.497432,4.059903,4.319282,4.116111,4.142606,4.258747,4.170545,4.29203,4.254617,4.391169,4.296959,4.347512,4.277363,4.311912,4.121769,4.203001,4.029563
LOC100130331,4.31622,4.309592,3.920483,4.107462,3.988715,4.097211,4.691665,4.112197,4.374121,4.089964,4.199031,3.93841,3.998953,3.978013,4.03877,4.116134,3.981832,4.121284,4.264793,4.007716,4.087659,4.150532,3.8346,4.330767,3.788788
LOC100130741,4.33637,4.047947,3.969614,4.312449,3.944831,4.225479,4.054502,4.081236,4.015364,4.180084,4.181403,4.025415,4.16998,4.426835,4.138474,4.486806,4.369735,4.12967,4.300381,4.457481,4.260555,4.219182,3.978702,4.104723,3.973404
LOC100130872 /// SPON2,7.017937,6.801147,6.988599,6.831854,6.833519,6.819596,8.188909,6.973857,7.352602,6.724214,6.304676,6.897006,7.04212,6.828543,6.743819,6.461985,8.015929,7.571166,7.559925,6.506622,6.941063,6.821322,7.504885,7.355992,8.629435
LOC100131510,6.163647,5.883842,5.450411,5.399933,5.388857,5.608395,5.638792,5.337366,5.60144,5.537444,5.388226,5.458517,5.491498,5.240773,5.773601,5.601666,5.420724,5.759583,5.581214,5.632235,5.623043,5.674288,5.435903,5.481327,5.463484
LOC100131532,6.340687,5.677331,5.726488,5.717997,5.515448,5.768937,5.405367,5.526527,5.579755,5.644072,5.671629,5.735628,5.77706,5.667476,5.85573,5.795787,6.440263,5.938933,5.703627,5.879927,5.787432,5.920924,5.17951,5.655164,5.379825
LOC100134822 /// LOC100288069 /// LOC100996442 /// LOC101927270 /// LOC101928344 /// LOC101928670 /// LOC101929540 /// LOC102724409,6.991747,6.642339,6.137573,6.421143,6.260303,6.661801,6.949203,6.254149,6.776078,6.324224,6.501633,6.741296,6.596449,5.926207,6.559028,6.640478,6.687836,6.717216,6.476475,6.377596,6.475951,6.81475,6.437264,6.261316,6.458957
LOC100272216,7.275504,5.337058,7.317504,5.571705,4.996836,5.964679,7.472648,8.024744,5.116493,5.225083,6.830157,6.1197,7.777462,7.242436,5.97467,7.006552,5.320929,5.266108,6.084013,5.82699,8.426015,5.235709,6.005061,6.161794,4.482767
LOC100287387,3.736751,3.287131,3.347779,3.29818,3.268538,3.492353,3.971149,3.396204,3.372957,3.275817,3.380075,3.253679,3.318601,3.401501,3.466832,3.403656,3.45878,3.316474,3.419993,3.341201,3.261422,3.575224,3.389745,3.474482,3.36145
LOC100287590,4.160976,3.907629,3.740042,4.184274,4.0633,4.034346,4.545647,3.854451,3.985473,4.014341,4.183349,4.099514,4.129718,3.978874,3.918855,4.040888,4.189822,3.88293,4.294742,3.943379,3.825289,3.905902,3.757761,4.092704,3.761489
LOC100288570,5.898541,6.013034,5.803617,5.961319,5.416982,5.977493,5.588589,5.670765,5.839423,6.095574,5.822222,5.569166,6.077252,5.679377,5.691667,5.903574,6.218728,6.088185,5.815947,5.868281,5.657012,5.651377,5.510969,5.830078,5.166225
LOC100288974 /// MBL1P,4.325795,4.233734,4.187245,4.703884,4.103312,4.600943,3.914832,4.148048,3.911906,4.158294,4.196668,3.83327,4.205548,4.334618,3.996263,4.178193,4.710811,4.123791,4.251295,4.469349,4.267084,4.393881,4.103474,4.299118,3.938494
LOC100289097 /// LOC642236,5.783055,5.619582,5.44603,5.711899,5.697336,5.65109,5.975428,6.250836,5.460274,6.218231,5.925446,5.631094,6.826666,5.625042,6.326536,5.595224,5.999194,5.836271,6.219892,5.638796,5.597769,5.724794,5.765141,5.383099,6.437479
LOC100289473,6.511665,6.86407,6.111397,6.390955,5.944537,6.169794,6.075153,5.975126,5.671612,6.198415,5.971493,5.936377,6.20073,5.728498,6.128811,6.083659,6.431721,6.052462,6.353194,6.315239,6.221155,6.324143,6.023538,6.257484,5.773778
LOC100289561 /// LOC100630923 /// PRKRIP1,6.657509,6.303125,6.922587,6.406061,6.599581,6.314238,6.474711,6.341328,6.095467,6.957483,6.514444,6.553409,6.543776,6.254466,6.443658,6.333725,6.598987,6.727572,6.576934,6.418927,6.871319,6.298351,6.877886,6.873825,6.698523
LOC100293211,8.865089999999999,8.736799999999999,8.433007,8.610718,9.075501,10.020339,8.442923,8.375033,9.177153,9.216644,8.595003,9.185618,8.590742,9.23376,8.764412,8.712754,8.952031999999999,9.183298,9.59768,8.770959999999999,8.57874,9.089463,8.165035,8.611646,8.868873
LOC100294145,4.327898,3.949869,3.918058,4.089053,3.940505,4.045313,4.065678,4.07735,3.77732,3.951874,4.02442,3.897554,3.913363,3.991574,4.140688,4.092175,4.067279,3.930622,3.941508,4.037449,4.190911,3.879552,3.878819,4.131348,3.76307
LOC100505498,8.794117,8.381299,8.075574,8.07714,7.648099,8.069932999999999,8.663654,7.946388,8.645955,7.887554,8.071061,7.86669,8.077986000000001,7.761315,8.125777,8.382762,8.186446,8.265918,8.262364999999999,8.089835,8.108337,8.685065999999999,7.695543,8.26558,7.404643999999999
LOC100505534,4.432519,4.150479,4.074064,4.234943,3.784756,4.257692,4.190409,4.14862,4.186075,4.352924,4.074173,4.109963,4.091513,4.201966,4.185979,4.248467,4.119027,4.139003,4.017509,4.261252,4.219369,4.199798,4.073687,4.2651,3.898124
LOC100505874 /// MLLT10P1,3.832507,3.91485,3.708982,3.640394,3.411439,3.775381,3.985963,3.799567,3.823121,3.792197,3.730152,3.539901,3.784717,3.586696,3.833408,3.810139,4.105367,3.775048,3.747544,3.938913,3.579874,3.745766,3.497679,3.757295,3.586997
LOC100505915,5.157821,5.050578,4.7691,4.852601,4.88792,4.997694,5.195865,4.889981,4.941857,4.817126,5.036423,4.812263,4.812214,4.844707,4.920201,4.962514,4.8847,4.889412,4.79774,4.870687,4.898527,5.025509,4.955631,4.95745,4.87629
LOC100506076 /// LOC100506123,5.234394,4.947919,5.899694,4.88096,4.761267,5.275543,5.440103,3.858317,4.644748,4.460323,5.232669,6.839028,5.125832,5.489528,4.840002,3.870875,4.471227,4.385665,4.759053,4.857573,5.291499,4.365504,5.171092,4.774591,4.419403
LOC100506124 /// TTC21B,5.245394,4.674236,4.526674,4.495636,4.517412,4.602522,4.665878,4.445348,4.776556,4.507557,4.545009,4.662516,4.571923,4.424628,4.658922,4.515312,4.50473,4.582022,4.513495,4.348726,4.559259,4.640959,4.269242,4.536402,4.437541
LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,34.000153000000005,35.347719,35.297887,34.138006,33.994228,33.074119,34.12104,34.54434,34.354788,33.766155999999995,35.009781000000004,35.702666,33.784592,35.289898,34.087274,33.985982,33.404214,35.06166,34.822506000000004,35.223019,35.252751,35.132669,34.738675,35.550185,32.451838
LOC100506282,3.81212,3.534225,3.592396,3.606673,3.512097,3.517043,3.806516,3.965028,3.655716,3.608414,3.693125,3.61934,3.718822,3.778913,3.522709,3.458329,3.678814,3.744555,3.580502,3.787559,3.807157,3.409633,3.740711,3.800812,3.524185
LOC100506403 /// LOC101928269 /// RUNX1,59.923176,57.09721,57.272763,59.015053,56.171116000000005,58.98452299999999,56.870780999999994,55.35006299999999,57.922921,58.411187,59.084902,55.442566,57.77502799999999,58.165220000000005,56.894247,57.446302,59.097181000000006,57.729889,56.095743,58.131659000000006,56.041844000000005,56.660160999999995,55.33945,56.224526999999995,52.894664999999996
LOC100506469,6.734563,6.580998,6.532469,6.404211,5.957941,6.420502,6.66427,6.382575,6.068466,6.235224,6.40965,6.240701,6.305022,6.422309,6.356626,6.389085,6.38398,6.616193,6.31519,6.480059,6.358606,6.173617,6.53261,6.638346,6.502239
LOC100506504,6.869495,6.481085,6.398357,6.670913,6.184042,6.546685,6.196385,6.15399,6.576498,6.357294,6.528542,6.321594,6.464281,6.335827,6.640095,6.566024,6.563743,6.421978,6.366925,6.77855,6.294559,6.38803,6.279585,6.403944,6.249109
LOC100506558 /// MATN2,4.00734,5.01877,5.679348,4.462757,3.676162,4.180134,3.834129,8.043638,6.575771,3.676987,3.777265,3.727988,3.679782,4.003635,3.758921,3.927745,3.949301,6.228698,4.130894,4.329358,3.898255,3.923716,4.502337,6.888838,3.712317
LOC100506571,6.556389,5.988903,5.682855,6.022658,5.586563,5.901296,5.875477,5.632961,5.826063,5.683904,5.873245,5.539013,5.693627,5.519389,5.987702,5.848595,6.111068,6.081381,5.953421,5.873775,5.804363,5.788981,5.509678,5.807355,5.539486
LOC100506603,6.058783,6.110416,5.978029,6.108238,6.019912,6.112337,5.863429,6.084136,5.85638,5.919463,6.139274,5.7995,6.037751,5.957714,5.938104,5.898223,6.145539,5.948483,6.09799,5.990712,6.118232,6.083323,5.703207,5.979435,5.615482
LOC100506639 /// ZNF131,10.448411,11.541921,12.502467,11.532179,12.317276,11.075115,10.498428,13.57391,11.683057,11.90602,12.017127,12.548257,11.625472,12.105167,11.100764,14.669419999999999,10.350383999999998,10.650613,11.522127999999999,11.726633,12.569409,10.748066000000001,11.261057000000001,12.498751,11.264226
LOC100506699,4.751761,4.201478,3.847075,4.245033,3.912891,4.079788,4.393539,3.943175,4.021716,4.149177,4.430701,3.989616,4.191987,3.972942,4.178832,4.303201,4.335491,4.415656,4.337591,4.119034,3.932813,4.225918,3.904651,4.44504,3.838267
LOC100507388,6.405239,6.445519,5.907635,5.972758,5.697323,5.863861,6.244162,5.665315,5.937517,6.020036,5.64883,5.722677,6.118837,5.574391,5.995915,5.782673,5.832718,6.164819,5.882621,5.78409,5.793635,5.881112,5.613904,6.045851,5.701961
LOC100507472 /// PCSK6,11.902874,11.374956000000001,12.154223,11.974467,13.333003999999999,11.538407,11.987453,11.073091000000002,12.389676,10.842703,11.735446,11.169913000000001,11.321103,11.747867,11.327763999999998,11.228296,11.253882,10.992967,11.52772,12.966536,11.637626999999998,11.638151,11.434942,11.003271999999999,11.944531999999999
LOC100507577 /// LONP2,6.515861,6.688449,7.41669,6.743847,6.162757,5.756017,7.224394,6.587506,6.270584,6.227919,6.583657,6.35579,6.392158,6.972533,6.34029,6.738949,5.794713,6.327107,6.744303,5.70105,7.045607,5.901208,6.518565,6.137879,6.063012
LOC100507577 /// LONP2 /// SIAH1,6.318914,6.061387,7.276156,6.274242,5.423627,5.315869,7.205213,6.695775,5.288324,5.539581,6.475006,5.56818,5.553718,6.5928,5.728012,6.056286,6.088171,6.242804,6.054273,5.715397,6.665737,5.289993,5.794342,5.583065,5.425802
LOC100507630,4.18089,4.198644,4.17104,4.191879,4.117812,4.291626,3.726182,4.109598,3.955345,4.114587,4.322274,3.965811,4.197323,4.331582,4.058526,4.184429,4.765886,4.046113,4.417028,4.204654,4.202322,4.331804,3.906167,3.96169,3.771501
LOC100508408 /// RPS13 /// SNORD14B,11.055603,11.658631,12.098987,11.742754,11.973599,11.853609,11.929396,12.022261,11.969237,11.292575,12.060399,11.46493,11.446464,11.571707,12.097113,11.502043,11.846233,12.271236,11.406094,12.293181,11.470327,11.505082,11.644865,11.990944,11.47231
LOC100509646 /// PRY /// PRY2,6.933103,6.287848,6.123367,6.159156,5.998011,6.165455,6.17579,5.965782,6.839574,6.2183,6.113842,6.063012,6.110904,5.771453,6.011485,6.347121,6.235821,6.240247,6.147018,6.272101,6.262333,6.316382,6.112843,6.247657,5.62491
LOC100652777 /// PLA2G10,5.936864,5.07335,5.271945,5.8454,5.32184,5.402158,5.70299,5.033166,5.332521,5.085946,5.677265,5.611426,5.222224,5.542491,5.261134,5.394934,5.403766,5.473825,5.247557,5.290412,6.238713,5.3422,5.504554,5.595756,4.745886
LOC100652930 /// NPEPL1 /// STX16-NPEPL1,12.44919,10.811900999999999,12.891462,12.086162000000002,11.00131,11.651537,10.645676,11.084389999999999,10.929928,11.673369000000001,12.557102,12.872857,12.180340000000001,11.611639,11.793826,12.688044999999999,12.136485,11.936106,11.352665,11.749996,11.752069,11.547317,11.073311,11.591026,11.136565000000001
LOC100652931 /// RBMY2FP,5.006799,4.666544,4.463654,4.387698,4.169782,4.434651,4.598549,4.224927,4.415027,4.480982,4.196647,4.350954,4.458937,4.351137,4.356816,4.420083,4.310513,4.4188,4.593139,4.412754,4.406254,4.454842,4.176007,4.623069,4.205526
LOC100862671 /// SRCAP,13.433221,13.053153,13.459052,14.001065,13.436834999999999,13.293317,13.138244,12.517752999999999,13.785979000000001,13.338236,13.389823,12.843369,12.971387,13.414166999999999,13.209368,13.191814,13.289791,13.439869,13.534701,13.068121999999999,13.341071,13.420225,12.98403,12.590696999999999,12.872729
LOC100996325,3.323866,3.092857,3.125094,3.153305,2.99841,3.07559,3.329944,3.002381,3.130363,3.158565,3.191418,3.028616,3.152746,3.06824,3.071316,3.040859,3.20326,3.121722,3.064337,3.034598,3.189449,3.138117,3.124532,3.143529,3.018106
