index,MGHCC1573,MGHCC1006,MGHCC0007,MGHCC0001-B,MGHCC1002,MGHCC1101,MGHCC0001-A,MGHCC1009,MGHCC1099,MGHCC1108,MGHCC1112,MGHCC0002
5S_rRNA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7SK,79.102885,119.484644,29.20073,289.499512,72.336533,102.131761,78.159512,106.54424,15.366589,37.687247,7.592846,47.863292
A1BG,3.692068,12.219789,5.244981999999999,16.058122,3.934363,29.848579,8.297467000000001,8.139790999999999,2.846844,0.846405,0.474817,0.0
A1BG-AS1,1.852651,5.6510880000000006,4.449109,2.265452,1.120185,38.191581,3.597637,1.779128,0.719673,2.596002,2.26261,6.647587
A1CF,0.0,0.0,0.0,0.0,0.0,0.237342,0.0,0.078447,0.0,0.0,1.172928,0.0
A2M,103.952666,54.633693,187.525738,42.855178,81.74502100000001,35.415302,91.71872100000002,51.534758,66.410263,135.49539099999998,12.393943,92.343933
A2M-AS1,0.062778,0.553908,0.250049,0.153051,0.684612,2.253149,0.6991,0.339779,1.006046,4.389276,3.68463,5.630533
A2ML1,0.004157,0.388003,0.009841,0.0,0.081893,0.0,0.038096,0.997031,0.579375,0.133321,0.5001880000000001,0.0
A2ML1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2ML1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2MP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3GALT2,0.0,0.0,0.0,0.0,0.0,0.100932,0.0,0.0,0.030122,0.075238,0.0,0.0
A4GALT,2.388809,1.964254,0.896423,3.670574,3.787754,11.408054,4.612704,4.533267,1.584447,4.401202,1.105539,4.078104
A4GNT,0.0,0.0,0.019787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AA06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAAS,29.626954,41.261624000000005,32.294069,39.898016,22.742851,58.578779,35.638639,30.052684,36.770044,45.357236,4.823579,69.133621
AACS,13.188747,18.495081,9.976216,22.894451,6.822203,18.969022,13.191414,10.671388,7.267517000000001,5.425186,5.00878,64.936355
AACSP1,0.0,0.015581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133777,0.0
AADAC,0.0,0.483675,0.107719,0.188161,0.0,0.0,0.0,1.565245,0.142148,0.0,1.687124,0.094469
AADACL2,0.0,0.0,0.0,0.0,0.0,0.0,0.015037,1.794175,0.019687,0.0,0.0,0.0
AADACL2-AS1,0.0,0.145763,0.0,0.0,0.0,0.0,0.069002,0.0,0.0,0.0,0.0,0.0
AADACL3,0.006071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADACL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040972,0.0,0.0,0.0,0.0
AADACP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AADAT,2.177028,2.415316,0.619413,2.457922,1.550503,6.670685000000001,3.055164,6.018829,3.378729,1.495942,3.887314,8.742434
AAGAB,35.349359,19.029981,36.498061,18.276465,19.715052,32.013128,25.714995,38.206926,5.569438000000001,40.404575,7.466072,20.918766
AAK1,28.980606,30.861382,38.043198,23.923472,22.021588,18.904478,32.643616,25.971114,16.101243,45.587674,20.515788,26.030489
AAMDC,15.550567,46.554037,19.744134000000003,12.28572,3.229149,191.606787,12.234072,5.113224000000001,27.017577,19.653994,6.750188,6.581572
AAMP,59.217266,57.335369,53.316012,57.331104,22.92845,53.484679,42.42317,59.628549,42.436981,53.275401,10.829319,18.551383
AANAT,0.060641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.149467,0.0,0.0
AAR2,10.550309,14.118818,5.18224,12.451474,9.41641,11.38153,11.17514,50.864682,12.278506,11.35692,3.011238,6.077169
AARD,0.545604,0.6690119999999999,4.818242,1.124351,1.388749,3.703862,0.451156,3.664773,0.144886,0.061342,0.0,0.521721
AARS1,20.4526,31.639267,31.203118,92.821722,15.232067,57.314686,41.213734,57.84217,25.152647,26.784464,21.150908,15.169924000000002
AARS1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AARS2,3.602447,7.059083,2.417104,3.0646720000000003,4.172913,3.960322,3.632028,2.940638,5.336123,5.112222,2.698008,7.645863
AARSD1,23.258171,21.693315,19.299908,14.417995,12.862162,33.669391,12.359834,26.814937,17.2743,19.001073,4.162967999999999,19.317735
AARSD1P1,0.020803,0.0,0.0,0.0,0.0,0.0,0.0,0.028641,0.050983,0.0,0.0,0.0
AASDH,17.286455,16.318118,25.571707,9.471202,5.465503,7.428738,8.321052,15.942899999999998,19.199602,19.337852,3.004459,6.984778
AASDHPPT,16.579318999999998,10.199496,7.868777,11.244522,6.489016,9.658601,10.424159,13.928836,14.732383,23.143342,3.934706,10.212372
AASS,9.355717,8.741457,3.0542930000000004,5.556608000000001,5.477873,7.778486999999999,9.11006,7.796345,45.936604,17.68625,1.007551,7.276802
AATBC,0.0,0.0,0.0,0.0,0.0,0.01966,0.0,0.0,0.0,0.0,0.0,0.0
AATF,50.110646,30.537309,23.799506,24.00715,14.344895,52.714771000000006,21.530967,39.3408,26.71944,44.372274,18.434073,42.130994
AATK,0.602396,0.058566,0.08202,0.193377,4.432368,1.297737,0.023762,0.1487669999999999,0.284833,3.051876,6.203947,1.536671
ABALON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015021,0.0,0.0,1.838005
ABAT,45.2913,7.981881,26.347789,8.904864,20.299864,12.148768,11.494239,12.055741,8.514955,23.372503,1.746408,2.69736
ABCA1,19.684584,19.548696,49.473313,25.356346,9.992211,32.081996,29.572566,25.207131,25.98938,21.065288,5.999856,19.364763
ABCA10,2.106008,3.524028,5.312027,0.202312,1.0374409999999998,2.199879,2.117223,1.92633,60.461587,9.366547,0.18851,13.62423
ABCA11P,4.431385,7.958623,1.991697,2.513742,3.179283,12.962576,2.291879,7.401719,2.919802,6.619837,3.472334,9.114219
ABCA12,1.270238,2.238676,14.775446,14.763514,0.287609,1.676109,10.028463,3.289256,0.053018,5.651413,4.881715,7.207373
ABCA13,0.068106,0.089747,0.0,0.165224,0.051459,0.33646,0.002276,0.092914,0.0878729999999999,0.0,0.47543,0.0
ABCA17P,0.0,0.0,0.0,0.0,0.0,0.02166,0.0,0.0,0.007918,0.0,0.0,0.0
ABCA2,24.313641,34.960074,139.244795,28.098054,35.061003,41.624597,21.85542,43.566751,7.995458999999999,30.050771,26.871221,75.062623
ABCA3,12.967653,11.138,25.053892,8.556836,12.609525,15.373028,8.925635,13.343386,3.322703,16.204793000000002,4.132345,21.194846
ABCA3P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCA4,2.629519,0.574357,2.364218,0.12907,0.281803,1.136856,0.540194,1.476802,0.4914489999999999,2.070503,0.088929,1.068234
ABCA5,12.628159,16.511132,7.953847,5.188858,8.981332,25.844141,10.925132,12.711521,14.478151,20.088483,6.433604000000001,28.594807
ABCA6,5.068232,6.619456,6.8671940000000005,1.570651,5.4686650000000006,14.601112,8.199909,6.438668,75.907801,23.499567,1.050496,34.831368000000005
ABCA7,6.481095999999999,8.978645,12.770273,24.796114,3.672623,17.424426,19.373469,8.454802,1.876083,21.552084,12.601522,20.262682
ABCA8,5.840532,2.289932,3.97513,1.32543,2.192688,8.196593,3.320916,6.070180000000001,92.317559,10.335183,1.847875,13.332242
ABCA9,2.805322,3.767281,4.78767,0.632196,3.145372,3.645981,3.522225,1.759558,35.443281,10.261201,0.6810510000000001,10.150955
ABCA9-AS1,0.0,0.0,0.0,0.0,0.070989,0.0,0.055296,0.0,0.065422,0.0,0.0,0.0
ABCB1,0.5567409999999999,2.233718,0.735098,0.709609,2.645935,0.612012,1.3097219999999998,0.746889,6.614469,8.201381999999999,3.726138,20.857672
ABCB10,15.265789,11.123632,18.59884,6.116828999999999,8.845722,13.159287,6.746173,10.762182,4.356786,26.083184,9.590333,4.997858
ABCB10P1,0.02104,0.020629,0.015714,0.0,0.207459,0.0,0.058582,0.014236,0.0,0.129794,0.0,0.0
ABCB10P3,0.0,0.0,0.0,0.051689,0.0,0.0,0.0,0.0,0.0,0.130757,0.0,0.01381
ABCB10P4,0.202414,0.250421,0.047654,0.0,0.011439,0.0,0.059083,0.014353,0.0,0.0,0.0,0.0
ABCB11,0.0,0.0,0.0,0.0,0.002744,0.0,0.037418,0.0,0.0,0.197433,0.0,0.0
ABCB4,0.578362,1.0976,0.244029,0.254431,1.122308,8.356815000000001,1.659735,2.0684560000000003,0.049629,2.447261,3.63402,2.530096
ABCB5,0.23387,18.137325,0.122494,0.105693,0.28696,3.255937,0.303267,0.907809,0.012823,0.0,0.0,2.609647
ABCB6,5.757973,6.297304,6.844632,16.266732,8.842815,4.078513,8.991388,11.623557,14.691397,7.487454,2.537142,11.466676
ABCB7,24.983208,21.099996,20.719209,12.178364,12.173991,28.239149,20.150433,12.996294,16.458065,19.796171,7.056671,8.054401
ABCB8,15.271008,34.499219,6.467738,16.636769,11.231174,41.01851,12.960794,11.271491,13.756568,30.087889,4.693645,32.569865
ABCB9,5.066656,4.6272720000000005,9.596401,4.320304,1.730376,3.0289140000000003,4.07447,2.158817,2.478503,1.020872,1.074283,7.882560999999999
ABCC1,40.090972,34.021133,39.839268,51.915521,37.904081000000005,48.843656,33.267233,39.905014,37.583164,40.410727,9.50182,40.457834000000005
ABCC10,20.595209,23.0965,39.234711,18.861803,15.695704,22.108537,14.486076,12.797191000000002,15.08447,16.527782000000002,18.103599000000003,12.960554
ABCC11,6.169494,9.105577,133.851139,25.764966,9.349992,1.227768,34.733532,136.684114,0.073325,190.964836,0.458896,4.115974
ABCC12,0.404078,1.542207,33.892282,3.821693,2.573516,0.0,5.057674,33.912212,0.0981209999999999,57.5133,0.0,0.0
ABCC13,0.0,0.0,0.0,0.026249,0.281165,0.931759,0.0,0.0,0.0,0.0,1.330867,3.663762
ABCC2,0.748753,0.043208,0.862735,0.361844,0.29508,3.348171,0.0,0.980395,1.60971,0.0,1.846714,9.50966
ABCC3,46.270006,9.7302,35.991196,12.470401,4.991891,12.597639,18.825245,16.430752000000002,2.383448,16.144848,3.512287,53.537677
ABCC4,0.999924,1.979195,4.308186,1.481017,1.478491,0.8746940000000001,2.09422,1.267566,5.1683710000000005,5.553687999999999,1.693476,0.210939
ABCC5,39.579558,30.938877,62.958965,49.064135,33.937234,7.921680999999999,43.199251,28.845851000000003,11.995949,7.228954,10.871928,23.910993
ABCC5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC6,3.4354560000000003,6.304317,2.3016680000000003,0.553589,5.375112,4.283069,0.713,32.956571,0.637526,3.485687,2.696338,2.907173
ABCC6P1,0.664688,2.365739,0.0,0.157022,0.595566,1.598668,0.0,3.699014,0.043232,0.946082,1.591599,0.0
ABCC6P2,1.164368,0.085124,0.0,0.111801,0.104453,0.080461,0.038264,1.357713,0.261046,0.0,0.0,0.0
ABCC8,6.737301,24.169107,5.145076,0.612972,1.180139,15.418124000000002,3.042232,7.804993,0.609947,7.944155999999999,0.91827,6.427220999999999
ABCC9,9.321216,3.951506,3.150967,3.744257,7.306311000000001,7.034757,4.447866,7.373688,12.590201,23.081827,1.616098,3.411287
ABCD1,5.577563,3.848008,13.985954,6.282063000000001,8.539549,3.123027,4.468427,4.61752,2.989413,4.2275,2.272169,22.777365
ABCD1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCD2,0.444251,0.202882,0.0,0.151931,0.199189,0.330199,0.195273,0.088899,0.116899,0.748185,0.9647,0.336896
ABCD3,30.459739000000003,27.168902,27.245452,49.57218,38.327533,48.637222,50.860709,27.74617,13.758248,62.579245,7.0037,132.783637
ABCD4,12.746045,23.615902,11.176177,16.834574,12.483038,29.693186,17.351528,9.783218,39.07847,26.79822,8.246541,49.713966
ABCE1,62.182073,42.64053,56.23242,54.9511,34.891391,48.308032,42.911624,37.993557,36.696156,41.907528,17.018959,50.644842
ABCF1,112.780549,60.35419,22.139493,60.662488,25.488425,70.70965199999999,44.213347,61.039756,35.206630999999994,50.546346,16.859619,11.889317
ABCF2,0.349634,2.666121,0.062492,1.611252,1.203176,1.983851,1.353295,0.896414,0.583231,0.294101,0.0,0.0
ABCF2-H2BK1,14.371477,13.642145,6.387606,13.703842,4.971382,13.161598,9.612122,10.802284,5.154569,16.674515,3.433328,4.049132
ABCF2P1,0.0,0.0,0.0,0.0,0.004338,0.02554,0.034815,0.0,0.015336,0.0,0.0,0.0
ABCF2P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCF3,59.894506,58.278684,67.455693,70.916759,69.896841,45.675837,47.299628,64.823504,49.543828000000005,52.093791,18.94001,74.266599
ABCG1,16.06142,18.074423,22.804035,19.821067,13.612675,18.46448,16.735206,18.348559,4.23105,17.312030999999998,3.784417,16.916381
ABCG2,1.717323,2.481226,0.299164,0.8619559999999999,0.867588,0.60603,0.970996,0.843233,3.811265,6.872593,0.699837,0.0
ABCG4,0.110975,0.13401,0.082739,0.135032,0.017383,0.0,0.046299,0.06244,0.148306,0.0,0.0,0.0
ABCG5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCG8,0.025462,0.298345,0.037928,0.061894,0.19568,0.0,0.0,0.011447,0.010475,0.0,0.0,0.0
ABHD1,1.373565,2.889293,0.065256,0.3140429999999999,0.392024,1.319134,0.460392,1.242029,0.34586,0.425522,0.0,0.0
ABHD10,12.480127,13.630487,13.7059,15.892327,10.949172999999998,8.13419,18.638583,13.657742,22.438718,23.59271,10.830185,6.22691
ABHD11,15.727577,14.724959,24.220168,13.901523,11.373846,13.751722,14.068703,17.147514,1.342618,13.097705,5.5288450000000005,7.497041999999999
ABHD11-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD12,46.302274,22.6917,54.563354,31.295847,37.316071,37.638311,25.231259,27.253822,10.993544,32.072262,24.856312000000003,12.438449
ABHD12B,0.0,0.378515,9.249864,0.0,0.090596,0.0,1.081841,0.309296,0.3578989999999999,0.14879,0.0,0.0
ABHD13,2.422564,2.312837,4.285959,1.675894,0.91604,2.645596,1.993945,3.051206,1.64602,4.440136,1.853511,6.872264
ABHD14A,4.195279,3.119026,2.027083,2.529201,2.33783,3.090442,2.852434,2.184423,4.72818,6.718635,0.0,6.83589
ABHD14A-ACY1,0.764748,1.328865,0.914155,1.078254,0.908005,2.679006,0.414189,0.363639,1.721931,0.177251,0.0,9.793947
ABHD14B,4.276202,1.66597,3.768009,1.893063,1.0252949999999998,3.549141,2.74199,2.9325910000000004,3.234057,6.631049,1.301145,5.655001
ABHD15,1.691216,0.782721,1.122228,0.480245,0.789611,1.258252,0.66688,1.181892,0.237322,0.843325,0.311025,1.821928
ABHD15-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD16A,25.943081,18.574057,17.622312,18.393282,21.670817,22.836016,19.348789,18.233646,9.337485,19.086395,19.430334,27.173004
ABHD16B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013547,0.0,0.0,0.0
ABHD17A,13.097377,20.074813,28.840495000000004,25.80581,14.135053,19.970248,18.229579,10.989709,12.954965,17.672071,12.445484,43.061791
ABHD17AP1,1.607931,1.252921,0.975841,1.815277,0.143572,0.441699,1.608224,1.225608,1.130932,3.834345,0.0,1.370271
ABHD17AP3,0.0,0.0,2.126366,0.2544,0.007863,0.0,0.042513,0.215629,0.200939,0.471028,0.0,3.708027
ABHD17AP4,0.062044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP5,0.0,0.0,0.0,0.072541,0.0,0.0,0.0,0.039748,0.0,0.343758,0.565393,0.202569
ABHD17AP6,0.0,0.135084,0.038912,0.0,0.05526,0.0,0.0,0.0,0.0,0.0,0.0,0.25762
ABHD17AP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17AP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABHD17B,3.289003,5.199174,11.909895,5.245280999999999,2.252492,4.085718,4.046727000000001,6.843012,3.402591,7.200062,0.155332,8.867806
ABHD17C,7.207285000000001,13.234592,6.637595,7.595751000000001,6.695719,7.160685,7.773168,23.853732,2.241572,21.34867,0.883997,2.507398
ABHD18,17.148336,11.909223,7.612477999999999,15.375072,6.315127,17.487791,10.673522,8.024995,15.129508,19.04406,3.294074,39.074688
ABHD2,63.796272,56.225939,65.006327,100.170316,75.09192999999999,129.285868,69.196742,59.339185,64.53921700000001,83.54197500000001,7.508554999999999,618.216833
ABHD3,8.481985,37.580432,11.25778,5.420071999999999,12.336191,8.170218,10.631731,2.813759,2.117364,31.320409,7.811816,6.893133
ABHD4,20.834825,14.936805,7.769418,27.366624,8.524657999999999,20.852339,24.658753,20.104284,14.951594,13.772279,2.848828,31.574982
ABHD5,17.998669,10.460248,29.263126,16.47417,7.053899,18.382253,14.543082,11.316285,3.2882330000000004,19.910065000000003,7.352308,1.547706
ABHD6,1.323449,1.224818,3.796951,2.638417,0.414128,0.161546,1.539874,1.413876,2.841546,2.758878,2.597596,2.082852
ABHD8,0.865154,1.621774,2.618193,1.63841,0.836626,1.513637,1.819206,1.372587,2.0476970000000003,1.018995,1.840339,0.760003
ABI1,27.074184,35.682455,29.245253,22.290758,14.765315,29.355863,28.276275,42.724972,22.83299,32.2477,5.892656000000001,26.17011
ABI1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI2,41.482869,76.975223,31.583455,52.974332,25.599278,75.372198,45.857112,27.980398,60.890945,46.048300000000005,22.401802,61.793425
ABI3,3.349189,3.362501,1.822095,2.682438,1.964201,2.349482,2.37903,1.204217,0.857193,10.004994,4.698287,3.113906
ABI3BP,61.297474,41.723497,38.10032,10.320954,22.953446,73.05711,35.798811,57.628735,212.56609,116.111993,0.54366,13.163388
ABITRAM,10.613976,12.451462,21.202818,12.370971999999998,5.2748550000000005,9.914558,8.527111999999999,11.626973,3.826611,11.839046,1.267362,22.553773
ABITRAMP1,0.110841,0.0,0.088691,0.145177,0.0,0.341505,0.0,0.0,0.0,0.0,0.0,0.0
ABL1,24.393831,23.761354,28.155227,21.28073,20.72785,17.281353,25.557839,18.683626,38.024406,26.470339,5.582821,29.034418
ABL2,23.261822,25.929833,17.812412000000002,12.241348,12.901063,23.307189,19.332501,17.9968,8.450943,23.494499,6.598084999999999,24.619179
ABLIM1,28.810523,14.726859,36.197519,7.983093999999999,10.204778,4.89157,7.335372,8.697935,82.97072,17.196787,3.343195,0.0
ABLIM2,0.317733,1.287383,3.570962,0.89096,1.006409,1.661979,0.986699,1.390754,0.556148,0.954344,0.234952,0.458547
ABLIM3,12.731333,13.138991,21.289627,3.74265,3.710439,6.252975,7.262716,2.688673,4.82772,11.10466,5.657696,4.238956
ABO,0.15631,0.2596279999999999,0.022553,0.053395,0.1111159999999999,0.176548,0.654296,0.286392,17.177093,0.650277,1.634093,0.0
ABR,34.923788,30.475615,36.26513,26.057895,24.266878,39.37504,39.980331,31.483938,25.097735,50.474232,34.037159,46.046984
ABR-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABRACL,8.534393,7.844945,23.10136,11.434898,1.578811,14.731647,8.890517000000001,8.281802,1.304296,13.604873,2.72011,3.643332
ABRAXAS1,5.096218,5.195213,7.235024,4.314871,0.847027,7.580299,3.851022,3.778669,12.379081,6.444625,1.310555,5.071546
ABRAXAS2,10.517865,6.716019,10.073203,9.585076,2.341281,8.347145,6.828635,6.428996,6.127745,5.754983,1.634336,5.084029
ABT1,2.370798,1.798171,2.222958,2.387364,1.933445,1.876551,1.4068,1.878733,1.56251,1.295878,2.234109,0.119799
ABT1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81711,0.0
ABTB1,10.147866,10.678066,14.08455,9.627742,7.454001,12.849275,12.302614,6.001765,24.79907,11.538738,31.145316,39.58769
ABTB2,0.340751,2.223423,0.85679,0.747569,0.214913,0.312795,0.912678,0.822943,0.194117,0.45832,0.487329,0.265714
ABTB3,1.531331,3.025256,6.986515,2.603784,0.197024,0.606426,5.555555,1.039929,0.358973,1.501649,0.598744,2.741807
ACAA1,18.531665,16.486701,30.711597,22.918799,10.989415,11.859101,20.893393,22.742586,14.063769,25.349786,8.525696,13.886054
ACAA2,9.653933,6.311624,3.995273,6.58903,6.149128,13.462735,10.835213,6.451948,9.064213,5.942221,4.080368,2.426602
ACAA2P1,0.623664,0.535555,0.555331,0.842676,1.6807,1.117685,1.094893,1.834855,0.772235,0.396433,0.0,0.032955
ACACA,80.265693,103.128068,171.780565,19.903078,42.323517,107.286146,37.196877,65.84727699999999,22.305041,264.735672,22.33857,33.09934
ACACB,57.977489000000006,50.374016,48.277675,27.532315,20.767845,27.851902,52.214034,33.154463,113.020412,57.35666500000001,11.16166,30.554254
ACAD10,29.574799,28.913374,44.575443,13.267376,18.005069,45.143769,20.002419,23.112275,26.466066,20.57896,15.127268,82.422495
ACAD11,12.55215,14.955303,10.420475,14.666586,9.152194,17.770684,19.360155,12.633563,25.005884,15.610915,3.948938,6.9889090000000005
ACAD8,17.241963,24.158717000000003,38.60371,11.992032,7.408129,7.699225999999999,10.992747,11.416685,17.293369,26.684987,3.097898,6.612704
ACAD9,35.724595,47.062307,65.67783800000001,55.514836,51.369761,86.574115,42.296505,29.868235,40.920851,43.239984,17.148814,68.111493
ACADL,0.576529,0.201399,0.145938,0.021701,0.0,0.442481,0.3948219999999999,0.6398809999999999,7.441236,0.358154,0.0,0.0
ACADM,48.677594,43.066822,44.846715,66.983554,28.372475,67.806241,51.787095,30.466297,71.028138,125.495884,18.364873,45.92033
ACADS,3.045816,6.255894,1.891956,5.412687,3.967105,4.103791999999999,4.724202,1.909749,5.513183,6.126309,6.6821,10.895026
ACADSB,63.630246,68.672382,57.663119,42.512144,17.524424,59.748526,51.283289,27.899698,32.520965000000004,61.726861,47.711719,28.726349000000003
ACADVL,224.826908,466.442539,274.676521,304.494638,231.527141,479.738437,286.251755,406.660227,411.664615,399.590779,103.801752,459.230299
ACAN,3.294738,0.172775,0.380113,1.765731,1.132895,0.943088,1.811613,0.3372779999999999,2.698028,3.951046,0.807227,0.480342
ACAP1,1.746688,3.205507,0.013475,7.670254,2.255015,8.091405,5.516279,2.109329,1.830376,17.126418,25.2804,10.475962
ACAP2,29.841123,17.614709,26.655628,15.255598,8.580231,27.835445,18.174778,22.687263,26.016136,24.81314,11.175781,29.389073
ACAP2-IT1,0.0,0.0,0.0,0.0,0.0,0.163995,0.0,0.0,0.0,0.0,0.0,0.0
ACAP3,17.351159,15.428009,27.105921,32.497587,17.955837,41.618478,18.781935,10.063212,14.491971,8.070127,20.108273,80.43335
ACAT1,48.9679,36.326244,14.879122,34.500150000000005,22.930995,31.595003,35.399803,134.933952,73.9084,65.80546000000001,11.454258,45.581639
ACAT2,8.914918,5.817125,8.21874,18.130674,5.515221,8.305209000000001,8.102209,7.879541999999999,6.315158,4.802497000000001,6.456839,1.307415
ACBD3,21.373066,20.468129,24.875202,16.158488000000002,10.724926,26.017425000000003,12.359284,25.473616,6.389356,29.803682,4.795682,7.51593
ACBD3-AS1,0.112598,1.099328,0.631559,0.147675,0.0,0.0,0.0,0.330964,0.0,0.0,0.0,0.0
ACBD4,17.000848,12.731269,5.012182,7.865866,6.73226,9.62664,6.643765,6.355446,14.442884,9.939121,2.677026,17.404526
ACBD5,19.454733,12.515161,13.712331,15.38163,12.621864,30.335849,14.344828,27.008132,11.692222999999998,29.311815,4.398051,15.036077
ACBD7,0.7403730000000001,0.328106,0.8654280000000001,2.685188,0.0,6.495858999999999,1.056253,3.217907,0.296065,0.112255,3.492651,0.0
ACCS,8.666555,35.693058,25.499405,2.467555,9.691961,18.926407,7.863139,10.927445,32.377147,21.166471,18.382419,15.221778
ACCSL,0.0,0.0,0.0,0.0,0.378478,0.0,0.0,0.017549,0.1113,0.0,0.0,1.860058
ACD,3.988436,3.321234,9.665484,7.082215,2.411401,10.4506,6.128299,3.947918,10.080083,5.7663400000000005,1.477804,19.929689
ACE,27.634223,18.947755,20.703734,13.947148,28.802985,45.483032,9.632577,35.534553,6.702273,36.18858,32.817013,15.439564
ACE2,0.085491,0.069856,0.254018,0.0,0.006749,0.040474,0.012111,0.044205,0.341249,0.122044,7.210006,0.0
ACE3P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACER1,0.0,0.032848,0.0,0.0,0.0,0.0,0.170993,0.203548,0.060973,0.0,0.0,0.0
ACER2,1.710392,1.922664,0.901355,2.766466,0.331103,0.729886,2.664315,0.730768,0.824174,3.240597,0.514667,2.560694
ACER2P1,0.793416,0.073176,0.0,0.085008,0.064806,0.604763,0.598559,0.098633,0.103914,1.493558,0.0,0.0
ACER3,23.375978,21.490955,12.29678,25.458428,12.207017,74.84534599999999,11.612344,6.713705,6.383882,20.829241,5.996492,14.009752
ACHE,0.105396,0.059293,0.28033,0.073839,0.611515,0.384171,0.038956,0.428413,0.49931,0.314876,0.510912,0.973819
ACIN1,97.738394,107.169999,37.78026,64.039798,67.458498,86.832078,71.153812,72.822471,75.119078,43.940312,45.465934,75.443238
ACKR1,2.9561200000000003,4.173231,0.0,0.097322,1.155917,4.005672,0.3589299999999999,2.450354,1.652075,5.619617,0.225973,0.209287
ACKR2,1.643754,1.88995,3.697572,0.401404,0.174542,0.304765,1.103126,2.337126,0.333926,3.4158480000000004,0.0,0.15355
ACKR3,43.171576,30.736135,6.736024,25.314914,6.033559,14.470271,33.000501,26.181027,8.482337,8.961065999999999,4.584022,9.834289
ACKR4,4.129397,2.601684,0.831058,3.406809,0.257069,5.416762,5.157888,4.389046,0.331531,0.710606,0.0,0.0
ACKR4P1,0.745838,3.882064,0.695762,0.0,0.619263,2.393615,0.0,0.399832,0.139537,3.199101,2.008949,5.121266
ACLY,143.232784,35.508902,46.005602,30.20471,34.9986,47.794228,35.325487,95.317827,11.021581,50.056305,18.286662,26.386989
ACMSD,0.0,0.073903,0.251995,0.0,0.0,0.607837,0.0,0.025423,0.0,0.0,0.0,0.0
ACNATP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACO1,13.946608,13.297271,8.680816,13.040222,5.542551,9.291795,10.700339,10.561052,13.982764,17.285700000000002,1.034032,3.504726
ACO2,28.062181,29.792451,43.867274,64.234708,23.364006,20.965439,38.901872,25.867505,29.304776000000004,61.127048,13.57563,10.409591
