ID_REF,GSM4190059,GSM4190065,GSM4190066,GSM4190068,GSM4190071,GSM4190078,GSM4190079,GSM4190080,GSM4190082
CD274,7.77184593,7.876107198,7.175045302,7.374878841,7.302229943,8.060046822,8.550381393,8.274556926,7.914566029
CD276,11.12961288,11.10580396,10.59381062,10.27942875,10.38853234,9.982375339,11.17592642,10.19572853,10.90334059
CD28,6.793423129,7.151081458,7.036163105,7.053561112,6.334851504,6.102441036,5.937482809,7.38066416,6.754189569
CD33,4.696179308,5.499401975,4.419981636,4.782591163,5.100088612,5.070403832,5.937482809,5.594139875,4.25721238
CD34,7.298577168,6.820199568,8.120628477,7.393598859,7.492539086,7.22409094,7.38602445,7.806078494,6.839183437
CD36,9.312096675,10.29068241,9.493076344,9.823410146,9.548921111,10.14985354,9.273212505,10.23712629,9.859458477
CD37,8.023783907,6.241890103,7.336897307,7.411371756,7.049990459,7.449304149,4.364499911,6.15465952,5.535154753
CD38,8.248323684,8.090340959,7.600851314,8.15553276,7.5879601,8.589329134,7.127496029,7.615784526,8.144646964
CD3D,8.85474936,8.616685363,8.833573191,8.823052944,8.602947236,9.364284756,7.900171441,8.081557191,7.656395615
CD3E,7.058413715,7.127496029,6.942815104,8.164948699,7.594562711,8.315532186,6.823952225,6.712961437,6.174086423
CD3EAP,9.229718347,9.139593148,8.475556077,8.213288523,8.612440184,8.231745867,8.570506867,7.969582816,8.376420456
CD3G,6.375660584,6.280948348,5.815431781,6.662108482,5.937482809,6.831567831,6.414542961,6.102441036,6.174086423
CD4,8.6060964,9.034018071,9.004100508,9.732408792,9.023032253,9.912841997,8.2725823,8.843508191,8.277858864
CD40,9.781598548,8.471341873,9.466589596,9.303184157,9.309944821,8.848023332,8.712784521,8.027583008,9.260967318
CD40LG,6.429375048,6.394673207,6.793423129,7.687219186,6.807743022,6.973530142,7.658986854,7.320452483,7.70487092
CD44,11.10580396,10.16589301,9.724272107,11.3209348,10.37422105,11.03094982,9.139593148,10.38853234,8.790679538
CD46,11.49510384,12.05114726,11.97459186,11.83672428,11.75365188,11.90414044,11.39669916,12.5961492,12.63820875
CD47,8.975056709,9.158554692,11.17592642,10.76782179,10.81824678,10.13866538,9.541989648,10.46304855,10.48001738
CD48,8.395258851,8.429517928,8.235422119,9.1524985,8.66045197,9.264969899,7.900171441,8.570506867,8.813421627
CD5,4.937061447,6.12007541,5.24185934,6.264949501,6.688236429,6.130766139,5.289421913,5.251387517,4.633922667
CD53,8.520247433,9.412541512,8.726224188,10.04105357,9.568615116,10.3169505,8.506891786,9.303184157,9.161153237
CD55,9.380835365,7.35207844,9.0774003,7.703293496,7.799593004,7.502649071,7.445595336,8.203843101,7.456050174
CD58,7.15337072,8.990299741,9.429981283,8.890478689,9.247040122,8.726224188,8.845765761,9.225262524,9.499609376
CD59,11.90414044,11.17592642,11.36840484,12.24600004,11.94090831,11.70774708,11.97459186,12.78558561,11.15131971
CD6,7.855615013,7.302229943,7.474814358,7.969582816,7.401676564,8.206082676,7.091666564,7.594562711,7.22409094
CD63,13.87475092,12.9231644,13.67868456,13.47346253,12.391275,12.78558561,12.85426195,13.87475092,12.85426195
CD68,10.35955878,10.06208609,10.5120467,10.53520036,9.706675215,11.34178904,8.702125891,9.736412395,10.53520036
CD7,7.39138474,12.07754452,5.328154524,5.97698894,4.920550722,5.617059848,5.937482809,4.713671039,5.251387517
CD70,7.417309802,6.381635712,7.765591259,6.009667166,5.956982723,6.438021593,6.197780488,6.526338062,5.956982723
CD74,12.99489222,12.99489222,11.90414044,13.05000727,13.47346253,13.30997293,11.19766951,12.63820875,11.30411302
CD79A,6.429375048,6.364464373,4.675625916,8.990299741,7.901865466,5.646926942,4.364499911,5.070403832,4.25721238
CD79B,8.203843101,7.164699309,7.745477395,8.624596598,7.843343153,7.826883281,6.99701078,7.07346294,6.973530142
CD80,7.911323889,8.35697221,7.5792222,8.003568237,7.703293496,8.083648089,8.007656684,8.473448975,8.422810885
CD81,13.47346253,12.85426195,13.30997293,13.58387453,13.30997293,13.05000727,12.5961492,13.58387453,12.78558561
CD83,9.656009836,8.972790711,9.109255364,8.980454209,8.635249075,9.293535789,8.252629718,9.086794146,8.92295585
CD84,10.06208609,9.254273564,9.11937568,9.64291886,9.086794146,10.11028446,8.809881749,9.949161622,9.260967318
CD86,7.720596522,8.180436862,7.393598859,7.648896213,7.799593004,7.826883281,7.623672461,8.302961408,8.054053283
CD8A,9.200772632,8.520247433,7.735747086,7.808229883,7.863218563,9.006494929,7.270193827,7.898477416,6.526338062
CD8B,9.572764186,8.754633791,8.337182927,7.745477395,8.342116413,8.473448975,7.127496029,8.756816672,7.958631071
CD9,8.980454209,10.48001738,10.30213141,10.81824678,10.70347019,10.64937064,10.06680793,10.76782179,8.990299741
CD96,5.046047336,5.97698894,5.815431781,7.289261488,7.879518315,7.745477395,5.584365175,5.207823227,5.449148365
CD97,9.724272107,9.959460357,9.242497852,9.706675215,9.270430804,9.392829244,7.808229883,9.663197164,9.099933768
CD99,12.48016955,14.20277655,11.30411302,11.90414044,12.78558561,11.10580396,13.36300877,12.29462228,12.20207474
CDH1,10.99691617,11.3209348,11.01400126,9.264969899,12.05114726,10.72001538,9.225262524,8.806341871,12.02478334
CDH5,9.358459913,8.647812078,8.960525779,8.823052944,8.92295585,8.80166959,8.612440184,8.905931605,8.564997875
CDK1,8.950012195,9.747586975,9.422649829,9.429981283,7.985923873,8.381401691,9.521238838,8.120628477,9.509357722
CDKN1A,9.851878707,9.386742806,10.65679742,8.793520932,9.158554692,9.666715823,10.5472852,10.44402172,10.91941446
CEACAM1,8.1670553,9.493076344,9.597909213,8.739783326,9.521238838,9.426315556,9.158554692,8.456998258,10.03000856
CEACAM6,9.706675215,8.35697221,8.196948969,8.093979861,7.850180552,8.363444417,7.345608485,8.222386312,8.479018783
CEACAM8,7.663758768,7.445595336,6.565691687,6.965759527,7.151081458,6.831567831,7.213215356,7.751398457,7.281061633
CEBPB,10.44402172,10.91941446,10.83337207,11.57622378,11.08864468,10.17255535,10.95901651,11.49510384,12.34539454
CFB,11.30411302,13.8023746,13.22134834,12.20207474,13.97839053,14.20277655,14.42240893,12.9231644,14.20277655
CFD,6.460621562,6.595352333,8.320116984,8.793520932,6.468174117,7.745477395,7.313990633,6.047690794,8.079466293
CFI,7.682067339,9.326049944,12.20207474,11.75365188,11.3209348,11.12961288,11.5413939,12.99489222,11.94090831
CFP,6.375660584,6.019226649,6.886767175,6.174086423,7.131815044,6.546870068,7.445595336,6.565691687,7.00106292
CHIT1,9.773339873,7.941737216,8.705866398,9.592399233,8.333250409,10.0802362,8.007656684,8.596886053,7.792191597
CHUK,9.270430804,9.813662754,9.982375339,10.2508849,9.0774003,9.697918214,10.56005047,9.270430804,9.949161622
CKLF,9.592399233,9.682321395,9.528275618,10.13043429,9.732408792,9.232896797,9.349242378,9.242497852,9.275994207
CLEC4A,7.843343153,8.057705056,8.162842098,8.090340959,8.456998258,8.292594522,8.215730949,8.500078739,7.77184593
CLEC4C,3.457853018,3.512125391,3.609171568,4.041127994,4.224836005,4.215370907,3.897041924,4.150219411,3.897041924
CLEC5A,4.84407437,5.762240037,5.24185934,4.612772809,5.563249981,4.457619139,3.371364915,5.006364994,4.805644901
CLEC6A,7.944004634,7.833785678,7.309936675,7.309936675,6.959010593,7.467407138,7.847959304,8.500078739,7.53224177
CLEC7A,7.890047338,8.199276247,7.610338047,8.062388587,7.918772366,8.915118559,8.424955648,9.074814442,8.206082676
CLU,8.72894982,7.801434502,7.5792222,7.349970559,7.985923873,7.761154436,8.907886838,8.182498568,7.663758768
CMA1,3.105249327,3.897041924,3.431876385,3.756657119,4.190545587,4.190545587,4.612772809,4.150219411,3.54042113
CMKLR1,9.796830767,9.072228584,8.589329134,9.086794146,8.912480315,9.536122474,7.900171441,9.111959867,8.399225734
CNOT10,8.00963711,9.536122474,8.63992987,9.22087834,9.371494204,8.281160803,9.380835365,8.980454209,9.597909213
CNOT4,9.528275618,9.740415998,9.326049944,8.835577245,9.319270781,8.627124421,9.693952184,9.634404303,9.524757228
COG7,10.32664048,9.732408792,9.656009836,9.146757702,9.724272107,9.158554692,9.608913836,10.09052434,9.22087834
COL3A1,11.77554511,12.5961492,11.88133891,14.42240893,13.67868456,12.02478334,10.20262947,13.13313361,10.59381062
COLEC12,8.512483401,8.079466293,7.652645914,7.99569109,7.222019352,7.600851314,7.38602445,7.692046103,7.426263653
CR1,9.823410146,9.023032253,9.044116828,9.597909213,8.868807091,9.949161622,9.006494929,10.16589301,9.462957879
CR2,5.046047336,4.399760333,3.97769749,6.047690794,5.499401975,3.60074843,6.516027102,4.599533997,3.40162065
CREB1,10.65679742,9.920203466,9.225262524,9.251582391,9.184665866,8.85474936,9.924363344,9.303184157,9.437092841
CREB5,8.035833512,8.687498989,7.529386821,7.926475158,8.277858864,7.645572145,8.424955648,8.387481335,8.944144148
CREBBP,7.598401739,7.35207844,7.5792222,6.111258223,6.23371904,6.625253618,8.482481489,6.479674029,7.70487092
CRP,6.581770677,6.96238506,16.44054815,12.14377682,8.069268334,12.63820875,13.05000727,7.941737216,15.75275142
CSF1,6.341568009,8.774627538,8.175550637,8.190694938,8.149871505,8.027583008,8.520247433,8.70932546,8.99526413
CSF1R,7.494897691,7.42841619,7.35207844,7.012445324,7.492539086,6.807743022,6.688236429,7.058413715,7.265062073
CSF2,7.289261488,5.449148365,6.414542961,5.360341502,5.646926942,6.420728503,6.414542961,6.443242035,5.021690839
CSF2RB,9.62368639,8.462270292,8.054053283,8.806341871,8.848023332,8.870908915,8.327323137,7.941737216,8.118660168
CSF3,5.646926942,5.046047336,5.699436971,5.129773392,5.449148365,5.868685462,4.904039998,5.508900997,5.535154753
CSF3R,7.494897691,8.990299741,6.516027102,7.865145484,6.896372077,9.597909213,4.904039998,6.443242035,8.118660168
CT45A1,10.77891356,9.319270781,12.5961492,10.01009687,9.072228584,12.48016955,10.09052434,10.27942875,10.5120467
CTAG1B,10.74637584,10.85128361,4.586295185,3.97769749,4.280123657,3.967596465,7.270193827,4.150219411,4.349460793
CTAGE1,8.415640316,8.199276247,7.720596522,7.730247892,7.717057744,7.554066194,8.392605993,8.723576294,8.19498556
CTCFL,12.54218813,8.437791936,8.023783907,7.564639702,7.879518315,7.581386965,8.570506867,8.915118559,8.6060964
CTLA4,8.023783907,8.337182927,7.735747086,8.2725823,8.018607172,8.599798071,7.658986854,7.983991232,7.472660372
CTSG,8.162842098,6.87450956,7.309936675,6.364464373,7.180009982,7.184974663,7.900171441,7.430568728,6.839183437
CTSH,8.63992987,9.290773059,11.77554511,10.49845654,10.86511502,11.88133891,10.47072146,10.95901651,11.90414044
CTSL,8.115762961,11.15131971,10.5472852,9.95431099,10.01990331,10.99691617,10.35359732,9.697918214,11.3209348
CTSS,10.09052434,10.2095304,10.62209028,11.7359146,11.27525845,12.14377682,10.41186098,11.19766951,10.72001538
CTSW,8.083648089,6.420728503,7.02277609,7.046419806,7.252807408,7.745477395,7.046419806,6.758142514,6.130766139
CX3CL1,7.703293496,8.85474936,8.196948969,9.015613595,8.742550382,8.796362326,9.139593148,9.176168402,8.542384025
CX3CR1,8.001291711,7.758133783,7.898477416,8.6060964,7.678829419,8.104981422,7.900171441,8.188367725,7.974772864
CXCL1,7.810381271,7.320452483,7.5792222,8.612440184,8.193022151,7.155659982,6.823952225,7.740425178,9.349242378
CXCL10,6.886767175,8.218186882,7.091666564,7.797751506,9.063804102,8.427236788,8.520247433,10.65679742,8.957669411
CXCL11,7.920641094,7.770206633,6.942815104,7.642248077,8.033618104,7.701716073,7.900171441,9.965420932,8.405146305
CXCL12,6.674481408,9.329577109,8.567752371,9.256964736,10.3169505,9.358459913,3.897041924,7.850180552,8.510721405
CXCL13,5.289421913,7.320452483,3.97769749,7.598401739,6.741490131,6.280948348,3.897041924,4.84407437,3.239394553
CXCL14,8.503062167,7.745477395,7.544277655,8.10735104,8.796362326,8.1670553,7.939463509,7.916669198,7.58355173
CXCL16,6.526338062,9.349242378,9.22087834,8.767458951,9.006494929,9.76740385,9.034018071,7.320452483,8.870908915
CXCL2,8.172726116,8.762588489,9.666715823,9.697918214,10.47072146,8.820323195,9.478792662,10.49845654,12.391275
CXCL3,7.613182096,8.206082676,6.992958639,7.618386956,6.942815104,7.806078494,7.694959093,8.32372006,9.10655086
CXCL5,7.42841619,6.364464373,6.479674029,7.063266318,6.068565187,6.375660584,6.294694527,7.028108429,6.625253618
CXCL6,7.977229491,7.180009982,7.123177014,9.462957879,8.712784521,7.372360807,7.445595336,8.465076388,8.031402696
CXCL9,10.04105357,9.76740385,8.635249075,9.004100508,9.103242314,11.0474582,8.825782692,9.409677282,8.454532321
