index,GSM496016,GSM496019,GSM496020,GSM496021,GSM496023,GSM496032,GSM496036,GSM496037,GSM496040,GSM496041,GSM496042,GSM496043
LINC00486,-0.9462938759999999,0.54621257,-0.56892753,-2.24265783,0.17735373,-2.121421283,-1.74146053,-0.26382789399999995,0.9955115399999999,-1.90499438,-0.705271408,-1.02536907
LINC00487,-0.55899614,-1.7008779,-1.1848018,-1.2050748,1.3020593,-1.1124719,-0.22101538,1.2220476,-1.0240492,-1.006205,0.4842948,-0.07397019
LINC00488,0.9233412,-1.7008779,-0.16190131,0.7209342,-0.943677,-0.88289744,-1.0355235,-0.30456603,-0.10775833,0.38720688,1.3961803,-0.8666469
LINC00491,-1.5075110999999999,1.9283557,-1.06776988,-0.99647299,0.33453218000000007,-2.15283634,1.0636816500000001,3.0898592000000002,-1.056574034,-0.7986488700000001,-2.6509655,-1.0761002
LINC00493,-1.0401132,0.055538498,-0.19297898,-0.22314405,-0.21296076,0.3896415,-0.5301771,0.02033762,-0.16750951,-0.12074751,-0.43187192,-0.0224592
LINC00494,0.28434587,0.34265256,0.083550036,-1.3989307,0.47972727,1.1184794,-2.107001,1.1455373,0.9335206,-0.44984356,-0.07993494,0.18628322
LINC00504 /// LINC00504 /// MGC4836,1.9041705,1.4294881,0.34667465,1.0371011,-1.025915,-0.8328871,-1.3784683,-1.8280615,-0.63838667,-0.32744652,1.5127362,-1.2605513
LINC00507,0.43227568,0.75576323,-1.1492324,0.96414316,1.0623683,0.6837751,-0.21896861,0.030450363,-0.73766804,-2.5265846,-2.173918,1.2339494
LINC00511 /// LINC00673,-0.02872477000000001,-0.22458802,0.137197373,-0.010365880999999993,-0.01991478000000002,0.6122262300000001,0.26275494999999993,0.07889014999999999,-0.30415412,-0.38931448,-0.22501387,-0.15051283
LINC00514,1.0516797,0.09613793,-0.099000596,-0.64070857,0.60626274,-0.47314653,-1.7638004,-1.3393784,-0.13658987,0.8885752,-1.0903307,0.66813046
LINC00515,-0.07251358,-1.2741319,-0.661391,-0.012294338,0.7159771,-0.0562691,0.371978,0.44257808,0.35325634,1.1863666,-0.23220631,-0.27233806
LINC00518,-1.9318748,-4.9704204,-1.4305520999999999,-0.8039932,-1.4109885,-3.6088614000000003,-1.0923207000000001,0.72239353,-3.2065013,-0.8085973,0.2991198,-2.63066577
LINC00520,-0.06889734,0.09011372,-0.13807368,-0.40762228,0.095887765,0.5413479,-0.4833607,-0.058132842,0.2976335,-0.09222895,0.3365365,0.2542626
LINC00521,0.8402772599999999,0.40154689999999993,-1.8511069,-3.01061478,-1.41843904,2.030394427,-5.0685614999999995,2.75373437,-2.5823608,-0.9983110499999999,-0.719677455,-0.27350559799999996
LINC00523,0.27413255,-0.19818044,-0.049177576,-0.06679867,0.32096845,0.055962645,0.04478975,0.19181256,0.20198576,-0.3819882,-0.085442014,0.44788828
LINC00525,0.14540426,-0.73202837,0.033344306,-0.22137447,0.11789927,1.0838785,-1.0812116,0.4641954,-0.39373997,-0.7390394,-0.4039349,-0.28523928
LINC00526,-0.21046293,0.51383454,-0.31533194,0.10639364,-0.35950327,0.15336928,-0.020597313,0.30322242,0.014070123,-0.22160022,-0.011782166,0.3073527
LINC00527,-2.6152170000000003,-0.58493762,-0.69512942,-0.6111814560000001,-0.23244798,0.67652148,-0.8898820399999999,-0.02119502000000001,-0.12531089999999998,-1.3908054399999998,1.5230609499999999,-0.10258904000000002
LINC00528,0.47059,-0.037728235,-0.69778997,-0.45363772,0.014799451,0.08544952,-0.8231371,1.5442255,0.81940407,-0.41956332,0.84247375,0.07211498
LINC00529,-0.46662277,-2.1361961,-1.7060987,-0.7657081,-1.6368241,-1.9074018,-0.9730031,0.30853838,0.94265175,-2.6156428,-0.80768883,-1.7946337
LINC00535,-0.8056161479999999,-0.62079211,0.09411080999999999,0.208369075,1.08838352,0.16967364,-0.02128840000000004,-0.6862948299999999,1.2234162,-3.1405597700000003,-0.32248583,0.80468823
LINC00536,-0.6362887,0.6143628,-1.1559732,0.2090027,1.0299219,-0.6264288,-0.58988994,0.2271312,-1.0408074,-1.2863513,-0.4108559,-0.91621816
LINC00537,0.271401295,0.37577631,-0.526891818,-1.01343771,0.875123788,0.5103988500000001,-1.819630744,1.8631101399999999,0.9079226,-0.359852879,-0.19409355399999995,-0.64471109
LINC00540,0.5011829,-1.5205411,-2.4306757,-1.4595653,0.099173345,-1.0203454,0.32120034,1.0609053,-0.05525475,0.10399482,1.1095074,0.11928077
LINC00543 /// LINC00543,-0.000891,0.48056334,-2.1293507,0.10921593,-0.3510085,0.23018798,-1.7941731,0.05183157,-0.36421505,-1.2671764,0.07261852,0.37956822
LINC00544,0.74088204,-0.4611123,-1.8874799,-1.507032,-0.6811268,1.5939853,1.2624519,-1.5125548,0.6626384,-0.026538558,-0.89804727,0.6201172
LINC00545,-0.32826018,0.97887,2.1420722,-0.21450017,-0.4720893,0.7584182,1.7161592,1.3988384,1.1150495,-0.70537573,-0.7627299,-0.07097545
LINC00550,0.5648823,-0.39123744,-1.8868096,-1.3035475,0.007014293,0.12150634,0.07158811,0.1306014,-0.004491566,-0.20567848,-2.5668929,-0.19911133
LINC00551,1.1099273,0.4495153,0.33306897,-1.6819988,1.031865,0.53494525,-0.12570532,-2.2633796,-0.886848,0.775985,-1.5842178,0.4659031
LINC00555,-0.41157052,0.46870714,-1.4368495,-0.96921766,-0.1876998,-0.68011516,0.5385789,-0.52812654,0.8445027,0.15797454,0.27776742,0.4805772
LINC00556,0.15839219,-1.3629199,-0.37410927,-0.32961544,0.552816,0.44441125,-0.9336962,1.0507109,0.21203578,-0.35364467,-1.9640559,-2.0187945
LINC00557,-0.013409234,-1.0904788,0.5509328,0.062405843,1.5421247,-0.8616845,-0.44826385,1.0610026,0.5062706,0.8122626,-0.9396272,0.5482251
LINC00558,0.731003,-2.043697,-1.8724614,-0.08049642,-1.2725587,-1.7195928,-1.0762489,1.0897765,-1.6325716,-1.141623,-1.5361706,-3.0537436
LINC00559,-0.25531375,0.07107883,-1.7060987,-0.9614527,-0.6494375,-0.88289744,-1.2114142,0.52611095,0.013938583,-1.5658208,-0.31299263,-0.116987534
LINC00560,-1.595088,-0.79642177,-0.71871203,-0.6020787,-0.943677,-0.4521145,-1.0037748,1.233128,0.3171248,-1.5170306,-0.27706063,-1.3697506
LINC00561,0.12605387,-0.79642177,1.5148802,0.33290413,-1.1155272,-1.3684052,-0.9431501,0.039205547,-0.25995013,0.9875231,0.7815463,-0.22112788
LINC00563,0.042543266,-0.22373074,-0.004628925,-0.32196143,0.45197076,0.21431804,-0.9809148,0.51317525,0.12883542,-0.24474774,-0.8062327,0.551134
LINC00564,-1.0225688,-0.8452119,-1.877949,-1.3142741,-2.0963564,0.6952878,-1.6362972,0.50351113,-1.7171963,-1.4260588,-0.9820424,-1.3320101
LINC00565,-0.16335267,-0.2000481,-0.46911433,-0.24756101,0.14715442,0.07756136,-1.2249306,0.81572586,-0.006546601,-0.30586892,0.34535494,-0.66849726
LINC00566,0.2975454,0.9842615,0.11368243,0.5911608,0.34409463,0.2744081,-0.14985372,0.4645161,-0.2848199,-0.45433167,0.07472197,-0.4194157
LINC00567,0.8942666,0.008489708,-0.08356521,0.5841719,-1.7250811,-0.44708344,0.1709959,0.46588686,0.8216752,-3.0271268,0.84747887,0.09155337
LINC00572,-0.065799944,0.004866541,0.2610571,-0.23600754,0.3631599,0.089694664,-0.23100342,0.6577695,-1.0097334,0.49202952,0.25089356,-0.5991383
LINC00574,0.26839906,1.4373106,-0.17535762,0.1582884,-0.8622051,-0.15445654,-0.50359255,1.5962306,-0.9478854,1.5499308,-0.38546824,-0.41409278
LINC00577,0.7623976,0.36778402,-0.6293259,0.10246764,-0.019181598,0.19988288,0.14640824,-0.5003011,-0.41586912,-1.2588062,-0.25541818,0.5880444
LINC00582,-0.047113728,-0.06647145,0.16473751,0.14053214,-0.75058913,-1.6556065,-0.119212665,0.6672556,-0.26142812,-1.5063974,0.5382644,0.3417028
LINC00587,0.058801666,-1.7008779,-0.41643113,0.71083313,-0.10392623,-0.57616717,-1.5250717,-0.8326335,-1.1164224,-0.46720842,-0.20885237,-0.17349973
LINC00588,0.05984275,0.044486042,-3.0031538,0.2736862,0.54479325,-0.23648758,-0.57964575,0.84683853,-1.603743,-2.0668714,0.593368,-1.751798
LINC00589,0.8333447,-0.20217583,0.24431038,-0.04084207,-0.51404023,0.0584969,0.52605134,0.84750503,-0.06767135,2.2504122,0.23926063,-0.3682524
LINC00592,0.25036675,0.3813802,-0.47302735,-1.3981624,-1.1599582,0.6517019,0.28648376,-0.576855,0.34086716,-1.1284833,0.43966872,-1.3191609
LINC00593,1.4440462139999999,-0.12703749999999997,-0.014389079999999999,-0.30605549,0.7631581000000001,-0.29270942,0.48082695000000003,-0.8487514700000001,-2.0736277000000003,-0.96625383,-0.07318497000000002,-1.8822266
LINC00595,-0.4340863,0.40578938,-0.13547742,-1.2224176,0.5424467,0.006160319,-0.24539524,0.68051475,0.25821918,-0.211698,-0.3414458,0.46435687
LINC00597,-0.12267242,0.15946048,-1.0875117,-0.09214941,0.73704296,0.05615583,0.3603991,0.80304784,0.7020274,-0.22812562,-0.4578986,-0.30072224
LINC00598,-0.590889148,0.96361299,1.6594418800000001,-2.3879248900000003,2.1523193,0.42829719,3.0757201999999997,0.41169159999999994,-0.6412024700000001,-1.10329898,-1.5163843789999998,-1.66784569
LINC00599 /// MIR124-1,0.21540199999999998,-1.3711067,0.82453604,0.33501713,1.05196446,-0.99705033,-0.03324100000000002,0.42632954999999995,-1.3273701400000002,-1.07073943,0.94788663,-1.1307960000000001
LINC00605,0.14246152,0.49221689,-0.6769589,-0.14370815,-0.20893522,-0.38322288,-0.34695813,0.31620818,-0.08179186,0.105172895,0.39378297,0.60021436
LINC00606,-2.8861003,-1.33844731,-3.7716462,-2.0058740999999998,-1.8005156,-1.7598951299999999,-2.9277541,-1.7798062,-2.4995892,-1.8760255,-2.88834343,-0.5107281340000001
LINC00607,-0.26195225,0.2700442,-0.07030584,-0.003611163,0.7547515,0.4405045,-0.09079486,0.65853775,-0.525052,-0.38868928,-0.85182166,-1.5593263
LINC00608,-0.49517504999999995,0.324718748,-1.1633486400000002,-0.1439142,0.19696674,-1.9331902600000002,0.15820623999999994,0.86915259,-1.577627713,-1.34048083,0.7771274800000001,0.60921377
LINC00610,-0.54299587,-0.001491884,-1.1848018,-0.7222231,-0.47038928,0.7958752,1.3997862,1.5145923,0.34743014,-1.5658208,-1.500836,-0.5674041
LINC00612,0.21613365,0.14815922,-0.9808651,0.3423548,0.54977137,-0.034107607,-1.9651418,0.16277358,-0.13013276,-0.5416781,-2.0562782,-0.24374992
LINC00615,-0.34232515,-0.64227104,-0.7587174,-2.375146,-0.09262683,-1.4109648,-0.48052663,-0.6722908,-0.9128235,-0.8238835,-0.7684682,-1.5368047
LINC00616,-1.2203946,-1.7615026,-1.6060152,-1.2765337,-1.2854263,-1.3275833,-1.2506348,-1.5257807,-1.7171963,-0.51850176,-1.775273,-1.6834081
LINC00619,1.5439514,-1.3778595,-3.1037438,-3.0255766,0.29326096,-0.34290832,-1.2644887,1.0146675,-0.37352702,-2.049678,0.6475379,0.714436
LINC00620,-0.8359829,0.19329655,-1.4724838,-0.41348746,-0.7526217,-0.7178177,-0.88599175,0.22152701,-1.0240492,-1.127566,-1.2232044,-1.5833247
LINC00621,-0.2768095,0.00940417,-0.30999106,-0.009879715,-0.22156437,0.19680543,0.14218174,-0.29711792,0.13987625,0.28725904,0.08487772,0.049970504
LINC00622,-1.0532186,-0.8972655,-1.3013939,-3.3896797,0.860259,0.36629665,-0.19991815,0.67460096,-0.2663988,-0.3430355,-2.7568624,-0.51517534
LINC00623,-0.14673771,-0.2998231,0.084694274,0.08404741,0.24605721,-0.3838993,0.2799697,0.26247042,-0.07702189,-0.6630763,-0.36437678,-0.31627244
LINC00623 /// LINC00869,0.3713452,-0.014723758,-0.20921417,0.41747102,0.5160887,-0.001427536,0.5522086,0.43567836,0.03032177,-0.30945557,-0.5545161,-0.47231323
LINC00623 /// LINC00869 /// LINC01138 /// LOC103091866,-0.19679742,-0.1340172,-0.7946165,0.2555738,0.23832701,0.24637221,0.99348456,0.44422954,0.37571478,-0.0472247,-1.0397437,-0.9230719
LINC00624,-1.1597699,-0.27141148,-1.4724838,-2.375146,-0.4381283,-2.1485639,1.2798823,0.31545886,-1.7171963,1.0768017,-2.0806546,-0.18519582
LINC00626,-0.001919621,0.31633538,-0.29931918,-0.19712692,0.27651656,-0.13336526,-2.2507885,-0.64228237,0.46778053,0.21816607,0.32768863,-1.4187261
LINC00628,0.06003451,-1.76727595,-1.3138493,0.44129173,0.81787582,-1.5418719799999998,-2.87185777,1.79804725,0.471144125,0.07714984,0.68649447,-0.1704797
LINC00629,0.34488407,0.10915779,-0.31505388,-2.1804132,0.871746,0.8923988,-0.8343599,0.7010969,-2.0784097,0.016455647,0.50937265,-0.41673136
LINC00630,0.162119371,-2.2140424100000002,0.291744027,-0.080787,0.41990698,0.271896146,-0.69348216,-0.300255697,-1.0531168499999999,-2.47030956,0.23363027999999997,-1.2447933500000001
LINC00632,-0.70741373,-0.91204953,0.48741606,-0.86480653,-1.1779104,0.6956779,-1.0886309,-0.87493,-1.2901578,-1.1362215,1.3034667,-0.8116493
LINC00635,-0.66555125,-1.6387925,-0.44617584,-0.56060195,0.46674025,0.6015529,-0.3893393,0.36289886,0.21043476,0.07468601,-1.9237856,0.043319713
LINC00636,0.099766165,0.033091538,-0.5154134,-0.3813891,0.09692732,-0.6751897,-0.23521526,0.6988754,-0.086441,-0.48333696,-0.006302327,-0.14116739
LINC00638,0.4446251,-0.44382867,-0.096027754,0.20541114,0.43665406,-0.22573276,0.051738977,-0.045800824,0.34258646,0.6191252,0.17830133,-0.061223518
LINC00639,0.6276038,1.1959074,0.4637919,0.18783687,-0.3596475,-0.44871292,-0.1464257,-0.008633703,-0.5752658,-0.13838455,0.4374258,0.26977935
LINC00641,-1.0225688,-0.2999848,-0.86634797,0.12810986,-0.12691581,0.18973923,-0.02685946,-0.81112736,0.05476054,-0.55421984,0.084309205,1.1404738
LINC00642,-2.62351322,1.56896974,-1.032239035,-1.80945577,1.06551155,1.54262736,-0.54590641,1.6104546999999998,-0.15382047999999998,0.23199203000000002,1.320910132,-1.850710668
LINC00643,-0.93211104,-1.3850723520000001,-2.4144033400000002,-1.43524423,-3.1497857,1.5777248,-0.3616860999999999,-1.74032975,-0.8236949,0.59587385,1.31566754,-1.36385236
LINC00644,0.79618967,0.1218994,-0.76309204,-2.7058704,-2.4736009,0.7569566,0.0489503,0.75012934,0.34754097,0.6753729,0.052198004,-1.5483242
LINC00645,-1.494192,-1.4873348,0.52146983,-1.6591455,0.95300084,0.8122138,-0.86313844,0.5616528,0.41968265,-1.9848002,-1.1313581,0.046923604
LINC00648,0.51787615,-1.1328939,-1.1540301,1.202181,0.5186032,-0.28377923,-0.4621775,1.8279301,-1.1164224,-0.1795264,-1.1933514,-0.8211846
LINC00652,-0.12872154,-0.3496621,-0.09785679,1.5609,0.79542685,0.6993689,0.27648944,0.044879343,1.5163041,-0.55670935,1.2461497,0.94629526
LINC00654,0.07587955,0.010388821,-0.46309596,-0.34047714,0.01043082,-0.8253912,0.15559922,0.89826995,0.38587198,-0.9410264,0.039222855,-0.044684645
LINC00654 /// LOC643406,0.28097516,0.02754918,-1.6477251,-1.0770814,0.49447632,-2.1985724,-0.08365581,0.8677857,-1.2762818,8.74e-05,-1.3693569,-0.20993823
LINC00656,0.35653594,0.13827723,-0.30322346,-1.5046666,0.6514046,0.28619298,0.48694506,0.18353133,0.30507764,0.2724569,-0.03781941,-1.8425481
LINC00657,-0.60254525,0.005807640000000003,-0.98359174,0.23485899,-0.582482963,0.33156241,1.0573907999999999,-0.05441968000000001,0.6404350000000001,-0.16886565799999997,-0.7167736,-0.17586754
LINC00658,0.21737419,-1.633737,0.28714678,-0.1576823,-0.05714096,-0.32917148,-1.434337,0.422463,-0.36398,-0.015319447,-0.7882664,-0.17315346
LINC00659,-0.08007099,0.7651153,-1.813248,0.7759954,0.2709295,1.4764315,-0.24592668,0.22663581,0.07863942,-0.19033313,-0.16128038,1.2604375
LINC00661,-2.18528564,-0.35418768,-1.13018116,-0.42709448,0.404691824,-0.12253223000000002,0.246224286,-0.41393974,0.241635396,0.35392595,-0.6368060600000001,-0.16945725
LINC00662,1.7828965600000002,0.2742080400000001,-3.0069812999999996,0.842038297,0.918358766,-0.40450736,2.098260208,1.20366971,-2.893640135,-1.832307545,-0.060604138000000016,-2.127259894
LINC00663,2.6276365100000003,-0.361761,-2.5415875999999997,-1.7089900279999999,0.5113723299999999,-1.0570783700000002,-0.56309673,1.9911750499999998,0.92439651,-1.9691849499999998,-2.6594272869999998,-0.8963607600000001
LINC00664,-1.4592289100000002,0.41103476,-1.68106751,-4.9323492600000005,0.039863299999999935,0.05949653499999999,-2.881699686,0.7038701300000001,-3.35817852,0.83089995,1.32261277,-0.060105093
LINC00665,-0.9554376,6.4274218,-2.7097662,0.025549009999999983,-0.9697802000000002,-1.20916881,-3.230049557,3.94451955,-1.31017677,-1.1070806,-1.91092087,-0.14861696899999988
LINC00667,-0.741948705,1.15408072,-2.28166063,-0.05360207499999997,-2.59714049,0.03720289999999998,0.65297224,1.0273421900000002,-0.653075682,0.21680858099999997,-1.24379862,-0.09227471000000001
LINC00668,0.29890394,-1.2955037,0.27193037,-0.42030662,-1.0278478,-1.706917,-0.066967554,-0.18407543,-0.57010776,0.45642278,0.89731526,0.2900452
LINC00669,-0.9214755,0.363851,-1.8204452,-0.23426826,-0.5708802,0.13948801,0.055611685,-0.028840778,-2.5747325,0.46812537,0.020185757,-0.51406646
LINC00671,1.92985884,-0.22238541000000006,0.21804467,-1.67967705,-1.88167017,-1.140144016,0.34679158,-0.235601096,-0.70822042,-0.020040659999999988,0.70223638,-0.28372123000000005
LINC00672,0.16316725,-0.66365904,-0.9297816,-0.2554718,-0.111649424,-0.9592346,0.2033455,0.15199848,0.21912624,-0.7160936,-0.18802567,-0.5587844
LINC00673,-0.5969408,-0.7273618,0.21224472,0.91998607,-0.037236527,0.32114244,0.7808646,-0.82714635,0.035899658,0.26682782,-0.97014064,0.30938813
LINC00674,-0.70225665,1.3240778930000001,-2.27956785,0.11879853499999998,-0.941267153,-3.3147879099999997,1.48999973,2.32296819,-1.3917991,2.6788418500000004,-3.0285645700000003,-1.545959244
LINC00675,-1.22501105,1.50756513,-0.17592537,0.8249293600000001,1.11677144,-0.50688556,-0.8273398999999999,-0.2519186,-0.011826759999999992,-0.6785729500000001,-1.91898434,1.7920061
LINC00682,1.1203487,-0.6682171,-0.09151622,-0.52109313,1.352411,-0.33883572,-1.1914232,1.4866037,0.1386649,-0.9469933,-0.44837257,-0.7436238
LINC00684 /// LOC100132304,-1.0485444,0.46985498,-0.30673227,0.658738,-1.2854263,-0.057822715,0.5543698,0.20625949,-1.4593672,-1.4705105,-0.93552226,-1.0443282
LINC00685,-0.22832519,0.2246137,-0.60522485,-0.1613965,0.7680658,-0.45161757,0.37205058,1.1094708,-0.54685944,-0.77199715,-0.3870696,-0.11818832
LINC00687,1.5702785,-0.47634888,2.0237472,-0.10484331,1.9922888,1.1050142,-0.5508811,-0.15154727,-0.45444593,-1.0634263,-0.5059651,-0.016070297
LINC00689,1.42628578,-1.62913357,-0.9745751899999999,-3.726418956,0.9932892000000001,-2.4981367800000003,1.438439796,1.6919911800000003,0.2955468739999999,-5.80293762,-1.076818094,-0.25651710000000005
LINC00690,1.4938862,1.243561,-0.0354171,0.109760635,1.0677111,1.2404382,-0.49921873,0.7680707,-0.7217683,-1.6711813,-0.14500089,1.2156973
LINC00691,-2.426453,0.4620574,-0.012816674,-1.6061229,0.4543758,-2.6018627,0.24998665,0.3993029,-0.026719322,0.28161195,-1.7804929,-0.7163974
LINC00692,0.13847310000000002,-3.6805425,-1.5294345,-0.35948135,1.54819655,1.15425752,0.7969748999999999,2.8124534,-0.98996664,-2.75018233,-0.24446,1.032580356
LINC00698,0.4166377,0.28557837,-0.50988775,-0.08612893,-0.15343218,0.4177332,-0.067576066,0.20989132,0.6534988,-0.7200062,0.21412098,0.23653942
LINC00700,0.8852676,-0.33983985,0.06965641,-0.29858592,0.45221213,0.2670862,-0.37255812,0.93406165,-0.8625784,-0.5970896,0.49870422,-0.012796147
LINC00702,0.6192122,-0.29952607,-1.0191714,0.0754724,0.085848264,-1.0909835,-0.007107062,0.3563858,0.057745546,-0.40019113,0.22981954,-0.088829495
LINC00703,0.9197477,-1.6778123,-0.91500914,1.1330372,0.8944005,1.2446434,-0.8541265,-1.5287424,0.010617552,-0.63743347,0.04947097,0.7757441
LINC00705,0.32282344,-0.27139437,0.15383291,-1.171529,0.21329544,0.19060266,0.18219979,0.8394923,0.1593015,-0.0587934,0.16213192,0.1526441
LINC00708,1.1631943,-0.05675455,-0.44584513,-0.08373429,0.12826715,-0.50340796,-0.31062758,0.32233182,-0.13156895,-0.028953481,-0.38897857,-0.58479595
LINC00710,0.023399757,-1.0375838,0.56439805,-1.7997818,-1.8732129,0.6792876,-0.20683083,-0.87708527,0.6257402,-0.5725689,0.5835931,-1.1313396
LINC00824,0.40436739,-0.65910243,-1.04369855,-1.6888263399999999,0.84831855,0.07641854000000003,-2.81005345,1.4611337199999999,-1.00516655,-0.76872224,-1.7522025749999999,-3.16643435
LINC00836,1.6577499,-0.72742885,0.5964864,-1.3142741,-0.8923837,0.44397348,0.26668766,1.5692066,-1.5546774,-0.95063514,0.13231833,-1.2956426
LINC00837,-0.07100994,-1.0375838,-1.8173243,-1.1383834,-1.9422058,-1.1791633,-0.88599175,-1.3290704,0.4535366,-1.6711813,0.9973158,-1.1014866
LINC00838,0.36558315,-1.8459669,0.33532146,0.35337022,-0.9898351,-0.23926584,0.5147263,0.5237805,-0.10609713,-1.0169563,-0.45493937,-1.1993226
LINC00839,0.13012478,0.028383467,0.9631472,-1.1955194,1.6859597,-0.423351,1.8117546,0.124343514,-0.27561685,0.011971648,-0.5966037,-0.24769394
LINC00841,0.9990071,-1.8132443,-2.4484844,-1.2324845,0.9357031,-0.40422648,0.7242667,0.43999967,0.28209242,-1.0140275,0.449674,0.011322058
LINC00842,-0.879468,-0.2999848,-0.93696564,-1.3943168,-0.5559114,-1.0807232,-1.2506348,0.07492351,-0.18096173,0.053567495,1.0038732,-1.7374754
LINC00844,-2.4312093,-2.3744802,-0.75046045,0.13668564,0.47976956,-0.97586113,1.4036725,0.97030264,-0.53450066,-1.6134846,1.1846862,0.16365269
LINC00845,0.35082203,-0.77289116,-0.62518597,-0.15352996,1.7304716,-0.7397966,1.2702823,-0.16146523,-0.5430764,-0.007676186,-0.24237506,-0.9389677
LINC00847,-0.23991442,0.2187153,-0.19326356,-0.19798397,-0.21527502,0.100865714,0.15419704,0.509646,0.22851232,0.07633062,-0.2873044,0.85794604
LINC00849 /// SLC25A16,-0.07130812,0.23418458,0.018205097,0.18629558,-0.077041335,-0.55514085,-0.2779946,-0.36599565,-0.38285482,-0.34171084,-0.1342358,0.100179404
LINC00851,0.529122,1.0515349,-0.3424895,-0.6900928,1.2347634,0.001673728,-0.8800564,1.2461101,-0.32618016,0.73171175,-0.26688918,0.48945484
LINC00852,-0.19371438,-0.4621262,-0.011518098,0.7184388,0.30819216,-0.31389326,-1.1894933,-0.14623334,0.09452127,0.16809458,-1.6250976,0.17487645
LINC00853,-1.2121036,-1.5955825,0.34102595,-1.8674767,-0.2775135,-1.1750863,-0.88041437,0.45103815,-0.002462974,1.325771,-0.9702729,-1.2838733
LINC00856,-0.29905653,-0.29893333,-0.096925996,0.8683214,0.3940946,-0.010039791,0.11211404,-0.2719663,0.21874097,0.34436795,0.68928176,-0.19914617
LINC00857,0.80096304,-1.5380583,0.6000309,-0.25375897,-0.08160992,0.25968266,0.591456,-1.4478762,0.78259015,-0.23203619,-1.276569,-1.4759012
LINC00858,0.9007663,-0.055591557,0.56157726,-0.33262214,0.61226666,0.4232053,-1.6273563,-0.09527219,-1.179411,0.994694,0.21692193,-0.8336838
LINC00862,-1.7973833,-1.210026,-0.016550856,-1.2193177,1.4128858,-0.06662307,1.0615354,-0.11863794,0.74035656,1.4120189,-0.15983322,-0.85985035
LINC00865,0.3111651,0.44804314,-0.47233886,0.16121778,-0.32075343,-0.82579595,-0.4117507,0.7018041,-0.2605968,-0.19398499,-0.34833437,0.5163107
LINC00867,-0.03624877,0.08278413,-0.747149,-0.8989984,-1.0971329,0.7834977,0.8604462,1.481073,-0.66081434,0.91216236,-1.7055854,-1.404
LINC00868,0.4058655,-0.15383655,0.30393764,0.39770067,0.22948584,-1.1384087,-0.8047885,0.3220486,0.063139044,0.02495656,0.15232395,0.08777931
LINC00869,0.35926903,-0.5933665269999999,-1.41149729,-2.53592563,1.6070609,0.7196081299999999,0.71929309,1.21653838,0.017018409999999984,-1.2741269,-0.68836224,-0.57069595
LINC00869 /// LOC100996741,-0.44966543,-0.5791354,-1.0326695,-0.009322632,0.47367167,0.2916285,0.7511643,0.6613413,0.45015442,-0.4450017,-0.6261095,-0.82789695
LINC00870,0.023399757,-0.7499017,0.38641492,-0.2548825,-0.15044633,-0.80878955,-1.0355235,1.5269893,-0.1436904,-0.53620136,-0.05627276,0.09065172
LINC00877,-0.21076791,-1.2865527,-1.2737873,1.5539789,0.58218336,-0.37575683,1.2037457,0.64831346,-0.8635044,-0.04658129,0.028065344,0.056416698
LINC00879,-1.2203946,-1.3152156,-0.5900947,-0.33826408,-0.91770136,-0.11564237,-1.0355235,-1.365438,-0.599166,-1.3834993,-1.1933514,0.15964463
LINC00880,0.4579184,1.2911285,0.8390129,0.00509393,-0.24814439,-0.15271579,0.12871584,0.9621582,-0.060592383,-0.28349406,-0.5942325,0.6286798
LINC00881,0.14326644,-0.20278092,-0.14538035,-0.03579708,0.03455987,-0.5415454,-0.11319893,0.16812208,0.74417174,-0.19297124,-0.36340016,1.1421579
LINC00882,0.084928855,-0.7746328,-0.83045447,-0.61875594,0.803577,0.7842162,-1.5999095,-0.84963053,-0.92448246,0.64901733,0.79822016,-0.95215845
LINC00883,-0.69141713,0.38230084,-5.212301,-0.7186759300000001,0.30399336,-0.350402577,0.9663828700000001,0.9160369,-0.97811475,0.393830266,-0.120244548,-0.56385714
LINC00884,0.54795015,0.20527979000000002,-0.6241954300000001,0.429551307,-1.8211849,-0.10062859999999996,-2.811575935,1.19126388,0.47767341599999996,-1.23502946,-2.3252255,0.28052439
LINC00886,0.80702186,0.64237356,1.1176718,-0.45823982,-0.017950831,-0.31777108,0.21555871,0.017634273,-0.4399086,-0.4528718,-0.18572727,-0.068009175
LINC00887,0.17368184,1.3928347,0.45540783,-0.9347845,-0.059474513,-0.85757965,-1.2914569,-0.37081537,-0.6792086,-0.4184183,-0.4430458,-0.48471242
LINC00888,-1.0689638000000001,-0.7875673900000001,-0.09345205000000001,-0.38147509,-0.89787738,1.1886808,0.49593416,1.44790434,-2.2766584,1.32298536,-3.5544292,-1.18762546
LINC00889,-1.3855169,-2.182558,-1.0950317,-1.5702499,-1.1592885,1.3265204,-0.63259226,-0.2837889,0.78427696,0.36131924,-0.8827935,-1.2348602
LINC00892,-0.19075558,0.28016403,-1.3575718,-0.36311397,-2.2691264,0.5790882,-0.4912408,0.5663776,0.62392783,0.20015088,-2.6952574,0.015624019
LINC00893,-1.4121801,0.13151553,0.03361269,0.046716224,-0.43274045,-2.1415465,0.06485391,0.3529531,-0.22932887,-0.408556,-2.4520004,-0.011565431
LINC00893 /// LINC00894,1.0136466,0.3159066,0.35112348,0.59000206,0.43154356,-1.007406,-0.14493716,-0.47303778,-1.233157,-0.015798615,-0.64121443,0.594214
